,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
81,AAFFCD,FFFDAA,FFEAFA,BBAAFF,BBAAFE,BBAAEF,CDFFAB,EEEFBA,FFADAD,BBEBFA,EEFFDA,DDFAAF,AAAAFF,FFFEAA,FFFFAA,FFFFAA,FFFEAA,ECAFEE,DDEFAA,AABBFF,DDCACF,FFFFAB,CDDFAB,BCFFAF,AAAFEE
82,CDFBAF,DDAFDA,FFFFAA,FFFEAC,FFEFBA,FECFDA,FFFAAD,FFEEAA,AAAAFF,AAACFF,AAAAFF,AABBFF,EEFFAA,FFFFAA,BBAAEF,AABAFF,EEFCAD,AAAAFF,EEFFAA,AABFFB,BBAFAE,FEABAF,BBAAFF,AABCFE,CCFABF
83,EEFFAA,FFFEAA,FEAEFA,AAADFF,AAAAFF,BBAFBF,EDAAFE,CCEEFA,FEAAFB,FFFFAA,AAABFF,AAABFF,AAAAFF,FFEEAA,FFEEAA,FFFFAA,AAABFF,AAABFF,AABAFE,AAAFDF,FFEFAA,FFAFAB,FFEFAA,FFCAAE,AAAAFF
84,EEAAFC,BCFFAA,AAACFE,ABAFEB,EDAAFE,FEEAAF,EEFBFA,FFFFAA,AAABFF,FFEFAA,AAABFF,AAABFF,AAAAFF,AABFFC,FFFEAA,FFFEAA,FFFFAA,AAAEFE,AAAAFE,CBAAFF,BBAEAF,FEAAEE,FFEFAB,FFFEAB,CCCFCA
85,FFFFAA,FFCABD,AACFBF,BBAAFE,AAAFFE,BBAEAF,AAAFFE,AABAFC,DDBFEA,FFFDAA,FFFEAC,EEFFAA,FFFEAA,DDDABF,AABAFF,AAAAFF,AAABFF,ABEFAC,FFFFAA,FFFFAA,DEFDFA,FFFABA,EEFEDA,CCDEFA,CBAAFE
86,EEEFAA,BCFACF,EEAFFA,FEAFAB,AAADFF,BBAAFE,FEDAAF,FFFFAA,FFFEAB,AACCFB,FFFEBA,CCBACF,AAAAFF,BCFFAA,FFFFAA,FFFEAA,FFFFAA,FFFCAA,AABAFF,BBBAFF,BCFFAD,BCEFAA,ABBFFA,EEFFAC,DCAAFE
87,AAAAFF,AADCFD,FFFFAA,FFEFAA,FFFFAA,FFEFAA,AAAAFF,AAABFF,AAABFF,AACAFD,FFEFAA,FFFFAA,CBBAFE,BBBAEF,AAAAFF,AAACEF,EEFEBA,FFFFAA,FFFFAA,FFEFAB,AAAAFF,AAABFF,AAAAFF,AAACFF,EEFECA
88,FFFFAA,CCDFAE,ABEFFA,CCAFFB,DDEAFF,ABDAFF,AAACFF,DDFDFA,DDAFFA,AAAAFF,AACAFF,AAAEFE,FFFFAA,AACDDF,BBBAFF,EEFAFA,EDAAFD,FFBFAB,FFEDAA,FFBAFA,FFDFAB,FECBFA,BBCAFB,BBDFAF,AAADFF
89,AAEAFE,FFDFAD,FFFEAC,DDFFAE,FFBFAE,AAAEFF,FFEECA,FFFFAA,BBBAAF,AAADDF,AABBFF,AAADFF,BCCFFA,FFFDAA,FFEDBA,FFFABA,FFFFAD,AAADEF,BBAAFF,AAAAFD,FFFDBA,EDAFCB,AADAFD,FFEFAC,ABFAFF
90,AAACFE,AABFFD,EEDABF,FFFFAA,FFFFAA,BBAAFF,ABEFEB,FFFEAA,AAABFF,AACFFB,AAAAFF,AABBFF,BBBEFA,FFEFAA,FFECAB,BBAAFF,FFFFAA,BBABFF,DDEFFA,FFEAAD,AAABFF,CDDFFA,EEBABF,AAABFF,FFFFAA
91,BBBAFF,AACAFF,EEFAAC,EEFFAA,ABFFAC,CBAFFA,EEFAFC,FFEACB,FFEFAA,EDBABF,AAABFF,AAABFF,AAAAFF,FFEDAA,FFFEAA,FFEFAA,FFFAAD,AAABEF,ABEACF,BBBAEF,BBDFBA,CDFFAC,AAAAFE,BCDFCA,FFDFAA
92,BBAACF,CCBACF,EEFAFB,BCFAFA,FFAFFA,FFEAFB,FFFABB,FFDFAA,FFFFAA,AABCEF,AAABFF,FFDAAE,AAAFBE,AABBFF,AABFAF,FFEFAA,EEFFDA,FFFDBA,FFFEBA,ABFEAF,FFFACA,AAEFAE,AAAEDF,BBFAFE,FEAFFA
93,DCABFA,FFBBFA,CDFFAB,FFEABB,FEDEFA,AAAFFE,EEEAFC,FFBFAA,FFEBBA,BBCABF,AABBFF,AAACFF,BCCFFA,FFFEAA,FFEEAA,FFFDAC,AAAAFF,AAACEF,FFDAFB,EECBFA,EDBADF,FEAFAF,ABFAEF,BBFADF,BBACEF
94,AAAAFF,AADAFE,FFFFAA,FFEFAA,FFFEAA,FECEFA,DEFACB,BBAAEF,AAABFF,AAABFF,AABBFC,FFABAC,AAAAFF,FFEDAA,AAAAFF,FFFDDA,FFFFAA,FFFEAA,FFFFAA,AACCFE,AAAFFE,BBAAFF,AAABFF,AAAEFC,FFFFAA
95,AAABFF,EEFFCA,FFEFAA,FFFEAB,AABAFF,AAAFFE,FFFFAA,FFFCAB,AAAAFF,AAABFF,AABCFF,FFFEAA,BBAAEF,FFEBAC,AABBFF,FFFFAB,FFFFAA,FFFFAA,AAAAFF,AAABFF,FFEFAA,FFEBAB,AAAAFF,AAAAFF,CCCFFA
96,BCCFFA,FFEADB,FFFEBA,EEFAAF,DDFFFA,BBDAFE,AABFAD,AABAEF,AAAAFF,AAACFF,BAAEFC,AAAAFF,DDEFEA,FFFEAA,AABEFE,EEFAFD,FFBFBA,FFFBAA,FFCCBA,EEFFBA,FEADFB,BBAAFF,AAABFF,BBAAFF,AAAFDF
97,AAACFE,BBAAFF,EEFFAA,FFEFAA,AAABFF,FFFFAA,FFFEAA,AAAAFF,DEFFBA,FFFFAA,AAAEDF,AAEABF,AAAAEF,AAAAFF,EDAEFB,FFFFAA,EEEFCA,EDAADF,BCDFFA,FFFFAA,AAABFF,DDEFDA,DCAAFF,BBDFFA,CBAAFF
98,FFFCAC,AAACFE,AAAAFF,FFFFAA,AAAAFE,FFFDAC,AAAFFB,FFEAFA,EEBFDA,FFFDAC,AAABFF,AAABFF,AAAAFF,FFFEAA,FFFFAA,FFFFAA,BBAAFF,EEEAAF,BBAAFF,FFFFAA,AAABFE,ABBADF,FFFFAA,FEBAAF,CCAAFF
99,AAAAFF,FFFEBA,FFFFAA,FFEFAB,BBCABF,AAABFF,FFFFAA,FFFAAD,AAABFF,AAABFF,AAACEF,FEAFAE,FFFFAA,FFEDAA,DCAAFE,FFEFCA,FFFCAB,AAAAFF,AAADEF,CBAFFB,EEFEAB,FFDBAD,AACEBF,AABBFF,AACFED
100,ABAFAE,FFFFAA,FFFFAA,DDFFAE,BCEFAB,AAACFF,AABBFF,AAABFF,AABAFF,AABAFF,EEEFCA,AABAFF,ABCEFA,FFFFAA,AABBEF,AABAFF,ABFCAD,EEEFEA,BBEABF,AAABDF,DCAAFD,AAAAFF,AABAFF,AADCFA,EEEFBA
101,BBABBF,AACBCF,EDAAFC,CDFEAE,DCAAFE,BBAEFC,CCEFDA,FFFDAA,FEDAAF,AAABFF,AAABFF,AAABEF,AAAAFD,FFEEAA,FFFFAA,FFFFAA,FFFFAA,AAADFC,AADAFF,AAABFF,BBAAFD,DDFEAE,BBAAFF,DEFFAA,FFDDAB
102,EEFECA,EDAFAF,CCFAFA,ABFFAE,FFBFDA,EEDAFC,AABEBF,EECCAF,EDBAAF,CDFABE,AAADFE,CCAAFF,FFFFAA,AACAFF,AABEBF,EEFFAB,EEEFEA,FFFDAA,FFFFAA,FFBCCB,EEEAFD,AACFAE,ABAFAF,BBEFFA,AAAAFF
103,FFFFAA,AABFFB,AAAEFB,BBACFD,EEDAAF,DEFFAA,AAAAFF,BBAAFF,FFFFAD,CCDFEA,FFAACE,FFFEAA,DCAABF,EFFFAA,BBCAAF,AAABFE,FFFFAA,AAAAFF,AABFFB,FFFFAA,AAAAFF,BCDFFA,FFFDAB,AAABFF,EFFFAA
104,FFEAAF,AAAEFD,BBAAFF,AAACFD,CCAAFD,AAAAFF,FEBFEA,AAAFFB,FFFFAA,AAABFF,AAABFF,AAABFF,DDEFCA,FFFEAA,FFFEAA,FFFFAA,BBAAFF,AABFAD,ABFABF,EEFFAA,AAAAFF,AAAFBF,FFFFAA,FFEAAD,FFFDAB
105,BBBFEA,EEFAAF,BCFAFA,AAAAFC,FFFCBA,DDFAFA,BAABFF,AAACFF,AAAAFF,AAAAFF,AAABFF,ABABFB,FFFFAA,FEAFAA,AAAEFF,DCAFDE,FFFAAB,DEEFAA,FFFAAB,FEAAFB,DEFFAA,AAACDF,FFFDAB,EDAFAF,AABDFF
106,AAAAFF,AABCFF,FFEFAB,CDFEAC,AAFAFC,FFFFAA,FFFEAA,AAAAFF,AAABFF,AAABFF,FFFFAA,FFFFAA,DDCDFA,EEAAAF,AAAAFF,CCDFFA,FFFFAA,FFFFAA,DCBAAF,AAABFF,AABBFE,DDFEAC,AACDEF,AABBFF,EEEFBA
107,AADFFB,ABFFDA,DEFFCA,CCAAEF,FFFFAA,FFEEAB,AAAAFF,AAACFF,EEFFAA,BBAAFF,EEFAAE,FFFEAA,FFFEAA,FFFEAB,BBAAFF,AAAAFF,AAABFF,FFFFAA,FFFEAA,AAAAFF,AAABFF,BBCFFA,FFFFAA,AAABFF,EFFFAA
108,AAABFF,CCFFCA,FFFEAA,FFEFAA,FFFFAA,FFFEAA,EDEAAF,AAAAFF,AAABFF,AAABFE,EEFFAA,FFFEAA,BBAAFF,EDAADF,AAABFF,AABAEF,AABFFC,FFFEAA,FFEFAA,FFFFAA,AAAAFE,AAAEBF,AAAAFF,AAADFF,FFFEAA
109,AAAAFF,AAABEF,BBDADF,ABFFAE,BBABFE,FFFFAA,FFFEAA,FFFDAA,AAABFF,AAABFF,AAACFF,FFFFAB,ABAAEF,FFEDAA,AAAFEF,FFFFAA,FFFFAA,FFFFAA,AAAAFF,AAABFF,AAABFF,FFFEAA,EEEFCA,FFEFAB,FFDFAA
110,FFFFAA,FFDABB,EEFAFD,BAABFE,CBAFFC,AAEDAF,DDFAFD,BBEBAF,AAAAFF,AADFEC,FFFAFA,EEFFAA,FFFDAA,FEACFD,AAAFFD,EEFFAC,FFCAED,BBABFF,EDAAFF,FFFAAC,EEFACC,FFFAAE,FFCAAC,DDCFFA,AABAFF
111,EEFFBA,FFFBAB,FFEFAC,BBAEEF,BAAFFD,AACAFF,ABFAEF,AADDFA,AABDEF,CBAAFF,AAFFDC,AAAFFC,BBFFFA,AAACEF,BCFFEA,FFFAAC,FEDAFA,EECFAA,FFFBAA,EEDEFA,DDFAFC,DEFAAE,DEFAEA,ABAFAF,BBABFF
112,AAAAFF,AAAFBF,AAFAEE,FFEFAB,FFFDBA,AAAFFC,DCAAFE,BBADCF,BBAEDF,ABAFBC,FEEFDA,EEFFAA,AAEACF,AABAFF,FFFFAA,EEFFAA,FFFBCA,FFFFAA,FFFEAD,CCBFAF,AAAFAE,AABFAF,FEAFAB,ABFAED,BCFCFA
113,AABFFE,AABFFC,AABBFE,FFFEAA,AAABFF,FFFFAA,FEEAAF,DEEFDA,AAACFF,EDDABF,AAAAFF,AAAAFF,DDDFCA,FFEFAA,FFFFAA,AAABFF,EEFFBA,AAAAFF,EEFFAA,AAABFF,BCDFFA,FFFAAD,AAABFF,FFFEAB,EFFFAA
114,AAEAFE,DDFDBA,FFFDAB,FFEAAC,FFFAFB,AABFAF,AAAAFD,BBAFFB,FFFBAA,DDCFFA,FFFFAA,CCAACF,AAAAEF,FFFEAA,FFFEAA,AAFFEC,FFFEAA,FFFDAB,AAAEDF,FFFFAB,AAABFE,BBAAFF,AACAFF,AACFCF,BCFFAA
115,FFFBEA,FFEFAC,AAEFAF,AAAFAF,BBAFFC,FFFBCA,ABFFAE,ABCCAF,AACBDF,AABAFF,AAACFF,AABAFF,FEAFFA,AABDCF,AAEAFB,FFEFAB,EEEFAB,FFABFA,EEFEAA,EDAAFE,ABEFAE,CDFEBA,EEACFA,FFAFAD,AABAFF
116,DEFFAD,DCAAFF,CBAFAF,EECFBA,FFEBFA,BBEAFE,EEDFAA,FFFFAA,BBBADF,AAAAFF,CCDFEA,FFFEAA,FEDAAF,AABCFF,AAAAFF,AABAFF,AABAFF,CDFABD,FFEFAA,FEAAFB,CCBAFC,BAADDF,FECAAF,FFEFAB,FFFFAA
117,AAADFF,FFEAFC,EEFFCA,FFFEAA,FFDFAA,FFEAFC,AAABFF,AAAAFF,AAABFF,BBEAFD,BCFAFB,FFCAAE,AAACFC,FFEFAA,AAADFE,FFFFAA,EEFFAA,FFFEAA,FFEFAA,FFCFAB,AAAFEE,EDAAFD,AAACEF,BBBAEF,AAAAFE
118,CDFFEA,AAADFE,FFFFAB,AABFFD,FFFFAA,AAAAFF,AADEFD,FFEFAA,FFFAAE,AACDDF,AAABFE,AABAFF,AAABFC,FFFFAA,FFFFAA,AAACFE,FFFEAB,AAAAFF,AABCFF,FFFFAA,CBAAFF,ABCEFA,CCAAFF,BCCFFA,FEAABE
119,AAABFF,CCBAFE,CBAFFB,AAAFFD,FFFCAA,BCEAFC,FFFFAB,FFFEAA,BBAADF,AABAFF,AAAEEF,FEACFA,ABBAEF,FFFEAB,BBAFFC,FFFCBA,FFFFAA,FFFEAA,BBBABF,AABBFF,AABBFF,AABBFF,AAAFAF,DDCFFA,EFFDAA
120,FFFFAA,DCADFA,DCAFFB,FEABFB,CBCAAF,AAAAFF,AACBFF,BBAAFF,AAAFFC,EEEFAA,FFEEAA,FFEFAA,BBAAEF,AAAAFF,EEFFAA,FFFFAA,FFDEBA,BBBADF,AABBFE,CCBFAF,AACAFF,FFFFAA,FFEFAB,CCBAFA,AABADF
121,FEAFAB,FFFEAA,AAABFF,DEFFAA,EEFFAA,AAAFFD,EEBFEA,AAAAFD,FFEFAA,AAABFF,AAABFF,AAAAFF,FFFFAA,FFFEAA,FFFEAA,AAAAFF,FFFFAB,AACECF,BBAFFA,FFFFAB,AACFDB,BBAAFB,FFFBCA,FEAACF,DEFFAC
122,EEFFAA,FFEFAB,ABFEAE,AACEEF,AAFDFC,AAAFEF,AACAFE,FFFFAA,FFDEDA,FFFFAA,FEBABE,AAAAFF,AAAAFF,FFFFAA,FFFEAA,AAACFF,AAAAFF,AABAFF,DDAFAD,FECFAE,FFFFAA,EFFFAA,FFEFAB,CDFEAF,AABAFF
123,AABAFE,FFCFAA,DDFAFB,AADAFF,AABBFF,ABFAFB,FFFBCA,FFEFAA,FFFBAC,AAABFF,AAACFF,AABAFF,AAAAFF,FFEEAA,FFFCCA,FFEFBA,FFFFAA,BBAAEF,AAACFF,AAADEF,DDFAEA,FFDDAA,FFCFAB,AADFFA,AAABFE
124,FFEFAA,FFDFAD,CCEAFA,BAAFFE,AACFDD,AAEBFE,FFFABD,AADDFE,AABAFF,AAAAFE,AAFADF,FFFFBA,FFFAAD,DEFFAA,FFFDAB,FFFFAA,FFFFAA,AAACDF,BBAAFF,FFFAEA,DDFDAF,FFFFAC,EEFAFA,EEFFBA,CCAAFF
125,ABBADF,ABCBAF,FFFADD,FFFDAC,FFFEAC,FFFFAA,FFFEAA,AAAAFF,AAABFF,AAAAFF,AABAFF,FFFFAA,FFFEAA,FFEEAA,FFEDAA,AAAAFF,AABAEF,AACAEF,AABFFB,AAADEF,FEAAFD,CCFFAB,AAEFAF,BBABCF,FFFEAA
126,AAABEF,BCFEFA,FFEFAB,FFEAFC,FFFBAB,FFFFAA,FFFFAA,BBAAFF,AABAEF,AABAFF,AABAFF,AAACEF,EEFFAA,FFEEAA,FFCAAE,AABDFE,EEFAAF,AAADFE,AAAAFF,EEDAAF,CDDFAA,EEBFAC,AAEFEE,CDEFAF,FFFEBA
127,AAACFF,EDAFAE,ABFFEA,FFDFAB,AAFAFB,FFEEAA,FFEFAA,DCAACF,AAAAFF,AABAFF,AABAFF,AAEACF,BCCFFA,FFEBAA,CCFAFA,FFFFAA,FFFFAA,BBAAEF,AAAAFF,AABAFF,AAFACF,FFBDAB,FFFAAB,EEFFAB,FFABEB
128,EEFFAA,FFFCAB,CCAAFD,AAAFFC,DDAAFD,CCDAFF,BBBBAF,EDBABF,BBBBFA,DDFFAB,AABBFF,BCFEFA,AABAFF,AAACFD,AAAFFB,FFFEAA,DEFFAB,CDEFBA,DDEAAF,DDBAAF,FFBAFA,CCEAFB,AABAFF,EEDFAA,BBAAFF
129,AAABFE,FFFFAA,FFFEAA,EECCAF,AAAAFF,AABAFF,AADEFD,FFFEAA,DDBAAF,AAABFF,AAABFF,AAAAFF,EEFFAA,FFFEAA,FFFEAA,FFFFAA,BBAAEF,AAABFF,AAAEFE,FFFBBA,FFFFAA,FFEFAA,AAEACF,AABAEF,AAACFF
130,AAAAFF,BBAAFF,BBBAFF,BBEAFE,AAACFC,EEFAEA,FFFEAA,FFFDAA,AAAAFF,AAABFF,AAACFF,FFFFAB,AAAAEF,FFECAB,AAAFEF,FFEEAA,FFFFAA,FFFFAA,AAAAFF,AAAAFF,AAAFFE,FFFBAB,FFCBFA,EEDFFA,FFDADA
131,AABAFE,FFEFAA,FFFEAA,FFCFAB,FFEAFB,AAAAFF,ABDAFF,AAAEFF,AAACCF,AABAFE,EEDFEA,FFEBAC,AABAFF,FFFDAA,CBAAFF,CCCFAA,FFFEBA,FFFEAA,FFFFAA,FFDFCA,BCFCAD,BBAAFF,AAACFF,AABAFF,AAADFF
132,AACAFF,AADAFE,CCAFBB,BBAFFD,BBBAFB,FFAFAA,FFEFAA,EEFAAE,AAAAFF,AAAAFF,AAACEF,ABEFAF,EEFFAA,FFFDAA,FFFBDA,FFEFAA,ABAFAF,AAABFF,AAAAFF,AACAFF,FFFFAA,AACCAF,CCAAEF,FFEAAD,FFFFBA
133,FFFFAC,DEFFAA,AAAAFF,FFFCAA,AAABFF,DCAAFE,FFFEAD,AAAAFF,FFEEAC,DCAACF,FFFFAA,FEAABF,EEEAAF,FFFAAE,EEFFAB,AAAAFF,FFFEAB,ABAAFF,FFFEAA,AAAAFF,FFFFAA,AAAAFF,FFFFAA,AAAAFF,BBAAFF
134,AAAAFF,AADFDE,FFFFAA,FFFEAA,FFFEAA,FFFFAA,BBAAEF,AAAAFF,AAAAFF,AADAFE,FFFEAA,FFFEAA,BBBAFF,CCBAAF,AAABFF,AABAFF,EEFECA,FFFFAA,FFFEAA,FFFEAB,AABAFF,AAAAFF,AABAFF,AABAFF,EEFFDA
135,AABFFE,FEFFAA,FFFFAA,FFDFAA,FFFFAA,BBAFCD,FFFADB,AAAAEF,AAAAFF,AAAFDF,EEFFBA,EDAACF,BBCFFA,FFFDAA,AABBFF,EEFFAA,FFDFAA,EEEFFA,EEFFAA,FEAFBA,DCAEAF,AAABFF,AACBFF,AABCEF,FFEAFA
136,AACBFE,BBAAFE,AAFFDC,FEAFBD,DDCDAF,FEAFCA,EEFFAA,FFFEAA,FEDAAF,AAAAFF,AAABFF,AAABFF,AABAFF,FFFDAA,FFEECA,FFFEAA,FFEFAA,DDAADF,BBAAAF,CBABEF,CCFBAF,DDAFAE,AACAFD,DDBFBA,DEFEAE
137,AAAAFF,AAABEF,BBAAFF,FFEBAB,BCFFCA,FFEFAA,DEDFDA,FFFEAA,FFFFAA,AAABFF,AAABFF,AAABFF,AAAAFE,FFFEAA,FFFEAA,FFFFAA,FFFAAD,AAABFF,AAABFF,AABAFF,FFAAFB,FEBAFA,ABFABF,FFFDAA,FFFFAA
138,AAAAFF,AABDAF,FEAFAE,FFEFAA,FEFAFC,FFDFCA,FFFDAA,FFBCAE,AAABFF,AAACFF,AAAEFE,DCAFFA,AAAAFF,FFCBAB,CCAAFF,FFDEAA,FFFEAA,FFFEAA,AAABDF,AAAAFF,AAAAFF,ABEAFF,CCFAAF,EECFDA,FFDFAA
139,AAAAFF,AAAFFD,AAADFE,FFEFAB,AABFFD,FFFEAC,FFFFAA,AABAFF,AAABFF,BBACFA,DCAAEF,AAAAFF,FFFEAA,EEDACF,AAABFF,ABCEFA,FFFAAD,DCBFFA,CCAAEF,DEEFBA,DCAAEF,AAABFD,DCAAEF,DDEFCA,AADFAE
140,CDFFBA,DCBAFF,AACFEE,AADFEB,AAAFFC,AAACFC,BCFAFA,FFFEBA,FFFFAA,FFFFAB,AAABFF,AAABFF,AAAAFF,FFFEAA,FFFEAA,FFFFAA,FFFAAD,AAAAFF,AAABFF,AAACFE,FFEFAA,FFFBAB,FFFEAA,FFFFAA,BBABFF
141,EDEBAF,FEAFFA,FFEFAC,AABEFD,FFFDAA,AAABFE,FFFFAA,AAAAFF,FECAFE,FFEFAD,AAAAFD,CCAAEF,FFFFAA,ABBFFB,AACCAF,AABFFB,DDADFA,AAAAFF,FFFEAB,CBAAEF,DDFFBA,FFDACC,AAAAFF,ABAFFA,EEFFAA
142,DDAFCA,FFCFAB,FEAFAF,CCFAFE,EEFAFA,CCEAFF,CCFAED,BBCAFF,AAABFF,AAABFF,AAAAFF,BBABFB,FFFDAA,BBBAFF,AABAFF,EDEAFE,FFFBBA,EEFFAA,FFEFAB,FEDCFA,FFFACD,AABFAF,BBFAFA,FEAFAC,AAABFF
143,BBBBAF,AAACFF,AAAFDF,BCFAFB,EEFAFA,EEFFAA,FFFDAB,FFDEAA,FFFFAA,AAABFF,AAABFF,AABAFF,AAAAFF,FFFEAA,FFFEAA,FFFFAA,FFFFAA,AAAAFF,AAACFE,AABAFF,AAAFFE,EEFAAE,EEFFAC,EEFFAA,FFFDBA
144,EEFFBA,DDAFAE,ABFEFA,FEAAEE,BAAFFE,EEDBAF,AADAFF,FFEBAB,AACBAF,AAAAFF,FFFAAE,BBAAEF,DCAFFD,AAACFE,AAAFFE,FFEFAA,FFFEBA,FFDFAA,FFFFAA,FFFCAA,DEFDCA,CDDFEA,EEBFAC,CDFBFA,AAAAFF
145,FFEFAA,FFDABE,BBACFD,AAEFCD,DDCAFF,EEFAAD,FFEAFB,FFFCAB,CBACFE,AABBFF,AAABFF,DEFAFC,BCFAEE,AAAAFF,AAAFFC,FFDFAA,FFFADB,FFFEAA,FFDDEA,EEDFAD,ABDAFF,EEAFAE,FFAFAB,CDFAFA,BBAAFF
146,AAAFFF,FFFEAA,FFFFAA,FFFBAA,EEFFAA,AABAFF,BBBAFF,AABBDF,AABDEF,AABAFF,FFAAEB,FFDAAC,CBACFB,FFEFAA,AAACFF,AAABFE,FFFDBA,FFFDAA,FFDEDA,FFFFAA,CCBFFA,FFFFAD,AABAFF,AABFAF,BBAAFF
147,AAADDF,BBDFAA,FFFFAA,AABCFE,FFFFAA,AAABFF,FFFCAA,FFEBBA,AAABFF,FFDFAA,FFFFAA,AAAAFF,EFFFAA,FFEAAE,AAABFF,DEFFAA,FFEBEA,AAABEF,DDEEFA,CCEFFA,FFFEAB,AAABFF,FFFFAB,AAAFEF,FEEAFA
148,AAACFF,FFFFAC,FFEFAA,EEEEFA,CCAAEF,AACFFC,FFFEAA,BBAAFF,AAAAFF,FFFEAA,FFFEAA,FFFAAD,CCCFEA,EEDAAF,AAABFF,AACFFB,FFFFAA,DDCFEA,AAABFF,AAAAFF,EEEFBA,CCAAFF,AABAFF,FFFFAB,AABFFB
149,FFAFAB,FFBAFA,AAACFF,BAACFF,AABEEF,ABBAFF,FFEFBA,FFFEAA,FFFDAB,AAABFF,AAACFF,AAADEF,BBBFFA,FFFDAA,FFFCAA,FFEFAA,FFEDAA,AAAAFF,AABAFF,AAACFD,FFCFAB,FFCFAB,EEFDAA,BBAAFF,AAAAFF
150,FFAEAC,AAABFE,AAAAFE,DDFFAA,EEFFAC,FFFFAA,AACFCE,EEFBEA,EEFFAA,FFFFAA,AAAAFF,AAABFF,AAAAFF,FFFEAA,FFFEAA,EEDAAF,AAAAFF,CCAACF,EEDAAF,DEFFAB,EDAAFF,FFFFAC,CBAAFF,FFFDAB,FFCBAD
151,AAAAFF,AABBFE,FFFFAA,FFFEAA,FFFFAA,FFEFAA,BBACBF,AAAAFF,AAABFF,AAACFD,FFFEAA,FFFFAA,BBAAFF,DCAABF,AAAAFF,AABBEF,EEFBFA,FFFFAA,FFFFAA,FFFEAA,AAAAFE,AAAAFF,AAABFF,AABAFF,EEEFBA
152,AABEFD,BBAAFF,FFFFAA,AAABFF,FFFEAA,FFFEAA,AAAAFF,AADFFB,FFFDAA,BBAAFF,AAABFF,AABAFF,BBBFFA,EEFFAA,BBADFE,CCDBAF,ABDFFA,FEBAAF,FFFFAA,AAABFF,FFFBAC,AAABFF,FFFFAA,AAAAFF,FFBAAD
153,EEFFBA,AAEFFB,BBAAFF,FFFFAA,FFFCAD,AAABFF,FFFFAA,FFDAAD,AAABFF,FFFAAD,AABAFF,CDFFEA,FFFEAA,FFEFAC,AABEFD,BBAFAF,AAAAFF,BCDFFA,FFFFAA,BBAAFF,AAACFF,FFFFAA,AAABFF,FFFFAA,BBBFFA
154,EEFFAA,FFDCAB,DDFFAA,AAAFFD,FFCFAC,AACAFC,FFFAEB,DDFBFA,AAABFF,BBDADF,AAAAFF,AAADAF,DEFFBA,FFFEAB,AADEFE,AAACFF,EEDFAB,FFEFAA,EEFACA,FFFDAA,AAACFF,AABDBF,EEFAFA,EEBFAA,CBBAEF
155,AAAAFF,AAECFC,FFFFAA,FFFEAA,FFFEAA,FFFFAA,BBBBAF,AAAAFF,AAACFF,AAAEFE,FFEFAA,FFEFAA,DCAAFE,CBAAFF,AAAAFF,AAAAFF,FFEDFA,FFEFAA,FFFFAA,FFFEAA,AAACFF,AAACEF,AABBFF,AABBEF,EEFFAA
156,CCFFDA,FFEAFB,EEAFCA,EDAAFE,CDFFCA,AABBBF,ABECAF,ABBBBF,AACAFF,AACAFF,FFFCAC,FFFDAB,EEFFAA,AAABFE,CDFFAC,ABFFAE,FFEDCA,FFFFAB,FFBFAD,DDAEFA,AAFAFD,EDFACF,ABFADF,CDFAFD,EEFAAD
157,CCAAFF,CCBAFE,CBAAFD,ABCAFF,ABDCFA,BCFAFC,FFEAFA,FFFAAB,FFEDAA,BCFAAF,DDFAFE,AACAFF,AABAFF,BCFFAB,FFFFAA,FFFDBA,FFFEAA,FFBEAE,AADABF,AAAAFF,EDCFFA,FFBDCA,FFFAFB,DEFAEA,DCAAFE
158,DEFAFA,DCAAFD,FFCEFA,FFAAFD,FEEFAD,FFDFAA,AAAFFC,BBAAFF,AAADFF,AAAFFE,EDAAFC,FFFCAA,FFFAAC,AAACFF,EEFFAC,FFDCAB,FFFFAA,FFFFAA,FFFBAB,FFFBAD,ABEFAE,CBAEFD,AACAFD,EEFAFA,FEAAFE
159,BBACBF,BBBAFF,FFFCCA,FFFEAA,FFDFAA,EDAFAF,BBAFAF,BAACFF,AAABFF,DDFAFB,AACCFE,FFAABD,AAAAFF,FFFEAA,FFFAAC,CCBFFA,FFFFAA,FFDFAA,EEFFCA,EEFAEA,AAADFE,CCAAFF,AAAAFF,AABAFF,AAFBFD
160,CBAAFF,AAACFE,CDFEAE,AAEFFC,BBAAFF,EEEFEA,DEFFBA,FFFFAA,FFFFAA,AAAAFF,AAABFF,AAABFF,CCDFFA,FFFEAA,FFFFAA,FFFFAA,AAABFF,AAAAFF,BBEABF,AAAAFF,EEFAAD,EEFFAC,FEAAFA,EEEFCA,FFEEBA
161,DDEFFA,FFEACB,BCFFAD,CDFAFB,AAEFFC,AADCCF,DCACFD,CBABFF,AABBFF,AAAEFE,DDEAAF,AAAFFB,FFFFAA,ABDACF,AAAAFF,BBBFAF,CBAAFC,FFFEAA,FFFFAA,EEEFCA,CCAEFA,EEFAAF,AADBDF,AABEBF,AAABFF
162,BBAEEF,CDFFCA,CDFFBA,FEDAAF,ABCFFA,CBAAFF,DDCADF,EEBEAF,AAABFF,BBBAFF,AAAAFF,FFFFAA,FFFEAA,AAABFF,BBAFAC,AAAAFE,AAABFF,AAAAFF,FFEAAE,CCDFFA,AAAAFF,FFFFAA,AAABFF,EEFFAB,DEFAAC
