,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
74,ACDDD,EDCBA,BEDBA,BACEE,DCDDA,ACDDD,DCAAE,BBBCE,DDBAD,EDBAB,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EBABD,ABCDE,ABCDE,CABDE,ACDDE,EECAA,EDBAC,EECAA,EDBAC,CABDE,ADEDB,ABDED
75,ABCDE,ABCDE,EDCBA,EDCBA,EDCAA,EDCBA,EDBBB,EDBAD,ABCDE,ABCDE,ABCDE,ABDED,EECAA,EDCBA,EDCBA,CBBCE,ECBBB,ABCDE,ABCDE,AACED,EECBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDDCA,EDCBA
76,ABCDE,CBBCE,DAACE,EDCBA,AABDE,AEECA,EDCBA,CBBCE,ABDEE,EBABE,ABCDE,EDCBA,EDCBA,EDBAB,ABCDE,DEDBA,EDCBA,AABDE,ABCDE,ABCDE,DEDBA,EDCBA,ACDDD,ABCDE,EDBAD,DEDCA,BABDE,ABCEE,AACDE,ECBAC,DDBAD,EDCBA
77,ABCDE,ABCDE,CBABE,EDCBA,ECCBA,DEDBA,EDBAA,EDCBA,EDBAA,AACEE,DBACE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCAA,EDCBA,BBBCE,EBBCC,EDCBA,AACDE,ABDED,CACEC,ABDED,ABDEC,ABDEC,AADED,EDCBA
78,DEDBA,DABCE,AADED,EDCBA,AEDBC,DCDDA,EBBBC,CDDCA,DCABE,AACDE,ABCDE,ABCEE,ABCDE,AACDE,DDDCA,EDCBA,ECCBA,CAACE,ABDED,BCBBE,DEDBA,DEDBA,CEDBA,EAACD,EBABE,ABDEC,ABCDE,ECBBA,CDBAE,ECCCA,BABDE,ABCDE
79,DCDDA,EDBAB,CBDEA,CBDEB,EDCBA,CBBCE,EECAA,ADDCC,DAACE,DEDBA,ECBAB,ACDDC,EDBBA,EDCAA,BCBBE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDBBA,ABCDE,BABDE,ABCDE,ECBBB,AEDCB,AACEE,ACDDD,ABCDE,ACEDB,DECAA
80,ABCDE,ABDED,BABDE,EDDBA,EDCBA,ABCDE,BEECA,EDCBA,EDCBA,ABCDE,EDDBA,ECBBB,ACDDE,DECAA,ABCDE,ABDEE,ABDED,BDECA,EDCBA,EDDBA,EDCBA,BABDE,ABDED,EDCBA,ABCDE,ABCDE,CDEDA,EBABE,ABCDE,EDCBA,CDDCA,DDDCA
81,ADDDC,CDDCA,EDCBA,CEDBA,ABCDE,BABDE,DDBAD,ADDCD,DBACE,EEDBA,EBBCC,ABDEE,EDBAB,EDCBA,DBABE,ABCDE,AEECA,EDCBA,ECBBB,EDCBA,EDCBA,ECBAC,AACDE,EBABE,ABCDE,ECAAE,CDDCA,ABCDE,EBABD,DCABE,ABDED,ECBBA
82,DEDAA,CCBBE,EBBCB,EBABE,ECBAC,EDCBA,DDBAD,EDCBA,AACED,EDCAA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DEDCA,EDCBA,EDBAA,ABCDE,ABCEE,DECAA,CBBCE,ABCDE,EBABD,BDEDA,BADEC,EDBAB,DEDBA,ABDEB,ABDDE,CDBAD,EABDC
83,DDDCA,EDCBA,EDCBA,DDBAD,ACDDE,ABCDE,BBBCE,ADEDB,ACDCE,DDDCA,EBACE,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ACCCE,ACCCE,EDDBA,EEBAB,DEDBA,ECBBC,BBBCE,AABDE,ABDED
84,DBABE,ABDEC,BABDE,ABBCE,BEDBA,DBABE,EDCBA,ABCDE,DECAA,EDCBA,ABCDE,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,AACEE,BDECA,ABCDE,BACED,EECAB,BCDEA,ECCCA,EDBAB,ACEEB,ADCBE
85,EECBA,EDCAA,ABBCE,BABDE,AACED,ABDED,ABCDE,ABDEE,CABCE,ABDEB,CBDEA,EEDBA,EDCBA,BABDE,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABDEE,DECAA,EDCBA,EDCBA,BEDBB,DDDCA,ECBBC,EECAA,DDDCA,CABDE,ABCDE
86,CDDCA,BCDEB,DEDBA,EDDBA,BEDBB,ABCEE,ACCBE,EDCBA,AACDE,EDCBA,EDCBA,ABDDE,EDCBA,EECBA,BABDE,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABDED,BABDE,BDECA,ABCDE,BABDE,ECBAD,EDBAC,DAACE,ACDDD
87,ABCDE,ABCEE,EDDBA,EDCBA,EDCAA,EDCBA,EDBBA,ECBBB,ABCDE,ABCDE,ABCDE,ABCEE,EDCBA,EDCBA,EDCBA,CBBBE,ECBBB,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA
88,EDCBA,EBBBC,ADCBE,EDDBA,ADEDB,DCBAE,BBDEB,EECAA,ABCEE,EDCCA,CABED,ABCDE,ABCDE,ABCDE,ACDDE,EDCBA,BABEE,ACDDD,ABCDE,ECDCA,DABDD,DECAB,BBDEA,DDDCA,CBDEA,EDCBA,DECAB,ECBBB,BECAD,CDBAE,ABDEE,ABCDE
89,ACDDE,EECAA,BEDCA,EBCDB,DDBAD,ECCCA,CBBCE,ACEDB,DCBAE,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABDDE,ABDED,EDCBA,EDDBA,EECAA,ECCBA,EDCBA,ABCDE,ABDEE,ABCEE,ABDEC,EECAA,ACCBE,BBBCE,BEECA,EDBAC,ADCBE,CBDEB
90,ABCDE,BABDE,EDCBA,ABCDE,EDCBA,EDCBA,ECABD,ABCDE,EDCBA,EDCBA,ABCDE,ABDDE,EDCAA,ABCDE,ABCDE,ABCEE,EDBBA,EDCBA,DDDCA,ABCEE,EDCBA,DBABE,ABDDE,EDCBA,DAACE,ABCDE,ABDDE,EDCBA,ABCDE,ABCDE,EDDBA,DDDBA
91,BBBCE,ABDEE,ABCEE,BBBCE,EDBAA,ADECB,DBABE,EDCAA,ADECA,EBBDB,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,BABDE,ACEEB,ABDED,BEDBC,CDDCA,DEDBA,EDCBA,EDCBA
92,CBBCE,ADDDC,ACDDC,AEDCB,ECDCA,EBBCC,CEDBA,EDCBA,CEDCA,EDCBA,EECBA,ABCDE,ABDDD,ABDED,CABCE,ABDEC,ABCDE,ABCDE,BACED,EDCBA,DEDBA,EDDBA,EDCBA,EECAA,DCABE,EEBAB,ABDED,CDBAE,CBDDA,EABDD,EABDC,EABCD
93,BABDE,DECAB,ECABE,DBABE,EABDC,ECBBA,ABBCE,BCEEA,ADECB,CEDBA,EDBBB,EDCCA,ABCDE,ABCDE,ABCDE,ABDEC,EDCBA,EDCBA,EDCBA,ECBAC,ABBDE,ABCDE,ABDEC,ADCBE,CDDDA,EBABD,CECAC,ABCDE,ABCDE,DABDE,BABDE,EDCBA
94,ABCDE,BACED,EDCBA,EDCBA,EECAA,EECBA,EDBBB,DAACE,ABBCE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,EDCBA,EDCBA,ACDDD,EDCBA,EDCBA,EDCBA,EDCBA,CBBCE,ABDEE,ABDED,EDBAC,AACDE,ABCDE,ACEDB,EDDBA,EDCBA
95,ABCDE,ABDEC,EDCBA,EDCBA,EDBAB,ABBCE,ABCDE,EDDCA,EDCBA,ECBBB,ABCDE,ABCDE,AACDE,ACDEB,EDCBA,ABBDE,BEDCA,ABBDE,ABDDE,EDBAB,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,EDCBA,EDCBA,BBBCE,ABCDE,ABCDE,ABDED,EDCBA
96,ABDED,EDCBA,EDCBA,EDCAA,DBABE,BEECA,BDEDA,CBBBE,EBACD,AABDE,AABDE,ABCDE,ABDED,DDDCA,ABCDE,BCEDA,EDCBA,BABDE,DEDBA,DABDC,EBCCA,EDDBA,EDCBA,EECAA,EDCBA,EABDD,ACDCE,ABCDE,ABCDE,ABCDE,AACED,ACEDB
97,ABCDE,EDBAB,ABCDE,EDCBA,EDCBA,ABCDE,EDDBA,EDCBA,ECABD,ABCDE,CDECA,EDCBA,EDBAB,BABDE,CABCE,ABCDE,ABCDE,DEDBA,EEDBA,EDCBA,EDDBA,EDBAB,ABCDE,EDDBA,EDBAA,ABCDE,ABDEE,EDCBA,ABCDE,CEDCA,CABCE,EECBA
98,EDCBA,CBBCE,EDBAB,ABCDE,EDCBA,BBBDE,EDCBA,ABCDE,EDCBA,DCDDA,DBCDA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,BABDE,BEECA,ABDED,ABCDE,EDCBA,ABCDE,EBBCC,ABCEE,EDCBA,BABDE,DABCE,ABCDE
99,ABCDE,DDDCA,EDCBA,EDCBA,EDBAB,BBBBE,AABDE,ACEDB,EDCBA,EBABD,ABCDE,ABCDE,ABDDE,AACEE,BDBBE,EEDBA,EDCBA,ECCCA,ACCCE,EDDBA,EDCBA,ABBDE,ABCDE,AACEE,ADECB,DEDBA,EDBBA,BCBBE,BACEE,ABCDE,ACDED,EDCBA
100,BBDEB,EDCBA,EDCAA,EDCBA,EDBAD,ADEDA,ABBDE,ABBDE,ABCDE,ABCDE,ABCDE,AACEE,DECAA,EDDBA,AACEE,ABDEE,EDCBA,DCBAE,ABCEE,AACEE,AEDCC,ECBBA,ECBBB,ABCDE,ABCDE,DABDE,EBACE,ABCDE,ABCDE,CDDDA,DDDCA,EDCBA
101,BABDE,ABDEE,ACDDC,BEDBB,ECABD,CABDE,DBABE,EDBAC,EDCBA,EDCBA,ECBAC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,BBBDE,BABDE,ACDDD,ABCDE,BABDE,ACEEB,ADDDC,ACDDC,EDCBA,EDBBA,EDCBA
102,EEDBA,ECBAC,ABCDE,CEDBA,EDBAC,EBBCB,ADDDC,EDBAB,BABDE,CBBCE,ECBBC,BCDDA,ABCDE,DDDCA,ABCDE,DEDBA,ABDEE,ABBDE,BACEC,EDBAB,EDDBA,DDDBA,EECAA,ECBBB,BDEDA,DCAAE,EBACD,ABCDE,ECDDA,DDDCA,ABCDE,ABCEE
103,EDDBA,ABCDE,EDBAB,DEDBA,ACDEC,EDBAC,ABDED,ECAAD,ABDED,ABCDE,EDCBA,ABCDE,EDCBA,ACDEC,EDCBA,EBACD,ADEDA,EDBAB,ABCDE,ABDED,EDCBA,DBABE,ABCDE,EDCBA,EDCAA,ABCDE,ABCDE,EDCBA,CABDE,ABCDE,DEDBA,ABCDE
104,EDBAB,CBBCE,EDCBA,ABDDE,ACDEB,CBBCE,EBABD,DEDBA,EDCBA,BDEDA,EEDBA,ABCDE,ABCDE,ABCDE,ABCDE,BDEDA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,AACDE,ABCDE,EDCBA,ABCDE,EBABD,ABDED,EDCBA,DAACE,EECAA,DAACE
105,ABDEB,EDCBA,ADCCE,BCBBE,ABDEB,EDBAA,ECCBA,ECBBA,ABBCE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACEEB,EDCBA,EDBAD,DCABE,BABDE,ACDDD,EECAA,EBBBC,BBDEA,ABCDE,ACEEB,CEDCA,ABBDE,ACEEB,DABDE,ACCCE,ABDDE,ADDCD
106,AABDE,ABCDE,ABDEB,ECCCA,ECBAB,ACDCE,EDCBA,EDCBA,ECBBB,ABCDE,ABCDE,ABCDE,BEDBA,EDCBA,EDCBA,AABDE,EDBBB,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,CBDEA,ABBDE,AACDE,ABCDE,EDDBA,EDCBA
107,ACDDD,AACEE,DAACE,EDCBA,AABDE,EEDBA,EDCBA,ABBDE,ABCDE,ABDDE,CEDCA,ECAAE,ABDED,ABCDE,EDCBA,EDCBA,EDCBA,AACEE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,EDCBA,ECAAC,ABCDE,DEDBA,ABDED
108,ABCDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,AACDE,ABCDE,ABCDE,ABCDE,EDBBB,EDCBA,EDCBA,BBBDE,EDBBA,ABCDE,ABCDE,ABBDE,ABDED,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABDDE,EECBA,EDCBA
109,AACDE,ABBDE,ABCDE,ABDED,EDBAC,BABDE,EDDBA,EDCBA,EDCBA,EDBBA,ABCDE,ABCDE,ABCDE,ABCDE,EDBAC,ABBDE,EECBA,CABDE,CABDE,EDCBA,EDCBA,EDCBA,EBABE,ABCDE,ABCDE,ABCDE,EDCBA,EDBBA,EDBAB,EECAB,ECCCA,EDCBA
110,EDDBA,EDCAA,BACED,ADEDB,ABDED,CACED,AACED,ADDDC,ACDCE,CBBCE,ABCDE,AACEE,DBDDA,CEDBA,EECBA,EECAA,EDBAC,BBBCE,DDBAE,EDBAC,ECAAD,ECBBC,DDDCA,ABDDE,EBBBC,DEBAC,DEDBA,CDDCA,CDDDA,DDDCA,ABCDE,ABCDE
111,DEDBA,EDCBA,BACED,EBCDA,ACCDE,BACEE,CACEC,BDBAE,ABDEC,CDDDA,ABDDE,DDBAD,DDBAD,EDCBA,ADEDB,ADDDC,BBBCE,ABDDE,EDDBA,EBBCC,EBABE,ECBBB,DEDBA,EECAA,DDDCA,CCBBE,ECCCA,ACBBE,CEDBB,ADCBD,BABDE,ABCDE
112,ABBDE,BBBDE,ADCCE,BDEDA,EDBAC,EECAA,BBBCE,ECCCA,ABCCE,ABCDE,BACED,CABCE,AACED,EECBA,EDCAA,ADDCD,ABDEE,ADECB,EDBBA,EDCBA,EDBAA,EDCBA,EDCBA,CACED,BCBBE,ACDEB,ABCDE,ABDEC,ECCCA,EBBCC,ADDCD,ABCDE
113,ABDED,BABDE,CBBCE,ADEDA,EDCBA,ABCDE,EDCBA,EDCBA,ABCDE,EDDBA,AACDE,EDCBA,ABCDE,ABCDE,ABCEE,BCEDA,EDCBA,EDCAA,EDBAA,ABCDE,DDDCA,CABCE,ABDDE,EDCBA,ABCDE,ABDEC,EDCBA,ABCDE,ABDED,EDBAB,DEDBA,ABDED
114,ACCCE,ABDEC,CACEC,DCDDA,EABCC,EDBAD,AACDE,ABDDD,BEDBB,AEECA,EDBAA,ACDDE,EDCBA,EDDBA,ABBDE,ABCDE,ACEDC,EDCBA,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,BACED,EDBAB,AACDE,ACDDE,ABCDE,ACDDD,BCBBE,ADEDB,EDCBA
115,EDBAB,EDCAA,ACCCE,CACEC,ACBCE,AACED,ADEDC,EDBAB,DBCDA,BBBCE,ACDDE,ABCDE,AACEE,AACEE,AACDE,EABDC,CABDE,ACCCE,CECAC,EDBAC,DDDCA,EECAB,EDBAB,ECABC,ABDDD,ADEDA,EBCDB,DCDDA,DECAB,BDBBE,ABCDE,ABDEE
116,DEDBA,EDBAA,ABDEC,DACEC,DEDBA,EDBAB,ACDEC,EDCAA,EDCBA,EDCBA,BBBCE,ABCDE,ABCDE,EDCBA,EDCBA,ECBAC,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DCDDA,ACEEB,ECAAD,BBDEB,CBBBE,ACCDE,CEDBA,ABBDE,EEBAB,EDCBA,ECBBB
117,AACEE,EDCBA,EDBAC,EDCBA,EDBBA,EDCBA,ECBBA,BABDE,ABCDE,ABCDE,ABCDE,ABDEB,EBABD,AEDBD,CBBCE,ABCDE,EDCBA,CBBCE,ABCDE,EDBAB,DDDBA,EDCBA,EDCBA,ECBBA,EECAB,ABDED,DECAB,BBBCE,AACDE,AABDE,ABCDE,EECBA
118,ADECA,ABCDE,EDCBA,CABCE,ADEDB,EDCBA,CABCE,ABCDE,EDDBA,EDCBA,EDBAB,ABDDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDBBA,ACDDD,EDCBA,ABCDE,ABCDE,ABDEE,EDCBA,CABDE,ABCDE,EDCBA,ABCDE,CDDCA,EBABC,EECBA
119,AACDE,ADDDC,EDCCA,EDCAA,ACDDC,EECAA,ACDDC,EDCBA,ECCCA,EDCBA,BABDE,ABCDE,ABCDE,BABDE,BDEDA,ABBDE,BEECA,ADDDC,EDBAD,EDCBA,EDCBA,EDCBA,EDBAA,AACDE,ABCDE,ABCDE,EABCD,ABCDE,CABDE,CDDCA,DEDBA,EECBA
120,EDCBA,ECBAC,EABDB,EECBA,ACEEB,CCABE,BBBCE,ABCDE,ABBDE,ABCEE,ABCEE,ECBBB,EDDBA,EDCBA,EDCBA,BABDE,ABCDE,ABCEE,EDCBA,EDCBA,ECBBA,EBABD,ABCDE,ADDCD,BCBBE,ABCDE,CDEDA,AADED,EBACD,BCDEA,ABCDE,ABCDE
121,EBCDA,BEECA,BABDE,ABCDE,EDBBA,DEDBA,ABCDE,EDCBA,EDCBA,ABDEC,EDCBA,AABDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,ABCDE,EEDBA,ABCEE,ABCEE,EECBA,EDBAB,ACDEC,ACCDE,EDCBA,DEDBA,AABDE,DEDBA,DEBAD
122,DDDCA,EDCBA,BBBCE,CACEC,ABCCE,ADDCC,ABCCE,BCBBE,AEECB,EECBA,ECBBA,EDCBA,EDCBA,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,DEDAA,ECCCA,CCBBE,EDCBA,EDDCA,EDCBA,EBBCB,ECABD,ABCDE,ABCDE
123,ABCDE,EEBAB,CBBCE,BEECA,BABDE,ABCDE,CACEC,ECDCA,DEDBA,EDCBA,EDBAA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,EDCBA,EECAA,EECBA,EDCBA,EDCBA,EBABE,ABCDE,AACDE,ABCDE,BEDBB,EDCAA,CBDEB,EBBCB,DDDCA,BABDE,EDCBA
124,EDCBA,ECBBB,ADCBE,DEDBA,ACDDD,ACDEC,BACEE,BACEE,ABBCE,BBBDE,ABCDE,ABCDE,CABCE,ABBDE,EDCBA,EECAA,ABDEC,EDCBA,DAACE,EECAA,EDCBA,BABDE,ABDEE,ABCDE,ECCCA,DEDBA,ADEDA,ABCDE,BDBAE,EDCBA,DBACE,ABCDE
125,ABCDE,AACED,ABDDD,BDEDA,ECBAC,EDCBA,ADEDB,DDDCA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDBBA,EDCBA,EDCBA,ABCDE,ABCDE,ABDED,ABCDE,EDBAB,ABCDE,EBABD,AACEE,ABBDE,DBDDA,ABCDE,EDCBA,EDBAA
126,AACDE,ABDED,CACEC,ECCCA,DABDD,EDCAA,EDCBA,DDDCA,EDCBA,AACDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,ABCDE,ACDDD,EDCAA,ABCDE,EDBAC,ABDEE,BABDE,BCEDA,ACCCE,ABBDE,BABDE,DCBAE,EDCBA,EDCBA
127,ABCDE,CDBAE,ABBCE,CBBBE,EECAA,ACDCE,EDCBA,EDCBA,EDCBA,AABDE,ABCDE,ABCDE,ABCDE,ABDED,CABCE,ABDED,EDCBA,EDBAB,CEDBA,EDCBA,EEDBA,EDBAB,ABCDE,ABDED,ABCDE,ADDCD,EECAA,AACEE,BBBCE,EDBAB,EBBBC,EECAA
128,DEDBA,EDCBA,BACED,BEECA,AEECB,DBACE,EDCBA,AEDCB,AACEE,BABDE,ABCDE,EBBCC,ACCCE,ABDED,DDDCA,ABCDE,ABCCE,EABCD,EECBA,EDCBA,CEDBA,EAACD,EDBBA,ABCDE,BBBCE,EBABD,ECBBB,EECAA,CDDCA,DECAA,BABDE,ABCDE
129,ABCDE,EDCBA,EDCBA,EDCBA,CBBBE,ABCDE,ABDDE,BABDE,DDDCA,EDCBA,ECAAC,ABCDE,ABCDE,ABCDE,ABCDE,DEDBA,EDCBA,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,BACEC,EDCBA,EDCBA,EECAA,DDBAD,ABDEC,AABDE,ABCDE,EDCBA
130,ABBDE,ACCCE,AACEE,ABDED,CABED,ABCDE,CDDDA,EDCBA,EDCBA,EDBBA,ABCDE,ABCDE,ABCDE,ABCDE,EDBAB,ABCDE,DEDBA,BABDE,CABED,EDCBA,EDCBA,EDCBA,DBABE,ABCDE,ABCDE,ABDED,DDDCA,EECBA,DDDBA,DDDCA,ECBBB,EDCBA
131,ABCDE,EECBA,EDCBA,EDCBA,EECAB,ECBAC,CABDE,ABCEE,ABCDE,ACCDE,AACEE,AACDE,ECCCA,EDDBA,ECABC,ABCDE,CEDBA,EDCBA,ABCDE,DEDBA,EECBA,DEDBA,EDCBA,EDBAA,DEDBA,BEDBB,ACCCE,AABDE,ABCDE,ABCDE,ABCEE,EDCBA
132,ABCCE,BACED,EECBA,EDCBA,ACDDC,BBBCE,CECAC,EDCCA,EDCBA,EBABD,ABCDE,ABCDE,ABCDE,AACEE,CBBBE,DDDBA,EDCBA,ECBBB,DECAB,EECBA,ABDEB,ABBDE,ABCDE,ABDED,BACDE,EDCBA,DABDD,BEECA,ABCDE,DAACE,EDCBA,EDCBA
133,EDCBA,ABDEC,EDBAB,ABDEC,EDCBA,ABCDE,EDBAB,EDCBA,CACED,ABCDE,EDCBA,CECAB,ADEDA,ECAAD,AABDE,EDBAB,BEECA,ABCDE,ECCCA,ABCDE,EDCBA,EBABD,ACEEB,EDCBA,ABCDE,EDCBA,ABCDE,ACEDB,ECBBC,ABDEE,CABDE,EBACD
134,ABCDE,ABCEE,DEDBA,EDCBA,EDCBA,EDCBA,EDBBA,EECAA,ABCDE,ABCDE,ABCDE,ABDED,EECAA,EDCBA,EDCBA,BBBCE,ECBBB,ABCDE,ABCDE,AACEE,CEDBA,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,DEDBA,EDCBA
135,ABDED,EDCBA,EDCBA,EDCBA,EECAA,EDDBA,BBBCE,EECBA,ADCCE,ABCDE,AACDE,ABCDE,ABCDE,EDCBA,ABCDE,ABDED,EDCBA,BBBCE,ABDDE,EECBA,EDCBA,ECBBB,ECBBB,EBABD,BEDCA,DABDC,EBACD,AABDE,ABCDE,ABCDE,EDBAC,EDBAB
136,ABCDE,ADCBD,DBABE,EDCBA,ADDCD,EDCBA,CDBAD,EECAA,EDBAB,EDCBA,EDBAB,ABCDE,BABDE,ABCDE,ABCDE,ABCDE,EDDBA,EDCBA,EECBA,EDCBA,EDCBA,EEBAB,ABDED,AACEE,ABCDE,CEDBB,ECBBC,ACCCE,BEDBB,CEDBA,DEDBA,EDCBA
137,ABCDE,ABCDE,ACDDD,ABDDD,EDCBA,ADECB,EECBA,DABDD,EDCBA,EDCBA,EDCBA,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,EDCBA,EDCBA,EDCBA,EDCBA,EDBAB,AACDE,ABCDE,ABCDE,AACDE,EBABC,CEDAB,DBACE,ACDEB,EDCBA,EDDBA,EDCBA
138,ABCDE,ABDDE,ADDDC,CABDE,EECAA,DDBAD,EDCAA,EDCBA,EDCBA,BBBBE,ABCDE,ABCDE,ABCDE,BBDEB,BEECA,AABDE,EECAA,ABDEB,ABCDE,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABDEC,ABCDE,AACED,DEDBA,EDCBA,EDCBA
139,ABCDE,CBBCE,EDBAC,DEDBA,EDBAC,ABDED,EDCBA,ABDEE,ECBAC,ABCDE,ABCDE,ABCDE,EDCBA,ABCDE,ABCEE,EDCBA,EDCBA,ABCDE,ABCDE,CDDCA,EDBAB,ABCDE,EDCBA,ABCEE,EEDBA,DAACE,ABCDE,EDCBA,ABCDE,DEDBA,ACEDB,EDCBA
140,BDEDA,EDCBA,ABCDE,BBBCE,DEDBA,ABDED,ABCDE,DBACE,CECAB,EDCBA,EDCBA,EDCBA,AACDE,ABCDE,ABCDE,ABCDE,ADEDB,EDCBA,EDCBA,EDCBA,EDBAB,ABCDE,ABCDE,ABCDE,ABDDD,EDCBA,EDCBA,DEDBA,EDBAB,EDCBA,CABDE,ABCDE
141,EDCAA,ADCBD,EDCBA,CABCE,ADEDB,EDCBA,ABCDE,EECBA,EBABD,ABCDE,ECABD,EDCBA,BEDBB,DEDBA,ABCDE,EDCBA,ABCDE,ECABD,AABDE,BDECA,BABDE,ABCDE,DEDBA,EBCDA,ABCDE,BDECA,EDCBA,BABDE,ACEEB,BEECA,DEDBA,ABCDE
142,CBDEB,EDBAB,DDDCA,DACEB,DABDD,DEBAD,EDDCA,EEBAB,ADEDB,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,ACEEB,EDCAA,EDBAA,ABCDE,ACDDD,CACED,DECAA,EDCBA,EDCBA,EBBBC,DDDCA,EDBAC,CABDE,ACCCE,BECBD,BEDBC,ABCDE,CEDBA
143,AACDE,ABBDE,ACDDD,BACEC,EBBCB,CDBAD,BBDEA,EDDBA,EDDCA,EDDBA,EDCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,BEECA,EDCBA,EDCBA,EDCBA,EDCBA,EBACE,ABCDE,ABCDE,ABCDE,AACED,DDDCA,ABCDE,EBCDA,EDCBA,EDCBA,ECBBB
144,DEDBA,ECBBB,CECAD,EEDBA,ABCDE,BACED,EDBBA,ABCCE,ACDDC,ECBBA,ACDDD,EAACE,ACDDD,AACEE,ABCDE,CABED,BABDE,AACEE,DDDCA,EECBA,EDCBA,DECAA,CDBAD,EDCBA,EDBBA,CEDBA,ABCDE,DACDC,EBACD,ECCCA,ABCDE,ABCDE
145,EDCBA,EDCBA,ACEEB,CEDBA,EEBAC,DCABE,ECCBA,BCDEA,ADDBD,ECBBB,CABDE,BACEE,ABCDE,ABCDE,EBBDB,BECAD,EBABE,AACDE,EDCAA,EEDBA,EDBAB,EDCBA,EDCBA,EECAB,DDBAD,ACCCE,EDBAC,ACEEB,EDDCA,ECDCA,BABDE,ABCDE
146,AACEE,EDCBA,EDBBA,EDCBA,ECBBA,DDDBA,AACEE,ABDED,ABCDE,ABBDE,ABDDE,ABCDE,CCDDA,DDDCA,DABDE,BABDE,EDCBA,BABDE,ABCDE,ABDDD,EECAA,DEDBA,EDCAA,EECBA,EDCBA,ABDEC,DEDBA,ABCDE,ABCDE,BCBBE,BBBCE,BEDBB
147,ABCEE,DABDE,BACED,EDCBA,ABDED,EDCBA,BABDE,ACDED,EECAA,EDCCA,ABCDE,DECAB,EDCBA,ECBBC,ABCDE,DEDBA,EDCBA,ABCDE,ABCDE,EECBA,EDBAB,ABCDE,ABDDE,EECAA,DDDBA,EDCBA,ABCDE,ACDED,DBACE,ACCCE,ECAAE,EDCAA
