,0,1,2,3,4,5,6,7
226,AAACCDD,DBAAADC,DDCDCAA,DDCBAAA,AABCDDC,DDBAABC,AACDDCC,ABAADDD
227,CDDCBBA,DDCBAAB,AABBCDD,DDCCBAA,AABDDCC,CCCDDBA,DDCBAAA,AABBCDD
228,ABBCDDD,DDCCAAA,BBAABDD,AABCDDD,CAABCDD,DDDCBAA,DDBBAAB,ABCCBCC
229,ABBBCDD,DDBAAAB,ABCDCBD,DDCCBAA,AABCDDD,DDBAABB,ABCCCCC,ABDCCDA
230,AABCDDD,DDCBBAA,DDCAAAC,AABCDDD,DDCBAAA,DDDCBAA,AABCCDD,ACCDCCA
231,DDBAABB,AACCDCD,DDDCBAA,CBAACDD,BDDCBAA,AAABCDD,DDCBAAA,DDDCBAA
232,CAADDBA,BDDBAAC,CDDAAAB,DDCAAAC,BAABDDD,ABADBCD,DBAACDC,AAACDDD
233,ACDDCCA,ACDDBAC,BACBACD,DCBAACD,AAACDDC,AAABCDD,DCABDCA,ABCCBDD
234,CDDCBAA,BABCCCD,AABCCDD,BCCDDCA,ACDCABB,ADDCCBA,DDCBBAA,BAABCDD
235,AABBCDD,DBCABDA,DDDBAAA,AABCCDD,DDCBAAA,DDCBAAB,AAACDDC,CCDDCAA
236,CDDCBAA,DCCBABB,AABBCDD,ACDDCAB,DDCAAAC,DDCCBAA,DDCCBAA,AAABCDD
237,DDCAABC,ABBBDCD,DDCCBAA,AABCCDD,DDCBBAA,BAABCDD,ACDCDCA,DDDCBAA
238,DDBABBB,DCBAABD,ABABDDD,DDCCAAA,AABDDDC,DDBAAAC,AABBCDD,BBDDBAB
239,DDCBBAA,DBCCAAD,AABCCDD,CDDCCBA,AAABCDD,DCCCCBA,DDCAABA,AAABCDD
240,DCBBBBA,ADCDBBC,CDDDBAA,BCDDBAA,AABCCDD,AABBDDD,DCBCACA,CCDDCAA
241,DDCBAAA,AABBCDD,CDDCBAA,DDBAABB,ACDDCBA,AABCCDD,BCDCDBA,DDCCAAA
242,ABCDDCB,DDCBAAA,AABCCDD,DDDCBAA,BBAABDD,CDDCCAA,DCAAACD,AABCCDD
243,ACDBBCB,DDCBAAC,DCCAAAC,AABCCDD,DDCBBAA,DDCBAAC,AABCDDD,CBCDCBA
244,DDDCBAA,AACDDDC,BAABCDD,DDCBAAA,AACDDCC,CCDDCAA,ABCDDCA,AACDDCB
245,BAADDDC,DBAABDD,CAAACDC,BCDDCAA,DCAACCB,CCAAACD,DBAACDC,AAACDCD
246,DDDBBAA,DCCCABB,AABBCDD,CDDCCAA,AABCDDD,DDDCBAA,DCCBAAB,AAABCDD
247,BCDDCAA,DDCBAAA,AAABCDD,DDCBAAB,DCAAACD,BCDDCAA,ABDDAAD,BDCABDC
248,BDDCBBA,DDCBAAA,AAACDDD,DDDCBAA,AACDCCC,DDCCBAA,AAABCDD,AABCCDD
249,ADDCCBB,CDCBBBA,DDCBBAA,AABCDDD,CDDBAAA,DDCBAAA,AACDCDC,AABCCDD
250,AACCDCB,DDCAAAC,DDCBAAA,ADDCCBA,AABDDCC,AABCDDC,DDCBBAA,ABACDCD
251,DDCBBBA,DCAABBC,AABCCDD,DDCCBAA,AAABCDD,DDDCBAA,DABAACD,AAABCDD
252,ABCDDCB,DDCCBAA,AABCCDD,DDDCBAA,BBAABDD,CCDDCAA,DCBAABC,AABBCDD
253,BABBBDD,DCBCABD,DCAABDC,BAABCDD,CDDCBAA,BAABCDD,ABCDDAB,DCDDBAA
254,AABCDDD,CCBDBCA,DDCCBAA,AABCCDD,DDDCBAA,DDCAAAC,AABCDDD,CBCBDBB
255,ABCDDCB,DDCBBAA,AABBCDD,DDDCBAA,ABBABDD,CCDDCAA,DCBAABC,AABCCDD
256,BCDCDCA,BDDCBAB,CDCAABD,DDCBAAB,DDBAABD,CDDBAAB,CBAABDD,CAABCCD
257,AABCDDD,DDCCBAA,DDDCBAA,AABCCDD,ADDCCAA,DDDCAAA,AABCCDD,ABCDDCA
258,DDCCCAA,ABCDCCB,DCAADDA,AAABCDD,DDCBAAB,AAABCDD,AABCCDD,DDCBAAB
259,ACDDCBA,AACCCDC,CBAABDD,AACCDDC,DDBAAAB,DDDCAAA,AABCDDD,DDCBBAA
260,ABCDBCC,CAACDDB,CBAACDD,BCDDCBA,AABDDDC,BCDDCAA,DDAABBC,CAABDCD
261,ADDCBAB,ACAACDD,DDDCBAA,AABCCDD,CDDBBAA,DCAAACD,AABCCDD,BABDBDB
262,BAADDBC,BCCAACD,DDCCAAB,AABCCDD,DDCBBAA,AAACDCD,BDCABDC,DDDCBAA
263,DCAABCD,ADCCACB,DCCCBAA,ABBDDBC,AABCDDD,DCDDCAA,DDBBAAA,DCBCCBA
264,DDCBBAA,DDDCBAA,BDDCCAA,AAABCDD,DDCBAAA,ABCCCDC,DDBABBA,ABABCDD
265,DDBAABB,AACDCCC,AAABCDD,AABBCDD,DBAABCB,DDCCBAA,DBDDAAA,BBAABDD
266,BDDCCBA,DBBBACC,BBAABDD,ACCDDBA,CDDBAAA,DDDCBAA,DDDCAAA,AAABCDD
267,CBBAACD,DABDCAB,DDCCBAA,AABCCDD,DDCBBAA,BAABCDD,DDCBBAA,CCDCCAA
268,BAABCCD,DCAABCC,DDCCBAA,DDCBAAA,AACDDCB,BAABCDD,AAACDDC,DDDCBAA
269,BCDDCAB,DBAACDC,AAADCCC,CBAABDC,AAABCDD,DCABCBA,CDCABCB,CCAADCC
270,CDCABBA,DCCBAAB,AABBDDD,DDCCBAA,AAABDDD,DDDCBAA,DDDBBAA,AABBCDD
271,DDDCBAA,DCCBABC,AAABCDD,BCCDDAA,CDDBAAC,DDDCBAA,DDCBABA,AABBCDD
272,DDBBBBA,DABCABD,AABCCDD,DDDCBAA,AABCDDD,DDBBAAB,ABBBBDD,BADDCCB
273,DDCBBAA,AABCCDD,AABBCCD,DDCBBAA,AABBCDD,CCCCBDA,DDCCBAA,DDBBAAB
274,AABBDDD,CABABDD,DDBDCAA,AABCCDD,DDCBBAA,BAABCDD,BBDCAAD,DDDCBAA
275,AABCDDD,DDCBBAA,BCDDCAA,DDCBBAA,AABDDDC,BCDDCBA,DDCCBAA,BAABCDD
276,ACDDCBA,DDCCBAA,AAABCDD,ACBACDD,DDCBAAA,DDDCBAA,AAACDDD,AAABCDD
277,CACDBAD,DBACDBA,ADDBBBD,DBBCDAA,BABDBCC,ABCBADD,CACDBAC,DBACDAB
278,DDBAABB,AABBDDD,CDDDCAA,DDCAABC,DDDCBAA,AABCCDD,CDDDCAA,DDCBBAA
279,DCBAABD,BBAACDD,DDCCBAA,BAABCDD,BDDCBAA,BBAACDD,DDCBBAA,DCCBBBA
280,AABBCDD,ABCDDCA,DDCAAAB,AACCDDD,ABDCBCC,DDDCBAA,AABCCDD,DBBACCB
281,BABDCCC,DDBBAAC,DDDCBAA,AABCDDD,DCBAACD,AABCCDD,DDCBAAA,AAABCDD
282,BCCDCAA,DDDCBAA,AACDDCB,AABCCDD,ACDCBBA,DDCAAAC,CDDCBAA,ACDDAAD
283,DCAABCC,DCDBBBA,AABBCDD,AACDDCB,AABDDCB,DDCCBAA,ABCBCCD,DCBCCBA
284,DDBABCA,DDCCABA,AAABDDD,DCDCBBA,AAABDDD,DDDCBAA,DCBAABD,ABDDCBB
285,AACDDCB,ABDDCCB,CDDCBAA,DAABCCD,AABCDDD,DDCCBAA,ABCDBAD,DDDBAAB
286,ABDDDCB,DDCBAAA,AABBCDD,DDDCBAA,BBBABDD,CCDCCAA,DCBAABC,AABCCDD
287,DDCBBBA,ABBBCCD,AABCCDD,AABCCDD,DCAABCD,DCDCBAA,DDCBAAA,AAABCDD
288,DDCBAAB,CBAACDD,DDCCCBA,AABCCDD,CDDCBAA,CBAABDD,AABCDDD,DDCCBAA
289,BBBCABD,DCAAACD,DDCAAAC,CDCAABC,ABCBDDC,CDDCBAA,BBCDDCA,AABCDDB
290,BCBCBAD,DCCCBAA,ABCDCCC,DDDCBAA,AAADDCD,DDCBAAB,BACCABD,BAACCDD
291,AACCCDC,BCDDCBA,ACDDCBA,AABCCDD,AABCDDD,DDDCBAA,DAACBBD,CAABDDB
292,DDCCCAA,DCCAABD,AABBCDD,ABBBBDD,DBAABCD,CDDCCBA,DDDBBAA,AABBCDD
293,ADDCCAA,DDCBBAA,BABABCD,CDDDCAA,ABDDCBC,DDDCBAA,DDBBAAB,AAABCDD
294,DDCBBBA,DDCBAAA,AABBCDD,BCDDBBA,CAAACDD,DDCCBAA,DCCCAAA,AAABDDD
295,DDCAABA,ABCCCCD,BCCDCBA,DDBAABC,BDDCBAA,AAABCDD,BDDDBAA,DDCBBAA
296,AADBADC,ABDDDBA,AABCDDD,DDBBBAB,AABCDDD,DDCBBBA,AAACDDD,BAABDDD
297,DDDCBAA,BAABCDD,DDCCAAA,CDCCCBA,BDDCBAA,DDDCAAB,ABABCDD,AAABCDD
298,DDDBBAA,AABBCCD,DCCDCAA,DDCBAAB,AACDDCB,DDCBAAA,AAACDDD,CAABCCD
299,CDCABBA,CAADDCA,DDCBBAA,AAABCDD,CDDDBAA,BAABBDD,ABCDDCC,DABCBCC
300,DDBBBBA,AAABCDD,AABCCDD,BDDDCBA,CAABBDD,DDDCBAA,BCDCACB,BABBCCD
301,ABBDBAD,DDCBAAC,DDCBAAB,DDCBAAB,AABCDDD,DDDBBAA,BAABCDD,CAABDDB
302,DDCBAAA,AAABCDD,AABCDDD,DDCBBAA,ABDDCBA,AABDDCC,DDCBBBA,BCAABDD
303,ABCDDCB,DDCBAAA,AABCCDD,DDDCBAA,BBAABDD,CDDCCAA,DCAAABC,AABCCDD
304,CCBDDBA,ACDDCBA,AABDDDC,DBAABCD,BDDDCAA,AAABCDD,DCAAACD,DDCAABC
305,DDBAABC,ACDCBBC,CCDCCBA,DAABCDD,CDDCBAA,BAABCDD,AABCDDB,DDDCBAA
306,BABCCCC,CAACDCA,ABDDBBC,DDBABCB,ADBADCB,ACDCAAC,DCAABDC,AABDDDB
307,CBDCAAD,DBAABDC,CBABBDD,CBCCDAB,DBACBBB,BDDBBAB,DCAAACD,BACDDBA
308,DDBAABC,ABCCCCB,BABACDD,AABCCDD,DBAABDD,DDDCBAA,DCBBAAC,AACDDCA
309,DDCAAAA,BBDCABD,AABBCDD,ACCDDBA,AABDDCB,DDCBAAA,BAABCDD,DDDCBAA
310,DCBBBAC,ABDDCBC,BCDDBAA,CAABCDD,DDDCBAA,AABCCDD,DDBABBB,DDCBAAA
311,CBABDDB,ACDDBAB,DDBAABC,CBBDDBA,ABABDDC,BBAACDC,CBCDCAA,CDCAABD
312,CDDDBAA,BABCCDD,BCDDCAA,CDDCBAA,ACDDCBA,DDCBAAB,AAABDDD,AAABCDD
313,ABBBDDD,CACDCBA,AADDDCC,ABBBCDD,BDDBBAA,CBBCDBA,AABCDDC,AABDDDA
314,BAAADDC,ABCBCDC,DDCBAAA,AABCCDD,DDDBBAA,CBABBBD,AABCDDD,DDCAAAB
315,ACDDCBA,DCCCCAA,ADDCBAB,DDDCBAA,AABCDDC,CBBAACD,CCDDCAA,AABCDDC
316,CDDCABA,AAABDDD,AABCDDD,DCAABDB,DAABBCD,CDCAABD,DDBAABC,CCAABDD
317,BCDCDBA,DCCDBAA,AAACDDD,BAABCDD,DCBABBC,CBAABDD,AABCCDD,CAABCDD
318,DDCCBAA,DCBABCB,AABBCDD,DDDCBAA,CDBAACD,DDDCBAA,DDCBAAA,AAACDDD
319,AABCDDD,DCCBCAB,DDCBBAA,AABCCDD,CDCBBAA,DDCBAAA,AABCDDD,ABBCDDB
320,DDBAAAB,ABBCCDC,BDCCABB,BCCDDBA,BAABCDD,DDCCABA,BCBDCCA,DDDCBAA
321,ACDDCCA,BABDDBD,BAAADDD,CCDDCAA,BDDCAAC,BCDDDAA,CCBCDAA,DCAABDD
322,DDDBBAA,DCCBAAA,AABBCDD,CCDDCAA,CDCAAAD,DDDDBAA,DCCBBBA,AAABCDD
323,BDDCCBA,DCABBAD,BBCDDBA,DDCBAAA,AACDDCC,DDDCBAA,BABBCDD,AAABCDD
324,AABCDDD,DBBAACC,DDDBBAA,AAACCDD,ABDDCBA,DCBAACD,ABBCDDC,CCABDDA
325,CDDCABA,BDBADCA,DDDCBAA,CDBAACD,CBAABCD,CDCAABC,DDCAABB,AABCDDC
326,AAABDDD,BCBCCDA,DDCBBAA,AABCCDD,DDCBBAA,AAABCDD,AACBDDD,CDCCCAA
327,ABBABDD,DBAACDC,CAABDDC,ACDDBAB,AABDDDC,DDCCCAA,ABCDDCA,ACDDCAA
328,AABBCDD,AABCDDC,DDCBAAA,AABCCDD,CDDCBAA,DDCBAAB,AABCDDD,DDDCBAA
329,DDCBBAA,DBABACD,AABCCDD,CCDDCAA,BAADDCC,DCACCAA,DDCBAAA,AABBCDD
330,BAACCDD,DDCBAAA,AABBCDD,ABBBDDB,DBAACDD,CCDDCAA,DCCDBAA,AABBCDD
331,ABDDDCA,DDCBAAA,AABCCDD,DDCCBAA,BBAABDD,CDDCCAA,DCAAACD,AABCCDD
332,DDBAABC,AACCCCD,BCCDCBA,DCBAABC,ABDDCBA,AAACDDD,DDCBAAA,BAABDDC
333,DDCBAAA,AABBCDD,ADDCBBA,DDCAABB,BCDDCAA,AAABCDD,DDDCBAA,DDCBABB
334,AABBCDD,ABBCDDA,DDCAAAB,AABCDDD,CDDBAAB,DDDCBAA,AABCDDD,DCCCBAA
335,BCDCCAA,DCAABDC,ADDCBAB,BCDDCAA,AABDDCC,ABCDDBA,CDDBAAC,AABACDD
336,DBBDBAC,ADDCBCA,BDDCBAA,DDBBAAB,BDDCBAA,AABDDCD,CDDCAAC,CDDCBAA
337,DDAABBB,AAACDDD,CCDCCAA,DBAABCD,DDDCBAA,AABBCDD,DDDCBAA,DCAABBC
338,DDDBBAA,ABBCBCD,AAABCDD,ACDDDAA,DDCAABB,ACDDDBA,DDCBAAA,BBAABDD
339,AABCDDD,AACDDCA,DDCCBAA,AABCCDD,BDDCBAA,DDCBAAB,AABBCDD,ABCCCDA
340,ABBCBBD,BDCCCBA,DDCCBBA,AABCCDD,BDDCBAA,CCBAACD,ACCDDBA,DCDDCAA
341,DDCBBAA,AABCCCD,AABCCDD,CDDCCAA,DCCDCAA,ABABCDD,DDCBBAA,BBABCDD
342,BABABDD,DBBBABD,DCDBBBA,BAABCDD,ACDDCBA,DCBAACD,BABCDDA,CCCDCAA
343,AABCDDD,DBBACCC,DDCCBAA,AABCCDD,AACDDCC,DDCBAAA,AABCCDD,BCABDCB
344,DDCBCAA,ABBBCDD,DDDCBAA,AAABCDD,DDCBBAA,AABBCDD,CCDCBAA,BABDCCC
345,ACDDCAB,CAACDDC,DDDCAAA,BDDCBAA,AABCDDC,AABCDDC,DBBBBAC,CCBABDD
346,ABCDDCB,DDCBBAA,AABBCDD,DDDCBAA,AABBCDD,CDDCCAA,DCAAABC,AABCCDD
347,CDBABDB,DDCCBAA,AAABCDD,CDCBADA,BAABCDD,DDDCBAA,DDCBAAA,AABBCDD
348,CCCCCAD,CAACDDB,BAABCDD,BAABCDD,DDBAABB,DDBAABB,CDDAABC,CBABDDC
349,ABCCDBC,DBAACDC,AACDDCC,DDCAABA,AAABCDD,DBBDDCA,DCCCAAB,BABCCCD
350,AABCDDD,DCAACDC,DDCCBAA,AABCCDD,DDCBBAA,AAABCDD,AABCDDD,AAACDDB
351,DDCBAAA,BADDBBC,AABCDDD,CCDDCAA,AACDDCA,AABBCDD,DDCBBBA,DCCCAAB
352,DDBABBA,ABBBBDD,AAABCDD,BCCDDBA,DBDDBBA,DDDCBAA,DDDCAAA,AABBCDD
353,BCDCDBA,DCBAACD,AABBCDD,BBABDDA,DBAACDD,BABDDAB,DDCAABC,CCAACDC
354,DDCAABB,DDDCBAA,AABBCDD,ABBABDD,DBAABCD,CCCDCBA,DDBBAAA,AAACDDD
355,DCAACBB,DDCBAAB,ABCDDCB,DDCAABB,AACDDCB,DCBAACD,AABBCDD,AAACDDD
356,DDCBAAB,BAADCCD,DDDCBAA,AABCDDD,DCAAACD,AABDDDC,AACDCCC,AAABDDD
357,CBACDBA,ABDCCCB,DDDCCAA,AABCCDD,DDCBBAA,AABBCDD,DBABDBC,DDCBAAB
358,AABCDDD,DCCDCBA,DDCCBAA,AABCCDD,ACDDBBA,DDDCBAA,AABCCDD,CBDCDBA
359,CAADDCC,BAADDCC,BAACCDD,BDDBBCA,DCAABDC,BBCDDBA,BDDCAAC,DCAABDC
360,DDCBBAA,AABBCDD,AABCCDD,DCCCCBA,DCCCDAA,DDDCBAA,BBDCACC,AABCDDD
361,DCAABCC,AACBCDD,BCBCACD,ADCCABC,AACDDBC,DDCBABA,DCBCBAC,DCCBBAA
362,CCAABDD,CAAACDD,CCDBABD,DAACDBA,CBAADCD,DCCDCAA,ABCDCDA,CDAABDD
363,DDDCBAA,ABBBCDD,ADCDCBA,DCBAACD,ABDDCCA,DDCBAAB,CCCDCAA,CAABBDD
364,DDCBAAA,AABDCCD,AABCCDD,ACBCDCA,DCADCAB,ABABDCD,DDCBBAA,DBBCBCB
365,BBBACDB,DCBBABA,AABBCDD,ABBBCDC,DCAABBC,DDDCBAA,DDCBAAB,AAACDDD
366,AABCDDB,BDDDBAA,CDDCBAA,AABCDDD,ADDCBBA,CBCDDBA,ACDDCAA,BDDAACC
367,CDDBBAC,DCCABBC,AABCCDD,ABBDDDC,DCAAABC,DDCCBAA,ACDDCAB,AABCCCD
368,CBBDBAD,ACDCCCA,BDDCBAA,AABCCDD,DDCBBAA,AABCDDD,CCDDBAB,CCDDBAA
369,DDCAACC,ACBACDD,DDDCBAA,AABCCDD,BDDCBAA,DCAAACD,AABCDDC,BBBBBDD
370,ABCDDBB,DCCBBAA,DBAABCD,ABBABDD,DDDBAAA,AABCDDD,DCCCBAA,BAABCDD
371,DDCAABB,AABCCDD,DDCBABA,DCBAABC,CDDCBAA,AAABCDD,CCCDCAA,DDDBBAA
372,DDCBAAA,ABCCCDD,AABCCDD,DCDCCAA,AACCDCC,DDCBBAA,CABBDCB,DDCDBAA
373,DDBAABA,AACBCDD,AABBCDD,ACDCCBA,CACDDCA,DCCCBAA,DDCDBAA,DCCCBAA
374,ABCDDCB,DDCBBAA,AABBCDD,DDDCBAA,BBBABDD,CDDCCAA,DCAAABC,AABCCDD
375,CAADCDA,AACDDBA,ADDCAAB,DDBAABC,BAACDCD,DABDBBA,DDCBBBA,ACABDBD
376,DCAABDB,AAABDDD,DDCCBAA,AABCCDD,DDCBBAA,AABCCDD,AACDDDA,DDDBBAA
377,ABCDCAD,DAACCCC,BAABCDD,DDDCBAA,CDDCAAA,DDCBBAA,BCDDCAA,ACDBADD
378,CDCCCAA,DCBBBAB,AAABCDD,DDDCAAA,CDDCBAA,BDDCBAA,CCCCCAA,AABBCDD
379,CBAACCD,CDDDCAA,BAABCDD,AABBBDD,CAABCDD,DDDCBAA,DDCBAAA,CABDDCB
380,ACDDCBA,CAABBCD,DCBAACD,ABCDDCB,BDCAACD,DDDCBAA,AABCDDD,CBAABDD
381,ABCDDCB,BAABCDD,DDCAAAB,ABCDDCC,AACCCDD,DDDCBAA,AABCDDD,AAABCDD
382,AABCDDD,DCCCBBA,DDCCBAA,AABCCDD,ABDDCBA,DDCBAAC,AABCDDD,CCDDBAA
383,BABBBDD,DBBAADC,DCCDBBA,AABCCDD,DDCBBAA,AAACCDD,ABCDDAB,DCDDBAA
384,AAABCDD,DDCBAAA,ABBABDD,AABBCDD,DBAABDD,DCDCCAA,DDCCAAA,AABBCDB
385,CBAABDD,DDCAABB,AAABCDD,ABBBDDA,CAABCDD,DDCCCAA,DDCCBAA,AABBCDD
386,AACCDDD,DBAACCD,DDCCBAA,BAABCDD,CDDCBAA,BAABCDD,AACCDCC,DDCCBAA
387,DDDCBAA,DDCBAAA,AABBCDD,DDDCBAA,AACDDCC,DDDCBAA,DDBAABB,AAABCDD
388,AABBCDD,BAACDDC,DDCBAAB,AABCDDD,BDDCBAA,DDCBAAA,AABCDDD,ABBCDBC
389,ACDDCAA,CACCBAD,DDCBAAA,AAABCDD,BDDCBAA,DDCBAAA,ABCDCAA,BABDCCD
390,DDCBAAA,ABDCCBD,ACDDCBA,DDCAABC,DDDCBAA,AABBCDD,DDCCBAA,DDDBAAA
391,AABCDDB,DDDBAAA,AAABCDD,AABCCDD,BAABCDD,CDDCCAA,DDCBAAA,AAACCDD
392,CACDBCA,AACBBDD,AAACDDC,CDDCBAA,DCCAADB,AAABDDD,ABDDCAA,BCDCAAC
393,ABCDDCB,DDCBBAA,AAABCDD,CDDCBAA,AABBCDD,CCDDCAA,DDBAABB,AABCCDD
394,DDCBAAB,CDAACCC,DDDCBAA,AAABCDD,DDCBAAA,AABCDDD,DDCBBAA,AABCCDC
395,DDCBBBA,DBABABD,AABCCDD,DDCCCAA,BAACDDD,DDDCBAA,DDCBAAA,AABBCDD
396,DDCAABB,AABCDDD,CCDDCBA,DDCCAAA,AABDDDC,AABCCDD,DDDCBAA,DDBBBAB
397,ACDCCBA,DBCCBBA,DDCBAAB,AABCCDD,DDCBAAA,ABBBBDD,DCCDBAA,AAABBDD
398,BBAACDD,CAAACDD,DDBAABC,DDCAAAB,ABDDCBA,CBCDDBA,AABCDDC,BAACDDC
399,ABBACDD,BABDDCB,BAADDDC,AABCCDD,AACDDCC,DCCCCBA,ABCDDCA,ACDDCAB
400,BCDDAAD,CABDDBA,ABDDCBA,ABCDDCA,BAABDDC,ABCDDCA,BABCDDC,BCDAACD
401,AABCDDD,DCCCCAA,DDCCBAA,AABCCDD,DDCBAAA,DDBAABC,AABBCDD,CCCCCBA
402,DDDCBAA,DCCBBAA,AABBCDD,ABBCDDA,CAAABDD,ABCDDCA,DDBBBAA,AAACCDD
403,DDCABBB,ABCDCBC,CAAABDD,AABCCDD,DCAABCD,DDDCCAA,DCCBBBA,ABBCDDB
404,CCCAACD,CAABDDB,AABDDCC,BDDCAAB,BABDBCD,BBDDCBA,DDAABDC,AACDCAC
405,ABBDCAD,DDCCBAA,BDDCAAB,ABBBCDD,DDCBAAB,BAABDDD,AAABCDD,DBAACDD
406,DDDCBBA,BCDDBAC,AAABDDD,DDDBAAC,DBAABCD,DDABDCA,DDCAABC,CAABDDD
407,DDBBBBA,AABCCDD,CDDDBAA,DDCBAAB,BCDDCAA,AABCCDD,ACCDDBA,DDDCAAA
408,ABBCDCA,BDDCBAA,BDDBAAC,ABABCDD,DDCBAAA,CDDBAAC,DDCBAAC,DDCAABD
409,AABDCCD,DCAABDD,DCAABCC,AABCCDD,ACDCCBA,DDDBAAB,DDBABCA,BDDAACD
410,CCCBDCA,AADBADD,AABCDDD,BCDDCBA,AAACDDD,DDDCBAA,DCCBBAA,ABDDCBB
411,DDCBAAA,BAACCCD,ADDCBBA,CBAACDD,DCBAABC,ABCDDCB,DDDBBAA,AACDDCB
412,ABCDDCB,DDCBBAA,AABBCDD,DDDCBAA,BBBABDD,CDDCCAA,DCBAABC,AABBCDD
413,BADCCDB,BDCBAAD,DBAABDD,BABCDBD,ABCCDBA,BDBAACD,CBBDDBA,ACDAABD
414,ABCDDCC,DDCBBAA,AAABCDD,CDDCBAA,ABBABDD,CCDDCAA,DDBAABB,AABCCDD
415,DCBBABD,CABABCD,AACDCCD,DDCCBAA,AABCDDD,DDCBAAA,ABBBCDD,DCDBABB
416,CBAABDD,DCBAABD,CDDCCAA,AAABCDD,CDDCBAA,BAAACDD,CDDCAAA,BBDDDAA
417,AACCDDC,DCCBBBA,DDCAAAB,AABCCDD,BDDCBAA,ACBAADD,DCCBAAB,AAABCDD
418,BCDDCBA,BAACCCD,DDCBAAB,AABCDDD,DDDBAAA,DDCBAAB,CDDABBA,ABCADCD
419,ABCCDCA,CDCAABD,DADCAAC,CBACDDA,AACDDCC,CDDCBAA,DBAABDD,ABCABDC
420,CCACDBB,DDCBBAA,DDBAABC,AABBCDD,DDCBAAB,AABCDDD,CDDCABA,AAACDDD
421,AABBCDD,AABCDDD,DDCBBAA,AABCDDD,AACDDCC,DDDCBAA,AABCDDD,DCCCBAA
422,BCDCCCA,DDBCBAB,AABCCDD,DCAABDC,DBAABCD,CCCDCAA,ABCCDCA,AACDCCD
423,ABDDCBA,DDCCBAA,DDDBBAA,ABBBBCD,CDDCAAA,BCDDBAA,DDCBBBA,BBAABDD
424,AABCDDD,DDAABBB,DDCCBAA,DBAABCC,AAABCDD,DDCCBAA,DAAABDD,AABDDCC
425,BABDBBD,DAABDDB,ABDDCAB,BDDCAAB,BABDBCD,CBAACDC,CBBDDCA,BCDDBAA
426,ABABDDC,BAACDDC,AAABDDD,CABABDD,BDDCBAA,CCDDAAC,DDDCAAA,BCDDBAB
427,DCBAACD,ADCCDBA,DDDCBAA,AABCCDD,DDCBBAA,AAABCDD,ADABCCC,DDDCBAA
428,BBAACDD,DCCCBAA,AAABCDD,ABBBDDA,DCBABAB,BCDCDAA,DDBBBAA,ABAABDD
429,AABCBCD,CDCDCAA,AABCCDD,DDDCBAA,DCBAABD,AABCDDD,CCDDBAA,CCDDBAA
430,BBAABDD,DDBABAC,DDCCBAA,AABCCDD,BDDCBAA,DDCAABD,ABCCCCD,CCDDCBA
431,ABBBDBD,BADDBCB,DDBAABC,AABCDDD,DDCBAAA,DDCBAAA,AACDDDB,CCABDAC
432,ABCDCBA,DDCCBAA,DBAABCD,AABBACD,CDDBAAA,AAABCDD,CCDCABB,ABBACDD
433,DCACCAB,AACDCBB,CAACDCB,DCDCBAA,BCDDCAA,AABCCDD,DDBACBB,DDDCBAA
434,CBCDBAB,DDBAACD,CAABDDB,CCDDAAA,AADDBCC,AACDCBA,CDDBAAB,DCAABDD
435,AABCDDD,CBBCDCA,DCBAABC,AABCDDD,ABDCCCC,DDDCBAA,AABBCDD,ABBDCCC
436,ABCDCAD,CBAACDD,DBAABCD,DDDCAAB,ABDDCBA,ACCDDCA,CDCAABD,DDBAACD
437,BABBACD,CDCBBAB,DDCBABA,AABCCDD,DDCBBAA,AAACDDD,BDDBABB,CDDCBAA
438,DDBABBB,BABBBCD,ABBBCDD,ABCCCDC,CBBDDBA,DDDCAAA,AABCDCD,DBBBBCA
439,BDDCBBA,BABBCDD,DDCBAAA,AABCDDD,DDCBAAA,DDCCBAA,AABCDDD,ABBADCD
440,ABCDDCB,DDCCBAA,AABBCDD,CDDCBAA,ABBABDD,CCDDCBA,DDBBAAB,AABBCDD
441,DDBABBA,AABCCCD,AABCCDD,BCDDCAA,CDCCDAA,DDDCBAA,BCBABCC,BCCDBCA
442,DDBABBA,DCBCABA,DDCAABC,AABCDDD,DBAABCD,DDDCBAA,DDBBAAC,ACBCACC
443,CDCCCAA,DDCBAAA,AABCDDD,BCBBDDA,AAABCDD,CCDCCBA,DDCBBAA,AABBCDD
444,DDCBCCA,CBDBCAC,AABCDDD,BDCDBCA,AAACDDD,DDCCBAA,DCBBABC,ABCCDDA
445,CBCDCAB,DDBAACD,BAACDDB,ACDCABC,DBCAABD,BBBCDCA,ABDDBAB,CDBAACD
446,AABCDDD,BBBCDDA,DDBAABC,ABCCDCC,AADCCCD,DDDCBAA,AABCDDD,DDCBBAA
447,BCDDCAA,DBCCBBA,DDDCAAB,CCCBAAD,CDDCBAA,CCDDBAA,ABBBDDC,AABCCDD
448,CDDABBA,DBAAADD,DDCBBBA,DDCBAAB,AACDCCB,DDCBAAA,AABDDDC,AABCCCD
449,AACCCDD,DDCCCAA,DCBAACD,ABCDDCC,DDBAABB,DDDCBAA,AABCCDD,CCCDDBA
450,ABCDDCB,DDCBAAA,AABBCDD,DDDCBAA,BBBABDD,CDDCCAA,DCAAABC,AABBCDD
451,DDCAAAB,AABBCDD,DDDCBAA,AAABCDD,DDCBBAA,AABCDDD,CDCBBBA,DDABBAA
