,0,1,2,3,4
457,FBBCC,BBCEF,DFDAB,FEDBA,ECBBF
458,ABDEF,FDABD,BBEDE,FEAAE,EEECA
459,ABCFF,EFDBA,ACFEB,CACEF,DEFBA
460,DDECB,CCAEF,FEBBB,ECACF,DDEDA
461,CBBFE,CEEBB,BBFEB,ABEFD,FFACB
462,BADFE,FEDAB,CEFBA,BADFE,DBFDA
463,DEDBB,BBCFD,FCCAC,DCFCA,BEBFB
464,FCBBC,ABEFD,DAAEE,DACDF,EBDBE
465,CBBDF,EEEBA,EFDBA,ABEFD,EFCAB
466,ACEEE,FECAB,ACFEC,EBADF,DEEDA
467,AEFDB,BBBDF,EFCAB,FECBA,BBDFD
468,FEBAB,ABCEF,EDACF,FEDBA,BBBEF
469,FECAB,ABCEF,ECFAC,FECBA,ABCEF
470,DFEBA,AADEF,FDBAD,FFDBA,ABDFF
471,ABCFE,EFDBA,ADFEB,BADEF,EEEBA
472,FCABE,DEECA,ADFEA,ACEEE,FECAC
473,BBEBF,BBEDF,CABEF,FEDAC,EAEDB
474,EFDBA,EDAFC,CCACF,FEBAC,BEAEE
475,ABEFD,BBBDF,CFDAC,FEDBA,BCEFB
476,FDCAB,ABCEF,DFCAC,EEDBA,DBBCF
477,EFDBA,ADEEC,BBFFB,FBACF,ABCEF
478,FECBA,ABDEF,FDBAD,FEDBA,ABCEF
479,DFEBA,AACEF,FDBAD,FEDBA,ABDFF
480,FCCAC,AADEF,EDABF,FECAC,BDEDB
481,FBBCD,BBBEF,EFBAC,FFDBA,CDFAC
482,FABDC,FEDBA,BEFCA,ADFEB,BCEDC
483,FCCBA,ABFFC,ABDFD,CACEF,EDDBC
484,ABCEF,FEBAC,CEFBA,DBADF,FECBA
485,CABEF,EEDCA,ABEFD,AADEF,FECAB
486,EECCA,CBEDC,BBBFF,DEBBE,BADEF
487,DEFBA,ECADF,BDFCA,BEFCB,CABEF
488,CFEBA,EEEBA,BABFF,FFCBA,ABCEF
489,FEDBA,ABDEF,DACFD,FECBA,ABCEF
490,FDCBA,ABDEF,FDBCB,FECAB,CBFDC
491,ADFCC,FFBBB,BADFD,FDABD,ABCFF
492,FECAA,ABDEF,FEBBC,FFDBA,ABEFE
493,ABBFF,EFDBA,ABCFF,FDACE,EEEBA
494,FECBA,AACEF,EBABF,EEEBA,BBBEF
495,DADEF,AADEF,EFDBA,FEBBC,DEECA
496,BBEEC,FEAAE,DEEBA,BACEF,DDEEA
497,EEEBA,BBBDF,BBDEE,FECBA,AACFF
498,BEBBF,BAEED,CFEBA,BFEAD,ADEBE
499,EFDAA,EEBAE,CEFBA,DBADF,FBACE
