,0,1,2,3,4,5,6,7,8,9
234,DDDBA,BABEE,DECAA,CBBBE,ABCDE,AACDE,ABDDE,DDDCA,ABBDE,EBBBB
235,DDDCA,DDDAA,AADEE,DDCDA,EDBCA,BBCEC,ABCCE,CDCCB,BABDE,ADDDD
236,DDDBA,AADDD,EEABB,CBBBE,EDCBB,DADCB,DDAAD,ABCDE,ABBDE,EBBBB
237,AABEE,DDDCA,ABDEE,EECAA,ECBBC,BBECD,DDCCB,EEBAA,AABDE,ABDDE
238,DDDBA,BBAEE,DECAA,CBBBE,DDBBC,BDDCB,DDBAC,ABCDE,ABBDE,EDBBB
239,DDDBA,BBAEE,DECAA,CBBBE,BCBDD,EDCBA,BDCBD,AACDE,ABBDE,CDDDA
240,DDDCA,EEBAB,AADEE,EDDBA,EECAA,EECAB,EBBCD,ABDDE,BBBEE,ABCDE
241,DDDBA,AADDD,ECBBB,BBADE,EDCAB,EDCBA,ECCBC,ABCDE,ABBDE,DBCCC
242,DDDCA,EEBAA,ACDDD,DDDAA,CCCBD,BBDDC,BCCCD,ABCEE,BBBDE,ABCDE
243,DDDBA,AADDE,EEABB,BBADE,ECBBB,DEBBA,BCDBE,ABCDE,ABBDE,DBCCC
244,DDDBA,BBECB,CABDD,AACEE,EECBA,EDCBA,BACCE,ACDDE,DDDAA,ABDDE
245,BBBBE,EDBAD,EEBAA,ADDCC,ABCCE,ECCCA,CCCDC,AACEE,ABBDE,EEBBB
246,DDDCA,EECAA,ABDDD,DDEBA,AECCB,ABDED,ABCDD,BBBEE,AABEE,ABCDE
247,DDDBA,ACDDD,ECBBB,AAEDD,EDBBB,DDDBA,DCCCB,ABCDE,DDDAA,ABDDE
248,DDDCA,CCBEB,ABCEE,CCBBD,EBBBB,ADBCD,EDAAC,AACEE,ABBDE,ABCCE
249,DDDBA,BBADE,CDEBA,CCBBD,ECACC,ECBCB,CBBBE,ABCDE,ABBDE,CDDDA
250,DDDCA,EDCAB,AACEE,DDDCA,EDCBB,CBCBE,CBCCD,ABBCE,ABBDE,AADEE
251,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,ABCDE,CDDDA,ABBDE,EEBAB
252,DDDBA,ADDDD,EABCC,AADDD,ABCDE,ABCED,CEDAB,ECBBB,DDDBA,ABDDE
253,DDDCA,EDBAB,AADEE,DDDCA,EDBAB,EBBCC,ECBBB,AABDE,ABBDE,ACDDD
254,BBBCE,DDABD,DDDAA,ACDDD,ACCDC,DDDBB,BBBDE,ABCDE,ABBDE,EEBBB
255,DDDBA,BBECB,BACDD,AAEDD,EDBAA,EECAB,ABCCE,BEBCD,EECAA,ABDDE
256,DDDBA,CECBA,AADEE,AADDE,EDBBB,BCBED,CCBBE,ABDDD,DDDDA,ABDDE
257,DDDBA,AADDD,ECBBB,BBADE,EDBBB,CDDBB,DDBCC,ABCDE,DDDDA,ABDDE
258,DDDBA,BABEE,DECAA,CBBBE,ECBBC,CEBBB,ECABD,AACDE,ABBDE,ABDDE
259,DDDBA,ABEDC,DBBDD,AACEE,EECBA,EDBBA,ABBDE,ABDDD,CCDDA,ABDDE
260,BBBCE,EDABD,EDBBB,BEDBA,DBBDD,CCDCB,ECBBC,ABCEE,EEBAB,ABDDE
261,BBBCE,EDABD,DDDAA,ACDDD,ABCDE,BCBDC,BEBAE,AACEE,ABBDE,EECAA
262,DDDBA,ADDDB,ABCDE,EECAA,EDBBA,BCECB,EDCAB,DDDAA,AABDE,ABDDE
263,DDDBA,CBACE,BCECA,DCBBC,ADDDD,EDCBA,EDCBA,ABCDE,ABBDE,EECAA
264,DDDBA,BABEE,EEBBB,BBBCE,ECBBB,EDDAB,CCCBD,ABCDE,ABBDE,EBBBB
265,DDDBA,ABDDD,EBBBB,BABEE,ABCDE,AACEE,ACDDD,EDBAA,DDDDA,ABDDE
266,DDDCA,EDBBB,ABDEE,EEBBA,ABCDD,ECCAA,DDDAA,ABDED,BBBEE,ABCDE
267,BBBCE,EDABD,ECBBB,CEDBA,BBADE,EDCAA,BBBED,AACEE,ECABB,ABCDE
268,DDDBA,BBAED,BDDBB,BBBBE,CEDBA,EDCBA,DAADE,ABBDE,ABBDE,EEBBB
269,BBBCE,EDABD,EEBBB,AEDCB,ACBED,BCBCD,DBCBE,ABCEE,EECAB,ABDDE
270,DDDBA,AADDE,EEABB,BACEE,ABCDE,ABCDE,BBDDD,ECABB,DDDAA,ABDDE
271,DDDBA,ACDDD,ECBBB,BBADE,ECBBB,EBCBB,EDCAB,ABCDE,ABBDE,DBCCC
272,BBBCE,EDABD,EBBBC,DECAA,BABEE,DACBD,CBBDD,ABCEE,EEDAA,ABDDE
273,DDDBA,BBECB,BCADD,BBADE,CEDBA,EDBBA,EECBA,ABBDE,ABBDE,EDBBB
274,DDDBA,BBAED,BDDBB,CBBBE,ADEDC,EDCBA,DBBAD,ABBEE,BABDE,EBBBB
275,DDDCA,EEBBA,ABDDD,DCDCA,BADCE,DCCBD,DBBCD,CBBDD,BABDE,ACDDE
276,DDDBA,AADDE,EEABB,BBADE,EDCAB,DDCAC,CCCBD,ABCDE,ABBDE,EECAA
277,DDDBA,BABEE,EEBBB,BBBCE,EDBBB,EDCBA,DBCAE,AACDE,ABBDE,ABDDE
278,DDDCA,BDBCE,CDECA,EDCCA,ACBCE,CABDE,CBDDA,ABDDD,ABBDE,ABCDE
279,DDDBA,AADDE,EDABB,BACEE,ABCDE,ABCDE,ADCDD,ECABB,DDDAA,ABDDE
280,BBBCE,EDABD,ECABC,EECAA,ACBEE,DBADC,BCCBE,AACEE,DDDDA,ABDDE
281,DDDBA,AADDE,ECBBB,AACEE,EDBBB,ADDDB,DCCBC,AACDE,DDDBA,ABDDE
282,DDDCA,ECBAB,ABDEC,EDCCA,AADEE,BBBBE,ADDDC,ADDDD,ABBDE,ABCDE
283,DDDBA,AABEE,EEBBB,BBBBE,ABCDE,ABCDE,ABDDE,BBDEB,CAACE,DDDAA
284,DDDBA,BABEE,DECAA,CBBBE,ECBCB,CDDCA,EBBBE,AACDE,EEDAA,ABDDE
285,DDDBA,BBAEE,BCEBB,CBBBE,AEECB,EECBA,EBBAD,ABBDE,BBBDE,EDBBB
286,DDDCA,EDBAB,AADEE,DDDCA,EDCBA,EABCD,DBBCD,BABDE,ABBDE,AADDD
287,DDDBA,ABDDD,ECBBB,AADDD,ABCDE,ABCDE,DCDCA,EABCD,EECAB,ABDDE
288,DDDCA,CCDCB,ABCEE,DCBBD,EBBCC,ECCCA,ACDDD,AADEE,AABDE,ABDDD
289,DDDBA,BBAED,BDDBB,CBBBE,ADEDB,EDDBA,DBACE,ABBDE,BBBDE,EEBAB
290,DDDBA,BACEE,EEBBB,BABEE,EBBBB,ECBBC,DCCBD,ABCDE,ABBDE,DEDAA
291,DDDCA,DDDCA,ABCDE,EECAA,DBDCA,ABDEC,ECBBB,EDBBB,AABDE,ABDDE
292,DDDBA,AADDE,EEABB,DCBBE,ABCDE,ABCDE,ABCDE,CDDDA,AABDE,EDBBB
293,BBBCE,EDABD,ECBBB,CEDBA,CDBAE,BDBCD,EABCD,ABCEE,DDDCA,ABDDE
294,DDDBA,ADECB,DABDD,AADEE,EDCBA,EDBAB,CBBCE,ACDDD,DDDDA,ABDDE
295,DDDBA,BBAEE,DECAA,BBBCE,EDCBA,CDDBB,EEABC,ABCDE,ABBDE,EBBBC
296,DDDCA,DDEAA,AADEE,DCCEA,ACDCD,BCEDA,BBCDC,ABCDE,ABBDE,ABBEE
297,DDDBA,AADDE,EEBBB,BBBCE,EDABC,DEBBB,EEBAC,AACDE,ABBDE,EEBBB
298,DDDCA,EEAAB,ABDEE,EDCBA,ECCBA,DDDAA,DDDDA,ABBDE,ABBDE,AADDD
299,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,AADDE,CCDEA,BABDE,EEBAB
300,DDDCA,ECBBB,ABDEE,EEDAA,BBBDD,DCDDA,EDACB,AADEE,BBBCE,ABCDE
301,DDDBA,BABEE,EEBAA,CCBBE,ABCDE,ABCDE,ABDDE,CDDDA,AABDE,EEBBB
302,DDDCA,DDDBA,AACEE,CCBBE,EBBBB,BDDDA,ABCCE,ABECD,BBBDE,AADEE
303,DDDBA,BBAEE,BCEBB,CBBBE,ADDCB,EDDBA,ECBBB,ABCDE,BABDE,EECAA
304,DDDCA,ECBBB,ABDEE,EECAA,CCBDD,EDCBB,CCDCC,ABDEE,AABEE,ABCDE
305,DDDCA,EDDAA,AADEE,CCCEA,ABDDE,ECBBC,BBBDE,ABBDE,AABDE,ACDDD
306,DDDBA,BDEBB,CABED,AADDE,EECBA,EDDAA,BCCBE,AACEE,DDDDA,ABDDE
307,BBBCE,EDABD,ECBBB,BEDBA,ABBEE,EBCCC,DBDBB,AACEE,ABBDE,ABDDE
308,DDDBA,BDEBB,CACDD,AACEE,EECBA,DDDCA,CBACE,ABDDD,DDDDA,ABDDE
309,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,ABCDE,CCDDA,BABDE,EEBBB
310,BBBCE,DDBAD,EECAA,ADDDD,BBCDD,CBBBE,CECBA,AACEE,ABBDE,EEBBB
311,DDDBA,BBBEE,DECAA,BBBCE,ABCDE,ABCDE,ABCDE,BBDEB,CAACE,DDDCA
312,DDDBA,BBECB,CACDD,AADDE,EDCBA,ECABB,BBBDE,ACCDE,EEBAB,ABDDE
313,DDDBA,AADDE,EEABB,BBBCE,DDBBC,EBCBB,DDCCA,AACDE,ABBDE,DDDAA
314,DDDCA,CCDDB,ABCEE,CCBBD,EBBBB,DEBBB,CACCD,AACEE,ABBDE,AADEE
315,DDDBA,ABEDC,EBBDD,BACEE,EDBAA,ECBAC,BBDCE,ACBDE,EECAA,ABDDE
316,DDDCA,CEBBB,ABDDD,EDDAA,AEDDB,ACCDD,CCDCB,ABCED,BBBEE,ABCDE
317,DDDDA,DCACE,BBDEB,EDCCA,ABDDE,DCDDA,AACEE,BBBBE,ABCDE,ABCDE
318,DDDBA,ADCCD,EACCC,AADDD,EDBBB,EDABB,DCBAD,AACDE,DDDDA,ABDDE
319,DDDBA,BBAEE,DDDAA,CCBBE,ABCDE,ABCDE,ABCDE,DEDBA,CCCDB,ABDDE
320,DDDCA,CCBEB,ABCEE,CCBBD,EBBBB,CBCDB,BBDBE,ACCEC,AABDE,AADEE
321,DDDBA,ABDDD,ECBBB,BBADE,ABCDE,ABCDE,ACDDE,EEDAA,ABBDE,ABDDE
322,DDDCA,CEDBA,ABCDE,EECAA,CBACE,BCBEC,DEBBB,EEBAA,AABDE,ABDDE
323,DDDCA,DECBA,ABDDD,DDEBA,BDCCC,DBBBE,CACDD,CACEC,BBBCE,ABCDE
324,BBBCE,ECABD,DDDAA,ACEDD,BABDE,DCCBC,BEDAB,ABCEE,ABBDE,DDDDA
325,DDDCA,EDABB,ABDEE,EDDBA,DCCDA,EBCCA,ABCDE,AACEE,BBBCE,ABCDE
326,DDDCA,ECBBB,ABCED,CCDDA,ABDDD,ECCCA,DEBBB,BDCCC,ABCDE,ABCDE
327,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,ACDDE,CCDDA,AABDE,EBBBB
328,DDDCA,EECAA,ABDDD,DDDCA,DDCBB,ACCDC,CCCAE,ABCED,BBBDE,ABCDE
329,DDDBA,AABEE,EEBBB,CBBBE,ABCDE,ABCDE,ABBCE,AACEE,DBABE,DDDDA
330,DDDBA,ABECB,DABDD,AADEE,EECBA,EDBBA,CECAC,ACDDE,EEDAA,ABDDE
331,BBBCE,DDABD,ECABC,EECAA,BABDE,DDDBA,DDCBA,ABCEE,EECAA,ABDDE
332,BBBCE,DDAAD,EEBBB,AEDCB,BBADE,CACED,DBBBE,AACEE,ABBDE,EEBBB
333,BBBBE,EDBAD,EEBAA,AEDCC,CBCDC,CDACD,ADCBE,AACDE,CCCDB,ABDDE
334,DDDCA,EDBAB,ABDEE,EEDAA,EDCBA,ECCAB,EEBAB,ABBDE,ABBDE,AADEE
335,DDDBA,BBAEE,DDEAA,CBBBE,DCCCB,EDBBA,ACDCE,ABCDE,ABBDE,EEBAB
336,DDDBA,AADDD,ECBBB,AADDD,EDBBB,EDCBA,DCBAD,ABCDE,ABBDE,EEBBB
337,DDDBA,AADDE,ECBBB,BACEE,ABCDE,ABCDE,ACECD,EECAA,CCCDA,ABDDE
338,DDDBA,BABEE,EEBBB,BBBCE,EDBBB,EDABB,EDDAB,ABCDE,ABBDE,DBCCC
339,DDDBA,ADEBB,CABDD,BABEE,EECBA,EDBCA,ACDCE,ABDDE,DDDDA,ABDDE
340,DDDBA,ADECB,DABDD,BACEE,EECBA,ECBBA,ABBCE,ACDDD,EEBAB,ABDDE
341,DDDBA,BBAEE,DDEAA,BBBCE,ECBBB,ECCBA,EDBAC,ABCDE,ABBDE,EBBBC
342,BBBCE,EDAAD,EEBAA,AEDCC,BADDD,BABEE,CBBCD,ABCEE,BCCDC,ABDDE
343,BBBCE,EDBAD,EEBAA,ADDCC,ABBDE,CBACE,EDAAD,AACEE,ABBDE,EBBBB
344,BBBCE,DDABD,EDBBB,CEDBA,BBBED,ABDDD,ECADC,AACEE,DDDDA,ABDDE
345,DDDBA,ADCCD,ABDEE,ACDDD,EDBBB,DEDCA,CDDAC,ABCDE,EBBCC,ABDDE
346,DDDCA,CCDDB,ABCEE,CCBBE,ACBDE,ACDCD,CDCAD,AACEE,AABDE,ABDDD
347,DDDBA,AADDE,EEABB,BABEE,EDBBB,EBBCB,CCDAD,AACDE,DDDDA,ABDDE
348,BBBDE,DDDCA,ABDEE,EECAA,CADDC,CBEDA,DDCAD,EEBAA,AABDE,ABDDE
349,DDDCA,EDCAB,ABCEE,EECAA,ECCBB,ECCBA,EBBAC,AABEE,AABDE,ABCDE
350,DDDCA,EDABB,ABDEE,EEDAA,DBCBD,DCDDA,DABDD,ABDDE,BBBEE,AEDCA
351,DDDBA,BEDBA,BACED,ABEDD,EDBBA,CBEDA,ABBDE,ABDED,CCDDA,ABDDE
352,DDDCA,ECBBB,ABDEE,DEBBA,ACCDE,CABDE,BBBCE,AADED,BBBCE,ABCDE
353,DDDCA,EDCAB,ABCEE,DDDCA,EDCBA,EEBAB,EBADC,ABCEE,AABDE,BBCCE
354,DDDCA,EDABB,ABDEE,EDDBA,CBBCD,CCEBC,ABCDE,AABEE,ABBDE,ADEDB
355,DDDBA,BDEBB,CACDD,AADDE,EDBBA,EDDBA,EDABC,AACDE,ABBDE,EEBBB
356,DDDBA,AADDE,EEABB,BBADE,EDBBB,CDDBB,DBBCE,ABCDE,CCDDA,ABDDE
357,BBBCE,EDAAD,EECAA,ACDDD,BACDE,DDBBB,BBDCD,AACEE,ABBDE,EBBCC
358,DDDCA,DEBBB,ABDDD,DCCEA,DCCBC,BECCB,BEBBC,BBDBE,AABDE,AADDD
359,DDDBA,ABDDD,EBBBB,BACEE,ABCDE,ABCEE,ABCDE,DDECA,BABDE,EEBAB
360,BBBCE,DDBBD,EEBAA,ADDCC,ACDDC,DAACE,BACDE,AACEE,AABDE,DEDAA
361,DDDCA,DEBBB,ABDDD,EEDAA,DBBCD,CEDCA,DADCC,BBCDE,AACEE,ABCDE
362,DDDBA,AADDE,ECBBB,BABEE,ABCDE,ACDED,BDEDA,EEBAB,DDDDA,ABDDE
363,DDDCA,EEBBB,ACDDD,DDDAA,CDBBD,ACCBE,BDDCB,ABDEC,BBBEE,ABCDE
364,DDDCA,EDBBB,ABDEE,EDDBA,DCDCA,ECDAA,DEBBB,AADEE,BBBCE,ABCDE
365,DDDBA,ABDDD,EBBBB,AADDD,ABCDE,ABDDE,DDBBC,ECBBB,DDDBA,ABDDE
366,BBBCE,ECABD,DDDAA,ACEDD,ABDDD,CCADE,BCCCD,ABCDE,ABBDE,EBBBB
367,DDDBA,ABDDE,BACDD,EECAA,EDCAA,BBBDE,DBBCD,DDDBA,ABBDE,ABDDE
368,DDDCA,DECBB,ABDEE,DCDDA,CABDE,DACDD,CCDDA,CACCD,BBBCE,ABCDE
369,DDDBA,DECBA,ABCCE,EECAA,CBBCE,BDDDB,EDAAC,EECAA,AABDE,ABDDE
370,DDDBA,ACDDD,ECBBB,AADDD,EDBAB,BCDCB,EDBBB,AACDE,DDDDA,ABDDE
371,DDDCA,BBAEE,BCECB,EDCBA,ABCDD,ADCBE,DBBBD,ACDDD,ABBDE,ABCDE
372,BBBDE,EEBAA,AACEE,EECAA,EDBBB,BDECA,CCCCB,EBBBB,AABDE,ABDDE
373,BBBCE,EDAAD,EEBBB,AEDCB,BBCED,BECAE,ECBBC,AACEE,ABBDE,ABDDE
374,BBBDE,EEBAA,ACDDD,EECAA,CCCCC,EDCBA,DDCCA,ACCDD,AABDE,ABDDE
375,DDDBA,AADDD,ECBBB,BBADE,ECACC,DCDCA,DCBAD,AACDE,ABBDE,EDBBB
376,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,ABDDE,DDDBA,ABBDE,EBBBC
377,AABEE,DDDCA,ABDDD,EECAA,EBACC,BDCCD,CCCCA,BACED,AABDE,ABDDE
378,BBBCE,EDBAD,EECAA,ADDDC,BDCCC,DACDC,CBBBE,AACEE,CCCDB,ABDDE
379,DDDBA,BBAEE,DDDAA,CBBBE,ABCDE,ABCDE,ABCDE,CCDEA,BABDE,EEBAB
380,DDDBA,BABEE,EEBBB,BBBCE,EDBBB,DDDCA,CBBBE,ABCDE,DDDAA,ABDDE
381,AADED,EDAAC,EABBD,EECBA,BBBDE,EBDCA,DCCAD,ABCDE,ABBDE,ECBBB
382,DDDCA,EEAAB,ABDEE,EDDBA,BBCDD,DCDDA,CCDBC,AABEE,ABBDE,ACDDD
383,DDDCA,EEAAB,ABDEE,EDDBA,ECCCB,CBCBE,DAADD,AABEE,ABBDE,ADDDC
384,DDDBA,AADDE,EEABB,BABEE,EDBBA,DDDCA,ECABD,ABCDE,ABBDE,EDBBB
385,BBBCE,ECABD,DDECA,AADED,ACCDE,DCBBD,DDDAD,AACEE,ABBDE,EEBAB
386,DDDCA,BABEE,DECAA,CBBBE,ABCDE,ABCDE,ACDDD,EDABB,DEDAA,ABDDE
387,DDDBA,AADDE,EEABB,BABEE,ABCDE,ABCDE,BDBAE,EDBBB,DDDDA,ABDDE
388,DDDCA,EEAAB,ABDEE,DDDCA,EDCBA,EDABB,EDBBB,ABBDE,AABDE,ADDDD
389,DDDBA,BABEE,EEBBB,BBADE,ABCDE,ABCDE,ABDDD,EECAA,DDDDA,ABDDE
390,AABEE,EDAAC,EABBD,EECAA,BACDE,ECBBC,CDBBD,ABCEE,ABBDE,EEBBB
391,DDDBA,BABEE,DECAA,CBBBE,ABCDE,ABCEE,ABDDE,EECAA,CCCDA,ABDDE
392,DDDBA,BBAEE,DECAA,CBBBE,ABCDE,ABCDE,ABDDD,DDDCA,ABBDE,EBBBB
393,DDDCA,CCDDB,ABCEE,CCBBD,CACED,CCCCD,BBCCD,ABCEE,ABBDE,ABDDD
394,DDDBA,BBAED,BDDBB,BBBBE,ADDDC,EEBBA,EDAAD,AACEE,AABDE,EBBBB
395,DDCCB,EBBBD,BBCEB,EDCBA,BBCDD,DABCE,BBBEE,AADDD,EDCBA,EDCBA
396,DDDCA,EDBBB,ABDEE,EEDAA,DCCCB,EDBCA,ABCDE,ACDDE,AACEE,ABCDE
397,DDDBA,AADDE,ECBBB,BBADE,ABCDE,ABCDE,ABCDE,CDEDA,BABDE,DEDAA
398,DDDBA,BBBEE,DECAA,CCBBE,AACDE,ABCDE,ABCDE,AACEE,DAACE,DEDAA
399,DDDCA,ECBBB,ABCDD,DEBBB,AEDCC,DDCAD,CECCA,CBCDD,BBBEE,ABCDE
400,DDDCA,EDDAA,ABCEE,DDDCA,EDCBA,EDABB,EDCAA,ABCDE,ABCDE,BBBDE
401,DDDBA,AADDE,EEABB,BBADE,ABCDE,ABCDE,ABDDE,CDEDA,BABDE,EECAA
402,BBBDE,ECABD,BABEE,EECAA,EDABD,DDCBB,DDCAC,DDDBA,AABDE,ABDDE
403,DDDCA,EDBBB,ABDEE,EEDAA,ABDED,BABDE,ABCDE,ACDDD,BBBEE,ABCDE
404,DDDBA,BBADE,DDEBA,DCBBD,ACDDD,ABCDE,ABCDE,DDDDA,AABDE,EDBBB
405,BBBCE,DDABD,DDDAA,ACDDD,ABCEE,EABBD,BBBCE,AACEE,AABDE,EBBBB
406,DDDCA,EEAAB,ABDEE,EDDBA,ECCBB,ECCBA,ABCDE,AABEE,AABDE,ACDDE
407,BBBCE,EDBAD,EEBAA,ADDDC,BABDE,DDBBD,BBBBE,AACEE,ABBDE,DDEAA
408,DDDBA,BBADE,CDEBA,EDCCA,ADDDD,DDDAC,DECAC,ABCDE,ABBDE,EECAA
409,AADED,DDCCA,AACEE,EECAA,CBBDE,ECCBB,BCCAE,ABCDE,EDABB,ABDDE
410,DDDBA,BBBEE,DECAA,CBBBE,ABCDE,ABCDE,ABCDE,AACDE,EBABD,DDDDA
411,DDDBA,AADDE,ECBBB,BABEE,ABCDE,ACBCE,CEDBA,EDBBB,DDDCA,ABDDE
412,DDDCA,EEBAA,ABDDD,DDDBA,DEDBA,ACDDC,CCDBC,BBCED,BBBCE,ABCDE
413,DDDBA,BBECB,CABDD,BBBCE,BEECA,EDCBA,EBBBD,AABEE,BBBDE,EBBBB
414,DDDBA,BBAEE,DECAA,CBBBE,EDBBB,ECBCB,DCBAD,AACDE,ABBDE,DDDBA
415,DDDCA,EDDAA,AADEE,DDCCA,AEDDB,CBDDB,DBBCC,ACCDE,BBBCE,ADEDA
416,DDDBA,BBAEE,DDEAA,CBBBE,ECBBC,EDCBA,BBDCE,ABCDE,ABBDE,ABDDE
417,BBBCE,EDABD,ECBBB,DECBA,CDCBC,BCECA,DDDAB,ABCEE,EEDAA,ABDDE
418,DDDBA,AADDE,EEBBB,BBBCE,ECBBC,DDDBA,CBBCE,AACDE,ABBDE,EEBAB
419,BBBCE,EDABD,EEBBB,AEDBB,BBDCD,DBDDB,ABDBE,ABCEE,EECAA,ABDDE
420,DDDBA,BBAEE,DDEAA,CBBBE,EDBBB,BBBED,EDAAC,ABCDE,DDDBA,ABDDE
421,DDDBA,BABEE,EEBBB,BBBCE,ECBCB,CACDD,EDCAB,ABCDE,ABBDE,EEBAB
422,BBBCE,ECABD,DDEAA,ABDDD,ABCDE,ACDDC,BCCBE,AACEE,ABBDE,DDDDA
423,DDDBA,ACDDD,EABCC,AAEDD,ECBBB,BBEDC,DCBAD,ABCDE,EECAA,ABDDE
424,BBBCE,EDABD,ECBBB,DEDBA,CDCBD,CDECA,ABEDB,ABCDE,CCCDB,ABCDE
425,DDDBA,BBAED,BDDCB,CBBBE,ADECB,EDCAA,DDCBA,AABDE,ABBDE,EEBBB
426,DDDCA,EECAA,ABDDD,DDDBA,DDBDB,CBCBD,CDBDC,CACCE,BBBBE,ABCDE
427,DDDCA,EEBAA,ACDDD,EECBA,BDDBC,ACCDD,DEBBA,ABDED,BBBDE,ABCDE
428,DDDCA,EEBAB,ABDEE,EDBBA,ABCEE,EDDBA,BBBCE,AACEE,ADDDD,ABCDE
429,DDDCA,DDDCA,ABCCE,EECAA,EDBBB,ECBBB,CDCBD,EEBAA,AABDE,ABDDE
430,DDDCA,EDCAB,ABCEE,DDDCA,EDBBA,ECBBA,DCBBD,ABBDE,AABDE,ABDDD
431,DDDBA,BBAEE,BDEBB,CCBBE,ACDDC,EDCBA,EDCBA,ABCDE,ABBDE,DEDAA
432,DDDCA,DCBAE,BCDEA,EDCCA,ABCED,ECDBA,BCCCD,AADEE,ABBDE,ABCDE
433,DDDBA,ABDDD,EABCC,AAEDD,ABCDE,ABBDE,EDCBA,EBBBC,DEDAA,ABDDE
434,DDDBA,AADDE,ECBBB,BABEE,ABCDE,ABCDE,BEBCB,ECABB,EEDAA,ABDDE
435,DDDBA,BAEDC,BDADD,BBADE,DECBA,EDCBA,DCBAD,AADED,CCDDA,ABDDE
436,DDDBA,ABDDD,EBBBB,BACEE,ABCDE,ABCEE,BEDCB,EDBBB,CCCDA,ABDDE
437,DDDBA,BBBEE,DECAA,CBBBE,ABCDE,ABCDE,ABCDE,ABCEE,DBABE,CCDDA
438,BBBDE,DDCCA,AADEE,EECAA,CBBCE,EBDBB,DDBAC,DDDBA,AABDE,ABDDE
439,DDDCA,CCEBB,AACEE,CCBBD,ADDCC,ACDDD,CCEBB,ABCDE,BABDE,ACDDD
440,DDDBA,BABEE,EEBBB,CBBBE,EDABB,EDCBA,DCBAD,ABCDE,ABBDE,EEBBB
441,DDDBA,BBAEE,DDDAA,DCBBE,ABCDE,ABCDE,ABCDE,DEDBA,ABBDE,ABDDE
442,DDDCA,EDCAB,AACEE,DDDCA,EDBBB,EDDAA,EDBAB,ABBDE,ABBDE,AADDD
443,DDDBA,EDDCA,AACEE,EECAA,EDBAB,DDCCA,CCCCA,ACCDD,AABDE,ABDDE
444,BBBCE,DDABD,EDBBB,CEDBA,CABDE,CCEBB,DCBAE,AACEE,DDDDA,ABDDE
445,DDDBA,ADEBB,CACDD,AACEE,EDCBA,EDBBB,ABCCE,ACEDD,DDDDA,ABDDE
446,DDDBA,BBAED,BDEBB,CBBBE,ADEDC,EDCBA,ECABB,ABCDE,ABBDE,EECAA
447,DDDBA,ADECB,DABDD,AACEE,EECAA,EDCBA,ABDDE,ACDDE,DDDDA,ABDDE
448,DDDCA,BEDDA,ABCCE,EECAA,ECBBB,EDDAA,DCBAD,EEDAA,BABDE,ABDDE
449,BBBCE,EDABD,EDBBB,BEDBA,DDCBB,EDCAB,BCECB,ABCEE,CCCDB,ABDDE
450,DDDBA,AADDE,EEABB,BBBCE,EDBCA,DADCB,DCEAC,AACDE,ABBDE,DBCCC
451,DDDCA,EEABB,ABDEE,DDDCA,EEBAA,DDDAB,BBEBD,BABDE,ABBDE,ADDDD
452,DDDBA,BBADE,DDEAA,EDCCA,ADDDD,ABDDE,ABCDE,AACEE,DAACE,DDDAA
453,DDDBA,AADDE,ECBBB,BABEE,ABCDE,ABCDE,BCCAE,EEBAB,DDDDA,ABDDE
454,DDDBA,AADDD,EEABB,BABEE,ECBBB,DDCAD,DBDBC,AACDE,CCDDA,ABDDE
455,BBBCE,DDAAD,EEBBB,AEDCB,DCCCB,BCBDD,DDCBB,ABCDE,AABDE,ABDDE
456,DDDBA,ADEBB,BACDD,ACDDD,EDCBA,EECBA,BBBBE,ADCDD,EECAA,ABDDE
457,BBBCE,ECABD,DEDAA,ACDDD,CBDCD,ABDCE,CCBBE,AACEE,ABBDE,AACDE
458,DDDCA,EECAA,ABDED,DDCDA,ACDDD,ADDCB,CBDCC,ABCED,BBBCE,ABCDE
459,DDDCA,CCEBB,AADEE,EDCCA,DBCCC,BDCCC,ACEEB,ABBEE,AABDE,ABDDD
460,DDDBA,ABDDD,EBBBB,BACEE,ABCDE,ABCDE,ACDCE,EEBAA,CCCDA,ABDDE
461,BBBCE,EDABD,EEBBB,AEDCB,BBBED,CDDBB,DECAA,ABCEE,DDDDA,ABDDE
462,DDDCA,EEBAB,AADEE,DDDCA,ECBBB,EDBBB,DEDAA,ABBDE,ABBDE,ABDDD
463,DDDBA,BBAEE,DDEAA,BBBCE,DCBBC,AEDCB,EEBAB,ABCEE,ABBDE,DEDAA
464,DDDCA,CDBAE,BCDEA,EDCCA,ABDED,BABDE,DDDBA,AADEE,ABBDE,ABCDE
465,DDDBA,AADDE,ECBBB,ACDDD,ECBBB,EDBBB,EDCBB,AACDE,EBBBB,ABDDE
466,DDDCA,EDCAB,ABCEE,DDCCA,EDCBA,ECBCA,CCCAE,ABBDE,ABBDE,AADEE
467,DDDBA,CBACE,BCECA,DCBBC,ADDDD,EDCAA,ECCBA,AACDE,ABCDE,CDDDA
