,0,1,2,3,4,5,6,7
181,DDDCBABAA,ABBCCDDCD,AAACBDDDD,BCDDDBABA,AAABBCCDD,DDDCCCBAA,DDDCBBAAA,DDCDCAAAB
182,ABBBDDDBB,DDCCBBBAA,DDDBAAAAA,AAABCCDDD,DDDCBBAAA,ACCCBABDD,AACDDDCBA,AAABBCDDD
183,AACDDDDCB,DDCCBBAAA,AAABBCDDD,DDDDCCBAA,BBBAABCDD,CCCDDCBAA,DDCBAAABC,AAABCCDDD
184,AACDDDCCB,DDDCCBAAA,AAABBCDDD,DDDDCCBAA,BBBAABCDD,CCDDDCBAA,DDCBAABBB,AAABBCDDD
185,ABCDCDCAA,DDDCCBAAA,AABCDDDCC,AABCDDDBA,AAACDDCCD,AABCDDDBA,DDDDCBAAA,AAABDDCBD
186,DDCAAABCD,BAABCCDDC,AAACCCDDD,CCCCDDBAA,DDCAAABCD,ACDDCAABB,AAACBCCDD,BCDDCCBAA
187,AAACDDDCC,DDDCBBBAA,DDDBAAABB,AABBCCCDD,BDDDCBAAA,AAABBCDDC,CCDDCBAAA,CCAAAABDD
188,CBAADDCBB,ACADDDCCB,CCBBAACDD,AABCCBCDD,CBAABBCDD,CDCDCCBAA,DDCCBBAAA,AABCCDDBC
189,DDCBAAABC,AABCCDDCD,DDDCCBBAA,DCBAAACDD,ABCDDCBAA,AAAACCDDD,DDCBABAAB,DDDCBBBAA
190,AACCDBDDA,BDDCBAACC,BAAABDDDD,BDDDDBAAA,BCDDCBAAB,BDDDDCAAA,BBCBAADDC,BAABCDCCD
191,AABBCCDDD,ACBCBBDDB,DDDCBBAAA,AAABBCDDD,ABCDDCBAA,DDDBAAABC,ABAABCDDD,DCCDCCBAA
192,ABCDCDAAC,DCBCBAABC,BAAABBCDD,DDDCCBAAA,BDDDBAABC,ABCCDDCAA,CAAABCBDD,BCCAABDDD
193,CDDDCBBAA,AAABBCDDD,DDCAAABCD,AABBCCDDD,DDCBBBAAA,CBBAAACDD,AABCDDDCB,DDCBBBABA
194,AACCCDDCD,DDDCCBBAA,BCCBAAADD,AAACDDDDC,CCDBAACDD,DDDCBAAAA,DDCAAABCD,BBAABDDDB
195,AABBBCDDD,AAABCDDDB,DDDCBAAAB,AABCCDDDD,ABDDCBBBB,DDDCCBAAA,AAABCCDDD,DCCCCCCAA
196,AACCCCCCC,AAABDDDDB,DDDCBAAAB,AABCCDDDC,AAACCCDDD,DDDDCCBAA,AAABBCDDD,DDCCBAABB
197,ABBDDCABD,DDCBAABCC,AAAABCDDD,BAAACDDCC,DDCBBBAAB,AABCDDDCA,CBAAABCDD,DCBAAACDD
198,CBABDDCBA,CDCAAABDC,CAABDDDBA,ABCDDDBAA,ABAACDBDD,CBABCDDBA,CDDDCAAAB,DDBAABCDC
199,BDDDCBAAA,AABBCDDDD,DDCBAAABC,AABCCCDDD,DDCBBAAAA,DDDCBAAAC,AABCDDDCC,DCAABBBCD
200,AABCBBDDD,CABDDDCAA,BBAABDDDD,AAABCCDDD,DDDCBBAAA,AAABCDDCA,AAABCDDDC,AACDDDAAB
201,AAABDDCBC,DDDCBAABB,CBAACDDCC,AAABCCDDD,DDCBBBAAA,BCDDCAAAC,CDDDCAAAB,BCDDDBAAA
202,DDDBAAAAB,AABBCCDDD,DDDCCBBAA,DDCBAAABC,AABDDDCBA,CBAAABCDD,ABCCDDBBA,DDDCBAAAA
203,AACDDDCCB,DDDCBBAAA,AAABBCDDD,DDDCCBBAA,AABAABCDD,CCDDDCBAA,DDCBAAABC,AAABCCDDD
204,DDDBABAAA,BBCBAABDD,AAABCCCDD,DDDCCBAAA,AAABCDDDC,DCAAAABCD,ABCBDBDAD,DDBBBCAAD
205,DDCAABCCB,ABCDDCBBB,AAABBCDDD,ABCCDDDCA,AAABCDDCB,DDDCCBAAA,DBBACDACB,CDCCCCCAA
206,ABDDDBCAA,DCDBAACBA,DDDCBAAAB,AABBCCDDD,DDDBBBAAA,DDCAAAABD,AAABCDDCC,DDAACBDBC
207,CBCDCBAAC,DDBAAACDC,BAABDDDCB,BBDDAAACC,ABDDBABCB,AACDDCBAB,DDCAAABCD,BAACDDCAA
208,AABCCDDDB,DBABCBCDB,DDDCBAAAA,AABBBBCDD,ABDDDCBAA,DDDCCBAAA,AAABCCDDD,AAABBCDDD
209,CCCDCCCAA,DDDCCBAAA,AAABBCDDD,AABBCDDDA,DDBAAABCC,AAABDDDDC,DDCCBAAAA,AABBBCDDD
210,DDCAAABCB,AACCCACDD,AABBCCDDD,ACCDDDCAA,BAABDDCCA,DDDCCBBAA,ADDDCBBBA,CDCDBCAAA
211,CDDCBCAAA,DDCBBCAAB,DDCBBAAAB,AAABBCDDD,DDCBBAAAA,AAABBCDDD,BBCDDDBAA,AAAABCDDD
212,AABCDDDCC,DDCAAABCD,ABDDDDBAA,DDDCCBAAA,AAABCDDDC,DDCBAAABB,AABCBCDDD,AABBDDCCC
213,BDDCCBCAA,DDCCBAABA,AABBBBCDD,CCDDDCAAA,ABDDDBAAB,DDCCCCBAA,BAACCBBCD,AAABBCDDD
214,CDDDCBAAA,CBBBCBADD,AAABBCDDD,CCCCCCCAA,AABDDCCCC,DDDDCBAAA,DDCBAAABB,AAABBCDDD
215,AACCBCDDD,AAABCCDDD,DDDCBAAAB,AABCCCDDD,ABDDCBBBB,DDDCCBAAA,AAABCDDDD,BAABBBCDD
216,AABBCDDCC,BCCDDCCAA,DCBAAABDD,AABCCDCDC,DDDBAAAAB,DDDCCBAAA,AAABCDDDD,DDACCBBAB
217,DDDCBAAAA,AABCDDDCC,AABCDCDDB,AAABCDDDB,CBAAACDDD,AACDDCCBB,DDDCBBAAA,DDDCCBAAA
218,BAAABBCDD,CBACBABDD,DDCCDCAAA,AAABCCDDD,DDCCBBAAA,AAABBDCDD,ACDDAABDB,CCDDCBAAA
219,CDDCCBBAA,DDCCCBAAA,AAABCCDDD,ABBCDDCAA,CDDBAABCD,BBBDDDBAA,DDDCCBAAA,AAABBCDDD
220,BCCBAABCD,CBAAABCDD,DDDCCBAAA,AAABCCDDD,DDDCBBAAA,BAAABCDDD,DABACCBCC,ABBCCDDBA
221,CBABAADDD,CDDCBBAAB,BDDDCCBAA,DDCCBBBAA,AAABBCDDD,DDDCCBBAA,AAABCDDCD,BCCDDBAAB
222,AABBBCDDD,DDDCCBBAA,DDCBAABCD,AABCCDDDD,BCDCBAABB,DDDCCBAAA,AAABCCDDD,DDDCBBCAA
223,DDDCBAAAB,AABBBCCDD,DDDDCBAAA,DCBAABCDD,CCDDCBAAA,AAABCDDDD,DDCBACABA,DDDBBBAAB
224,AAABCDDDD,DDDCCBBAA,DDCBAAACD,AABBCCDDD,DDCBBBAAA,CCBAAABDD,AABBCDDCC,CDBDCBCAA
225,DDCBABCBA,AAABDCDCC,AABABCDDD,BCDBCCDBA,AAAACDDDC,DDDCCBAAA,BBABBBCDD,ACCDCDBAA
226,AAABCCDDD,DCBAABBDC,DDCCDCBAA,DDDCBBAAA,AAABCDDDC,DDCAAABCC,AAACCDDCC,ABAABCDDD
227,CDDDCBBAA,DDCCBAABB,AAABBCDDD,DDDCCCBAA,AAACDDDCC,BCCCDDCAA,DDDCBAAAA,AAABBCDDD
228,AABBCCDDD,DDDCCBAAA,BBBAABCDD,AABCCDDDD,CBAABBCDD,DDDDCBBAA,DDCBBAAAB,AABDCBBDC
229,AACBBCDDD,DDCBAAABC,AACDDCBCC,DDDCCBAAA,AAABCDDDD,DDCBAAABC,AACCCCDCC,AACDCCCCA
230,AAABCCDDD,DDDCBCAAA,DDDBAAABC,AABCCCDDD,DDDBBAAAA,DDDCCBAAA,AAABCCDDD,ABCDDCCBA
231,DDCBAABBB,AABCCDCCD,DDDCCBBAA,CBAAABCDD,BCDDCCBAA,AAAABCDDD,DDDCBAAAA,DDDDCBAAA
232,CBABDDCBA,BDDDBAAAC,CDDCAAABB,DDDBAAABC,BAAABDDDD,ABAADCBDD,DBAAACDDB,AAAACDDDD
233,ABDDDCCBA,ABDDDCAAC,BACCBABDD,DCCAAACDD,BAABCDDDC,BAAABCDDD,DDBABCDBA,AABCCBCDD
234,CDDDCBAAA,BAABBCCCD,AABCCCDDD,BCCDDDCBA,ABDDCBABB,ADDDCCBAA,DDDCBBAAA,BAAABBCDD
235,AAABBCDDD,DCCCAADCA,DDDDBAAAB,AABBCCDDD,DDDCBBAAA,DDDCBAAAB,AAABCDDCC,CCCDDCBAA
236,CDDDCBAAA,DDCCAAABB,AAABBCCDD,ACDDDDAAB,CDDCAAABC,DDDCCBBAA,DDCCCBAAA,AAABBCDDD
237,DDDBAABBC,AABBBCDCD,DDDCCCBAA,AAABCCDDD,DDDCBBAAA,BAAABBCDD,ABCDCDDBA,DDDCCBAAA
238,DDCBABBBB,DDCAAAACD,AABABCDDD,DDDCCBAAA,AAABDDDCC,DDCBAAABC,AABBBBDDD,CACDDCAAB
239,DDDCBBBAA,DBCCCAABD,AAABCCCDD,CDDDCCBAA,AAABBCDDD,DCCCCCCAA,DDCBBABBA,AABABCDDD
240,DDBBBBBBA,ABDCDBBBC,CDCDDCBAA,BCDDDCBAA,AAABCCDDD,AABCBDDDD,DCCCCADBA,CCCDDDBAA
241,DDDCBAAAA,AABBBCDDD,CDDDCBAAA,DDCBAAABC,ABCDDCBAA,AAABCCDDD,BCCCCDCAA,DDDCCAAAA
242,AACDDDDCB,DDDCBBAAA,AAABCCDDD,DDDCCBBAA,BBBAABCDD,CDDDCCBAA,DCBAAABCD,AAABCCDDD
243,ABDCBBBCB,DDCCBBAAC,DCCCABABC,AAABCCDDD,DDDBBBAAA,DDDCBAAAC,AAABCCDDD,CBBCDDABA
244,DDDCCCBAA,AABCDDDCC,BBAABBCDD,DDDCBBAAA,AAACDDDCC,CCCDDCBAA,AABCDDDCA,AABCDDDBB
245,BAAADDCDC,DCAAABCDD,DBAAABDDC,BCCDDDAAA,DDBAABCBB,CCBAAABDD,DCAAABDDC,BAABCDCDD
246,DDDCBBAAA,DCCCBABBB,AAABBCDDD,CDDDCCBAA,AAABCDDDD,DDDDCBBAA,DDCBBABAB,AAAABCDDD
247,BCDDDDBAA,DDDCBAAAA,AAAABBCDD,DDDCBAAAB,DDBAAABCD,BCDDDCBAA,ABCDDBACD,BCDBAACDC
248,BCDDCBBBA,DDCCBBAAA,AAABCCDDD,DDDCCBAAA,AAADDCCCC,DDDCCBAAA,AAABBCDDD,AAABCCDDD
249,ACDDCBCBB,CDDCBBBAA,DDDCBBAAA,AABCCCDDD,CDDDBAAAA,DDDCBBAAA,AABDDCCCC,AAABCBDDD
250,AABCCDDBB,DDCBAAABC,DDDCBAAAA,ACDDCBCAA,AAACDDDCC,AABCCDDDB,DDCCBBBAA,AABACDCCD
251,DDCCBBBBA,DDBAABABC,AAABCCDDD,DDDCCCBAA,BAAABCDDD,DDDDCCBAA,DBABAABCD,AAABBCDDD
252,AACDDDCCB,DDDCCBAAA,AAABCCDDD,DDDCCBBAA,BBBAABCDD,CCDDDCBAA,DDBAAABCC,AAABBCDDD
253,BAABBACDD,DCBCCAACD,DCBAABCDB,BAAABCDDD,CDDDCBAAA,BAAABCCDD,ABCCDDBAB,DCDDDBBAA
254,AAABCCDDD,DCBCDBCBA,DDDCCBAAA,AABBCCDDD,DDDDCBAAA,DDDCAAABC,AAABCDDCD,DADCBDBBA
255,AACCDDDCB,DDCCBBAAA,AAABBCDDD,DDDCCBBAA,ABBAABCDD,CCCDDCBAA,DDBBAAABC,AAABCCDDD
256,BBCDCCDBA,BDDDCBAAB,CDDBAAABD,DDDCBAAAB,DDCAAABCD,CDDCBAAAB,DBAAABCDD,CBAABCBCD
257,AAABCCDDD,DDCCCBABA,DDDCCBAAA,AABBCCDDD,ACDDCCBAA,DDDCCBAAA,AABBCBCDD,ABBDDDDBA
258,DDCBCCBAA,AABDDDCCB,DDBAACDCA,AAABBCDDD,DDCBBAAAB,AAABBCDDD,AAACCBDDD,DDDCBAAAB
259,ABDDDCCBA,AAACCDCDC,DCBAAACDD,AABCCDDCC,DDDBAAABB,DDDCCBAAA,AAABCDDDD,DDCCBBAAA
260,ABCCDCADC,CAAACDDCB,CBBAACDDD,BBCDDDCAA,AAACDDDCC,BCDDDDBAA,DDCAABBBC,CBAACDDCD
261,ACDDCCABA,ACBABCCDD,DDDDCBAAA,AAABCCDDD,CDDCBBAAA,DDBAAABCD,AABBCCDDD,BAACDBCDB
262,BAAADDCBD,ACCCAABDD,DDCCCBAAB,AABBCCDDD,DDCCBBAAA,AAABCDCDD,ACDBAACDC,DDDDCBAAA
263,DDBAAACCD,ACDBCBBDB,DDCDCCAAA,AABBDDCBD,AAABCCDDD,DCCDDCBAA,DDCBBBAAA,DDBCCBCBA
264,DDDCBBAAA,DCDDCBAAA,BCDDCCBAA,AAAABCDDD,DDCCBBAAB,AABCCCDDC,DDCBABBAA,ABBABCDCD
265,DDCBAABBB,AABDDDCBC,AAAABCDDD,AAABBBDDD,DCAABBCCB,DDCCCBBAA,DBDDDABAA,BBBAABCDD
266,BDDDCCBAA,DBBBBABCC,BBBAAACDD,ABCDDDCAA,CDDDBAAAA,DDDDCCBAA,DDDDCBAAA,AAABBCDDD
267,CBBAAABDD,DBADDCCAB,DDDCCCBAA,AAABCCDDD,DDDCBBAAA,BAAABCDDD,DDDCBBAAA,CCDDCCBAA
268,BBAABCCDD,DDBAABCCC,DDCCCBAAA,DDDCBAAAA,AABDDDCBB,BAAABCDDD,AAAACDDDC,DDDDCBAAA
269,ABCDDDAAB,DCAAACDDC,ABACDDCCC,CBCAABDDC,BAAABCDDD,DDBABCBBA,CDDBAACCB,CCBAACDCD
270,CDDBABBBA,DDDCBAAAB,AAABBCDDD,DDDCCCAAA,AAABBCDDD,DDDDCBAAA,DDDDCABAA,AAABBCDDD
271,DDDCCBAAA,DDCCBAABC,AAAABBDDD,BBCCDDCAA,BDDCBAABC,DDDDCBAAA,DDCCBABAA,AAABBCDDD
272,DDCBBBBAA,DBBBCAACD,AAABCCDDD,DDDCCBAAA,AAABCDDDD,DDCBBAAAB,AABBBBDDD,BAADCCBDB
273,DDDCBBAAA,AAABCCDDD,AABBBCCDD,DDDBBABAA,AAABBCCDD,CDCCCBCCA,DDDBCBAAA,DDCCBAABB
274,AAABBCDDD,CABBABDDD,DDCBDCBAA,AAABCCDDD,DDDCBBAAA,BAAABCDDD,BBCDCAABD,DDDDCCAAA
275,AAABCDDDC,DDCCBBAAA,BCCDDDCAA,DDCCBBBAA,AAACDDDDC,BCDDDCBAA,DDDCCBAAA,BAAABBDDD
276,ACDDDCCAA,DDCCCBAAA,AAAABCDDD,ABCBACDDD,DDDBBAAAA,CDDDCBAAA,AAABCCDDD,AAABCCDDD
277,DAADDBABD,DBAACDDBA,ACDDBABBD,DBBBCDCAA,ABACDCBDC,ABCCBABDD,CBBDDCAAC,DCAACDCAB
278,DDCBAABBB,AAABBCDDD,CDDCDCAAA,DDCBAAABC,CDDDCBAAA,AAABCCDDD,BCDDDCBAA,DDDCBBBAA
279,DDCAAAACD,BBAAACDDD,DDDCCCBAA,BAAABCDDD,BCDDCCBAA,BBAAABCDD,DDDCCBAAA,DDCCBBBBA
280,AABBBCDDD,ABBDDDDBA,DDCBAAABB,AABCCDDDD,AADDCBCCC,DDDCCBAAA,AAABCCDDD,DCABACBCB
281,BABBDCDCB,DDDBBBABC,DDDDCBAAA,AAABCCDDD,DDBAAABCD,AAABCCDDD,DDDCBAAAA,AAAABCDDD
282,BBCCDDBAB,DDDDCBAAA,AABDDDCCB,AAABCCCDD,ABDDCBBAA,DDDBAAABD,CDDDCBAAA,ABCDDBABD
283,DDCAAACCC,DDCCBCABA,AAABBCDDD,AABCDDDCB,AABCDDCBB,DDDCCBAAA,ABBCBCCCD,DDCBCCBAA
284,DDCBAACCA,DDCCCABAA,AAABBDDDD,DCDDCCAAA,AAAABDDDD,DDDCCBAAA,DCBBAAACD,AACDDCCBB
285,AAADDDCBB,AACDDCCCB,CCDDCCBAA,DBAABBCDD,AAABCDDDD,DDDCCBAAA,AACCDCABD,DDDDBAAAB
286,AACDDDCCB,DDDCBBAAA,AAABBCDDD,DDDCCBBAA,BBBAABCDD,CCDDCCBAA,DDBAAABCC,AAABCCDDD
287,DDDCBBBAA,ABBBBCCCD,AABBCCCDD,AAABCCDDD,DCBAAABCD,DCDDCBAAA,DDDCBBAAA,AAAACCCDD
288,DDDBBAAAB,CBAAABCDD,DDDCCBCAA,AAABCCDDD,CDDDCBAAA,CCBAAACDD,AAABBCDDD,DDDCCBBAA
289,BBBBCBACD,DCBAAACDD,DDCCAAABC,CDDBAABCC,AACBBDDDC,CDDDCBAAA,BABCDDDBA,AABCCDDDB
290,BBCBCBACD,DDCCCBAAA,AACDDDCCC,DDDCCBBAA,AAABDDDCD,DDDCBAAAB,BABCCAADD,BAABCCDDD
291,AAACCCDDC,BBCDDDBAA,ABDDDCCAA,BAACCCCDD,AAABBDDDD,DDDDCBAAA,DCABCCACD,CBAABDDCB
292,DDDCCCBAA,DCBCBABBD,AABBBCDDD,AABBBBCDD,DBAAABCCD,CCCDCCBAA,DDDDBBAAA,AAABBCDDD
293,ACDDCCBAA,DDCCBBAAA,BBABABCDD,CCDDDCAAA,AACDDCBBC,DDDDCCBAA,DDCBBBAAB,AAABBCDDD
294,DDDBBBBAA,DDDBBAAAA,AAABBCDDD,BCCDDBBBA,CBAAABDDD,DDDCCBBAA,DDCBCAAAA,AAAABDDDD
295,DDDBAAABA,ABCCCCCCD,BCCCDDCBA,DDCBAABBC,BCDDCCBAA,AAABBCDDD,BCDDDBAAA,DDDBBBAAA
296,AABDBADDB,AACDDDCBA,AAABCCDDD,DDCBBBAAB,AAABCDDDD,DDDCBBBBA,AAABCDDDD,BAAABCDDC
297,DDDDCBAAA,BAAABCDDD,DDDCDBAAA,CDDDDCBAA,BCDDCBAAA,DDDCCAAAB,ABAABCDDD,AABABCCDD
298,DDDCBBBAA,AABABCCDD,DCBDDCBAA,DDDCBAAAB,AABDDDCCB,DDDCBAAAA,AAABCDDDD,CBABBBCDD
299,BDDCABBAB,DAAADDCCA,DDDCBBAAA,AAAABCDDD,CCDDDCAAA,BAAABBCDD,AACCDDDCC,DAABCBBDC
300,DDCBABBBA,AAABBCCDD,AAABCCCDD,BCDDDCBAA,DBAABACDD,DDDDCBBAA,ABDDDBACB,AABABDBDD
301,ABBBDCABD,DDDCBAAAC,DDDCBAAAB,DDDCBAABB,AAABCDDDD,DDDCBBAAA,BAAABBDDD,DBAABDDDA
302,DDDCBBAAA,AAAABCDDD,AAABCCDDD,DDDCBBAAA,ABCDDCBAA,AABCDDDCC,DDCCBBCAA,BCCAAADDD
303,AACDDDCCB,DDDCBBAAA,AAABCCDDD,DDDDCBBAA,BBBAABCDD,CDDDCCBAA,DDBAAABCD,AAABCCDDD
304,BCBBDDCAA,ACDDDCBAA,AABCDDDCC,DCAAABBCD,ACDDDCBAA,AAABBCDDD,DCBAAABCD,CDDCAABBC
305,DDCBAAABC,ABDDCBBBC,CCDDDCBAA,DBAABBCDD,CDDDCBAAA,BAAABBDDD,AAABCDDCB,DDDDCCAAA
306,BAADDCDCC,CAAACDDCA,AADDDBBBC,DDCAAACCB,ACDAACDCB,ACDDCBAAC,DDBAABCDC,AAACDCDDA
307,CBBDCAABD,DCBAABCDC,CBAABBCDD,DACBCDBAC,DCABCCBBB,BDDDBBAAB,DDBAAABDD,BABCDDCAA
308,DDDBAABCC,AACCCCCCB,BAABABCDD,AABBCCCDD,DCAAABCDD,DDDDCBBAA,DDBBBBABC,AACCDDDCA
309,DDDCAAAAA,BABDBBACD,AAABBCDDD,ABDDDDCAA,AAABDDCCB,DDDCBBAAA,BAAABCCDD,DDDCCAAAA
310,DDCABBAAC,AACDDCBCC,BBDDDCAAA,CBAABCCDD,DDDCCBAAA,AAABCCDDD,DDDBABCBB,DDDCBAAAA
311,CBAABDDCB,ABDDDCAAB,CDDBAAACC,DBBBDDCAA,AABABDDDC,BCBAACDDB,CBCDDDAAA,CDDBAAACD
312,CCDDDBBAA,BAACCCDCD,BCCDDDBAA,CDDDCBAAA,ABDDDCBAA,DDDCBAAAB,AAAABCDDD,AAABBCDDD
313,AABBBCDDD,DBBDDDCAA,AABDDDCBC,ABBABCDDD,BDDDBBBAA,CCBCDDDAA,AAABCDDDC,AAACDDDCA
314,BAABADDDC,AACCBCDDC,DDCCBBAAA,AAABCCDDD,DDDCBBAAA,CBAABBBDD,AABBCDDDD,DDDBAAAAB
315,ACDDDCBBA,DBDCDCAAA,ADDDCBAAC,DDDDCBAAA,AAABCDDDC,CBBBAABDD,BCDDDCBAA,AABBCDDCC
316,CDDDCACBA,AAAABDDDD,AAABCDDDC,DDBAABCDB,DBAABBCDD,CDDBAAACD,DDCBAABBC,CCBAABCDD
317,BBCDCDCAA,DDCDDCAAA,AAAACCDDD,BBAABCDDD,DDBAAABBC,CCBAABDDD,BAABCCCDD,CAAABCDDD
318,DDDCCBAAA,DDBBAACCB,AAABBCDDD,DDDDCBAAA,CDCAAACDD,DDDDCBBAA,DDCBBBAAA,AAABCCDDD
319,AAABCCDDD,DCBCBCBAB,DDDCBBAAA,AABBCCDDD,CDDCBBBAA,DDDCBAAAA,AABBCDDDD,AACACDCCC
320,DDCBAABBB,ABBCCCDDC,BCDBCBACB,BBDCDCDAA,BBAABCDDD,DDDBCAABA,BCBCDCCCA,DDCDCBAAA
321,ABCDDCDCA,CAABDDCBD,BBAAACDDD,CCCDDCBAA,BCDDCAABD,BBCDDDBAA,CCCBCDCAB,DDBAABCDC
322,DDDCBBAAA,DDCCBBAAA,AAAABBDDD,BCDDDCAAA,CDDCAAABD,DDCDDCBAA,DDCCBBBAA,AAABBCCDD
323,ADDDCBBBA,DCBABCABD,BBBDDDBBA,DDDCBBAAA,AABCDDDCB,DCDDCBBAA,BAABBCDDD,AAAABCDDD
324,AABBCCDDD,DCBBAACCC,DDDDBBBAA,AAABCCDDD,AACDDCCBA,DCCBAABCD,AABBCDDDC,CCBABCDCA
325,CDDDDBABA,BDDAADDBA,CDDDCBAAA,BDCAAABCD,CBBAABBDD,CDDCAAACC,DDDBAAABB,AAABCCDCD
326,AAABBDDDD,BDACBDBCA,DDDCBBAAA,AAABCCDDD,DDDCBBAAA,AAAABCDDD,AABCBCDDD,DDDCCCCAA
327,ABBBABCDD,DCBAABDCC,CBAABDDDC,ABDDDBAAB,AAABDDDCC,DDCCCCBAA,AACDDDCBA,ABCDDDBAA
328,AAABCCDDD,AABBCDDDC,DDDCBAAAA,AABBCCDDD,CDDDCBAAA,DDDCBAAAB,AABBCDDDD,DDDDCBBAA
329,DDDCBBBAA,DBAABABDD,AAABCCCDD,CCDDDCAAA,BAABDDCCC,DDBADCBAA,DDDCBAAAA,AAABBCDDD
330,BBAACDCCD,DDDCBBAAA,AAABBCDDD,AAABBCDDB,DCAAABCDD,CCDCDDBAA,DDCCDCAAA,AAABBCDDD
331,AACDDDCCA,DDCCBBAAA,AAABCCDDD,DDDCCBAAA,BBBAABCDD,CCDDCCBAA,DCBAAABCD,AAABCCDDD
332,DDCBAABBC,AABCCCCCD,BCDCDDBAA,DDCBAABBC,AACDDDCBA,AAABCCDDD,DDCBBBAAA,BAAABDDDC
333,DDDCBAAAA,AAABBCDDD,ACDDCBBCA,DDCBAAABB,ACDDDCBAA,AAABBCDDD,DDDCCBAAA,DDCCBAABB
334,AABBBCDDD,ABBCCDDCA,DDCBAAABC,AABCCDDDD,CDDCBAAAB,DDDCCBAAA,AAABCDDDD,DDCCCBBAA
335,BCDDCCBAA,DDBAABDDC,ABDDCBAAB,ABDDDCBAA,AAACDDDCC,ABCCDDCAA,CDDDBAABC,AABCABDDD
336,DCBADCAAC,ACDDCBCBA,BCDDCBBAA,DDCBBAABB,BCDDCCBAA,AAABDDCCD,CCDDCAABC,CCDDCBAAA
337,DDCAABBBB,AAAACDDDD,CCDDCCBAA,DCBAAABDD,DDDCCBAAA,AAABBCDDD,DCDDCBBAA,DDCAAABBD
338,DDDCBBAAA,ACBBCBBDD,AAAABCDDD,ABDCDDBAB,DDDBAAABB,ABCDDCCAA,DDCCBBBAA,BBBAAADDD
339,AAABCDDDD,BACBDDDBA,DDDCCBAAA,AABBCCDDD,BCDDCBBAA,DDDCBAAAB,AAACBBDDD,ABBDCCDCA
340,BABBCBBDD,ADDCBCCAA,DDDCCABAA,AAABCCDDD,BCDDCBBAA,DCBAAABDD,ABCCDDCAA,DCCDDCBAA
341,DDDCBBBAA,AAACCCCDD,AAABCCDDD,CCDDCCBAA,DCCDDCBAA,AABABCCDD,DDDBBBAAA,BBAABCDDC
342,BAABABDDD,DBBBBAACD,DDCDBABAA,BAABBCDDD,ABCDDCBAA,DCCBAABCD,BAACCDDCA,CCCCDDBAA
343,AAABCCDDD,DBBBACDCB,DDDCCBAAA,AAABCCDDD,AABDDDCCC,DDDCBAAAA,AAABCDCDD,BCBABCDBC
344,DDDCBCBAA,ABCBBCDDD,DDCDCBAAA,AAABBCDDD,DDDCBBAAA,AAABBCCDD,BDCDCCAAA,BAACDCCDC
345,ABCDDDBAB,CBAACDDDC,DDDDCAAAB,BDDDCCBAA,AAABCDDDC,AAABCDDDC,DCBBBBAAD,CCCAABCDD
346,AACDDDCCB,DDCCBBAAA,AAABBCDDD,DDDCCBAAA,AABBBBCDD,CCDDCCBAA,DDBAAABCD,AAABCCDDD
347,CDCBAACDB,DDCCCBAAA,AAABBCDDD,CDCCBACDA,BAAABCDDD,DDDDCBAAA,DDDBBAAAA,AAABBCDDD
348,CCCBCCAAD,CBAACDDCB,BBAABCDDD,BBAABCDDD,DDCBAAABC,DDDAAABBB,CDDCAAACC,CBAABCDCC
349,AABCCDCBC,DCAAACDDC,AAACDDCBC,DDDBAAABA,AAABBBDDD,DCABDDDBA,DDCCCBAAB,BAABCDBDD
350,AAABCCDDD,DCBAABDDC,DDDCCBAAA,AABBCCDDD,DDDCBBAAA,AAABBCCDD,AAABCCDDD,AAABDDDCB
351,DDDCBAAAA,BABDDCABC,AAABCDDDD,CCDDDCBAA,AABDDDCBA,AABBBCDDD,DDDBBABAA,DDCCCAAAB
352,DDCBABBBA,AACBBBDDD,AAABBCDDD,ACCCDDCAA,DBBDDCBAA,DDDCCCBAA,DDDDCBAAA,ABACBCDDD
353,BCCDCDCAA,DDCAAABDD,AAABBCCDD,BCBABCDDA,DBAAABCDD,BAACDDCAC,DDDBAAABC,CDBAABDDC
354,DDDBAABBB,DDCDCBAAA,AAABBCDDD,ABCBABDDD,DBAAABCDD,CCCCDCBAA,DDCBABBAA,AAAACDDDD
355,DDBAABCBB,DCDCBAAAC,AACCDDCCB,DDDCAAABB,AABDDDCBB,DDBAAABCD,AAABBCDDD,AAABCDDDD
356,DDDCBAAAB,BAABDDCDD,DDDDCCBAA,AAABCCDDD,DCBAAABCD,AAABDDDDC,AAACDDCCC,AABABDDDD
357,DBBACDCAA,AACDCCCCB,DDDDCCBAA,AAABCCDDD,DDCCBBAAA,AABCBCCDD,DCAABCCBC,DDDCBAAAB
358,AAABCDDDD,CDCDDCCAA,DDDCCBAAA,AABBCCDDD,ABDDDCBAA,DDDCCBAAA,AABBCCDDD,BBCCDCDAA
359,CBAADDCCC,BAABDDDBC,BBAACDDDD,BCDCBBCBA,CDBAABDDC,BABDDDBAA,BCDDCAAAC,DDBAAACDC
360,DDDCBBAAA,AAABBCDDD,AAABCCDDD,DDCDCCBAA,DCCCCDBAA,CDDDCBAAA,BBBDCABCC,AAABCCDDD
361,DCBBABBCC,AAACBBDDD,BBDACBADD,ADCDCACBC,AAADDDCBC,DDDCBABBA,DBCBBCAAD,DCDCBCABA
