,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
85,DDDDAA,DDBAAC,AABDBD,BAAADD,AAADDC,AAADAD,AAADDD,AAAADB,CCADCA,DDDCAA,DDDDAB,DDDDAA,DDDDAA,CCCABD,AAAADD,AAAADD,AAABDD,ABDDAB,DDDDAA,DDDDAA,CCDCDA,DDDAAA,DDDCCA,BBCDDA,BBAADD
86,CCDDAA,ABDABD,DCADDA,DDADAA,AAACDD,AAAADD,DDCAAD,DDDDAA,DDDDAA,AABBDA,DDDCBA,BBBABD,AAAADD,BBDDAA,DDDDAA,DDDCAA,DDDDAA,DDDBAA,AAAADD,BBBADD,ABDDAC,BBDDAA,AABDDA,DDDDAB,CBAADC
87,AAAADD,AACBDC,DDDDAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AABADC,DDDDAA,DDDDAA,BBAADD,BBAACD,AAAADD,AAABDD,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAABDD,AAAADD,AAABDD,DDDDBA
88,DDDDAA,BBCDAC,AADDDA,BBADDB,CCCADD,AACADD,AAABDD,CCDCDA,CCADDA,AAAADD,AABADD,AAACDD,DDDDAA,AABCCD,BBAADD,DDDADA,DCAADC,DDBDAA,DDDCAA,DDBADA,DDCDAA,DDBADA,AABADA,AACDAD,AAACDD
89,AACADD,DDCDAC,DDDDAB,CCDDAD,DDADAC,AAADDD,DDDCBA,DDDDAA,AABAAD,AAACCD,AAABDD,AAACDD,BBBDDA,DDDCAA,DDCCBA,DDDABA,DDDDAC,AAACDD,AAAADD,AAAADC,DDDCAA,CCADBA,AACADC,DDDDAB,AADADD
90,AAABDD,AAADDC,DCCAAD,DDDDAA,DDDDAA,AAAADD,AADDCA,DDDCAA,AAAADD,AABDDA,AAAADD,AAAADD,BBBDDA,DDCDAA,DDDBAA,AAAADD,DDDDAA,AAAADD,CCCDDA,DDDAAC,AAAADD,BCCDDA,DCBABD,AAAADD,DDDDAA
91,AAAADD,AABADD,DDDAAB,CDDDAA,ABDDAB,BBADDA,DDDADB,DDDABB,DDDDAA,CCBABD,AAABDD,AAAADD,AAAADD,DDDCAA,DDDCAA,DDDDAA,DDDAAC,AAAADD,AACABD,BBBADD,ABCDBA,BCDDAB,AAAADD,BBCDBA,DDCDAA
92,BBAABD,BBBABD,DCDADB,BBDADA,DDADDA,DDDADA,DDDABA,DDCDAA,DDDDAA,AAABCD,AAABDD,DDCAAD,AAADAC,AAAADD,AABDAD,DDDDAA,DDDDCA,DDDCAA,DDDCAA,AADDAD,DDDABA,AADDAD,AAADCD,ABDADD,DDADDA
93,CBAADA,DDAADA,BCDDAA,DDCAAB,DDCDDA,AAADDD,DCCADB,DDADAA,DDCAAA,BBBAAD,AAAADD,AAABDD,BBBDDA,DDDDAA,DDCCAA,DDDCAB,AAAADD,AAABCD,DDCADA,DCBBDA,CCAACD,DDADAD,AADADD,ABDACD,BAABDD
94,AAAADD,AACADC,DDDDAA,DDCDAA,DDDDAA,DDBCDA,CCDABA,AAAADD,AAAADD,AAAADD,AAAADB,DDABAB,AAAADD,DDDCAA,AAAADD,DDDCCA,DDDDAA,DDDDAA,DDDDAA,AABBDD,AAADDC,BAAADD,AAAADD,AAADDB,DDDDAA
95,AAAADD,CDDDBA,DDDDAA,DDDCAA,AAAADD,AAADDC,DDDDAA,DDDBAA,AAAADD,AAAADD,AAABDD,DDDDAA,AAAADD,DDCBAB,AAABDD,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDDAA,DDDAAA,AAAADD,AAAADD,BBBDDA
96,BBBDDA,DDDACA,DDDDAA,CCDAAD,CCDDDA,BBCADD,AABDAC,AABADD,AAAADD,AAABDD,AAACDB,AAAADD,CCCDCA,DDDDAA,AAADDD,CCDADC,DDADAA,DDDBAA,DDBBBA,DDDDAA,DDACDA,BBAADD,AAAADD,AAAADD,AAADCD
97,AAABDC,BBAADD,CCDDAA,DDDDAA,AAAADD,DDDDAA,DDDDAA,AAAADD,CCDDBA,DDDDAA,AAACCD,AADAAD,AAAADD,AAAADD,CCADDA,DDDDAA,DDDDBA,CCAACD,BBCDDA,DDDDAA,AAAADD,CCDDCA,CBAADD,AACDDA,BBAADD
98,DDDBAB,AAABDC,AAAADD,DDDDAA,AAAADD,DDDCAB,AAADDB,DDCADA,DDADCA,DDDCAB,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,AAAADD,DCCAAD,BBAADD,DDDDAA,AAAADC,AAAACD,DDDDAA,DDAAAD,BBAADD
99,AAAADD,DDDCAA,DDDDAA,DDDDAA,BBBAAD,AAAADD,DDDDAA,DDDAAC,AAAADD,AAABDD,AAABCD,DDADAD,DDDDAA,DDCCAA,CBAADC,DDCDBA,DDDBAA,AAAADD,AAACDD,BBADDA,DDDDAA,DDCBAC,AABDAD,AABADD,AABDCC
100,AAADAD,DDDDAA,DDDDAA,CCDDAC,ABDDAA,AAABDD,AAAADD,AAABDD,AAAADD,AABADD,DDCDBA,AAAADD,AABDDA,DDDDAA,AABADD,AAAADD,AADBAC,CDDDCA,ABCABD,AAABCD,CBAADC,AAAADD,AAAADD,AACBDA,DDCDAA
101,AAABBD,AABABD,CCAADB,BCDCAD,CBAADC,BAACDB,BBCDCA,DDDCAA,DDCAAD,AAAADD,AAAADD,AAAADD,AAAADC,DDDCAA,DDDDAA,DDDDAA,DDDDAA,AAACDB,AACADD,AAABDD,BAAADC,CCDDAD,AAAADD,CCDDAA,DDCCAA
102,DDDDBA,CCADAD,BBDADA,AADDAC,DDADCA,DCCADB,AABDBD,DCBBAD,CCAAAD,BCDAAD,AAACDC,BBAADD,DDDDAA,AABADD,AABDAD,CDDDAA,DDDDDA,DDDCAA,DDDDAA,DDABBA,DCCADC,AABDAD,AAADAD,ABCDDA,AAAADD
103,DDDDAA,AAADDB,AAACDB,AAABDC,DCCAAD,CCDDAA,AAAADD,AAAADD,DDDDAC,BBCDDA,DDAABC,DDDDAA,CBAAAD,DDDDAA,BBBAAD,AAAADD,DDDDAA,AAAADD,AABDDA,DDDDAA,AAAADD,BBCDDA,DDDCAB,AAAADD,DDDDAA
104,DDCAAD,AAADDC,BBAADD,AAABDC,BBAADC,AAAADD,DDADDA,AAADDA,DDDDAA,AAAADD,AAAADD,AAAADD,CCDDBA,DDDDAA,DDDDAA,DDDDAA,AAAADD,AABDAC,AADAAD,DDDDAA,AAAADD,AAADAD,DDDDAA,DDCAAC,DDDCAB
105,BBADCA,CCDAAD,BBDADA,AAAADB,DDDBAA,CCDADA,AAAADD,AAABDD,AAAADD,AAAADD,AAAADD,AAABDB,DDDDAA,DDADAA,AAADDD,CBADCD,DDDAAA,CCCDAA,DDDAAB,DCAADA,CCDDAA,AAABCD,DDDCAB,CCADAD,AAACDD
106,AAAADD,AAABDD,DDCDAB,BCDDAB,AADADB,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,CCBCDA,DCAAAD,AAAADD,BBCDDA,DDDDAA,DDDDAA,CBAAAD,AAAADD,AABADD,CCDDAB,AABCDD,AABBDD,DDDDAA
107,AACDDB,ABDDCA,CCDDBA,BBAACD,DDDDAA,DDDDAA,AAAADD,AAABDD,CCDDAA,AAAADD,DDDAAD,DDDCAA,DDDDAA,DDDCAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDCAA,AAAADD,AAAADD,AABDDA,DDDDAA,AAAADD,DDDDAA
108,AAAADD,BBDDBA,DDDDAA,DDDDAA,DDDDAA,DDDDAA,CCCAAD,AAAADD,AAAADD,AAAADC,DDDDAA,DDDDAA,AAAADD,CCAACD,AAAADD,AAAACD,AABDDB,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAACBD,AAAADD,AAACDD,DDDCAA
109,AAAADD,AAABDD,AACACD,AADDAC,BAABDD,DDDDAA,DDDDAA,DDDCAA,AAAADD,AAAADD,AAABDD,DDDDAB,AAAACD,DDDCAA,AAADCD,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDBA,DDCDAA,DDCDAA
110,DDDDAA,DDCABA,DDDADC,AAAADD,BBADDB,AADCAD,CCDADC,AACAAD,AAAADD,AACDCB,DDDADA,DDDDAA,DDDCAA,DCABDC,AAADDC,DDDDAB,DDBADC,AAAADD,CCAADD,DDDAAB,DDDABB,DDDAAC,DDBAAB,CCBDDA,AAAADD
111,CDDDAA,DDDAAA,DDCDAB,AAADCD,AAADDC,AABADD,AADADD,AACCDA,AAACDD,BBAADD,AADDCB,AAADDB,ABDDDA,AAABDD,ABDDDA,DDDAAB,DDCADA,DDBDAA,DDDBAA,DDCDDA,CCDADB,CCDAAD,CCDACA,AAADAD,AAAADD
112,AAAADD,AAADAD,AADADD,DDDDAB,DDDCBA,AAADDB,CBAADD,AAACBD,AAADCD,AAADBB,DDDDCA,DDDDAA,AADABD,AABADD,DDDDAA,DDDDAA,DDDBBA,DDDDAA,DDDDAC,BBADAD,AAADAD,AABDAD,DDADAB,AADADC,BBDBDA
113,AAADDC,AABDDB,AAABDD,DDDDAA,AAAADD,DDDDAA,DDCAAD,CCDDCA,AAABDD,CCCAAD,AAAADD,AAAADD,CCCDBA,DDDDAA,DDDDAA,AAABDD,DDDDAA,AAAADD,DDDDAA,AAAADD,BBCDDA,DDDAAC,AAAADD,DDDDAA,DDDDAA
114,AACADD,CCDCAA,DDDCAB,DDCAAB,DDDADA,AABDAD,AAAADC,AAADDA,DDDAAA,CCBDDA,DDDDAA,BBAABD,AAAADD,DDDDAA,DDDCAA,AADDCB,DDDDAA,DDDCAB,AAADCD,DDDDAA,AAABDC,AAAADD,AABADD,AABDBD,ABDDAA
115,DDDACA,DDCDAB,AADDAD,AAADAD,AAADDB,DDDABA,ABDDAC,AABBAD,AABBCD,AAAADD,AAABDD,AAAADD,DDADDA,AABCBD,AADADB,DDCDAB,DDCDAA,DDAADA,DDDDAA,CCAADC,AADDAD,BCDDAA,DCABDA,DDADAC,AAAADD
116,CCDDAC,CBAADD,BBADAD,CCBDAA,DDDBDA,AADADD,DDCDAA,DDDDAA,BBAACD,AAAADD,BBCDCA,DDDDAA,DDCAAD,AAABDD,AAAADD,AAAADD,AAAADD,BCDAAC,DDCDAA,DDAADA,BBBADB,AAACCD,DDBAAD,DDDDAB,DDDDAA
117,AAACDD,DDDADB,CDDDBA,DDDCAA,DDCDAA,DDDADB,AAABDD,AAAADD,AAAADD,AACADC,BBDADA,DDBAAD,AAABDB,DDDDAA,AAACDD,DDDDAA,DDDDAA,DDDCAA,DDDDAA,DDBDAA,AAADDD,DCAADC,AAABDD,AAAADD,AAAADD
118,BCDDCA,AAACDC,DDDDAB,AABDDC,DDDDAA,AAAADD,AACDDC,DDDDAA,DDDAAC,AABCCD,AAABDD,AAAADD,AAABDB,DDDDAA,DDDDAA,AAABDD,DDDDAB,AAAADD,AAABDD,DDDDAA,BBAADD,AABCDA,BBAADD,BBBDDA,DDAABD
119,AAABDD,BBBADD,BBADDA,AAADDC,DDDBAA,BBCADB,DDDDAA,DDDDAA,AAAACD,AAAADD,AAADDD,DDABDA,AAAACD,DDDCAB,AAADDB,DDDBBA,DDDDAA,DDDDAA,BBAAAD,AAAADD,AAAADD,AABBDD,AAADAD,CCBDDA,DDDCAA
120,DDDDAA,CBACDA,CBADDA,DDAADA,BBBAAD,AAAADD,AABBDD,BAAADD,AAADDB,DDDDAA,DDDCAA,DDDDAA,BAAADD,AAAADD,DDDDAA,DDDDAA,DDCDBA,AAAACD,AAAADD,BBBDAD,AABADD,DDDDAA,DDDDAA,BBAADA,AAAACD
121,DDADAB,DDDCAA,AAAADD,CCDDAA,DDDDAA,AAADDC,CCADDA,AAAADC,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,AAAADD,DDDDAB,AABDBD,BBADDA,DDDDAA,AABDCB,AAAADB,DDDABA,DDAABD,CCDDAB
122,DDDDAA,DDDDAA,AADCAC,AABCDD,AADCDB,AAADDD,AABADC,DDDDAA,DDCDCA,DDDDAA,DDBAAD,AAAADD,AAAADD,DDDDAA,DDDCAA,AAABDD,AAAADD,AAAADD,CCADAC,DDBDAD,DDDDAA,DDDDAA,DDCDAB,BCDDAD,AAAADD
123,AAAADD,DDBDAA,CCDADB,AACADD,AAAADD,AADADB,DDDBBA,DDDDAA,DDDAAB,AAABDD,AAABDD,AABADD,AAAADD,DDDDAA,DDDBBA,DDDDAA,DDDDAA,AAAADD,AAABDD,AAACDD,CCDACA,DDCCAA,DDBDAA,AACDDA,AAABDD
124,DDDDAA,DDCDAC,BBDADA,AAADDD,AABDCC,AACADC,DDDAAC,AACCDD,AABADD,AAAADD,AADACD,DDDDBA,DDDAAC,CCDDAA,DDDCAA,DDDDAA,DDDDAA,AAABCD,AAAADD,DDDADA,CCDCAD,DDDDAB,DDDADA,DDDDAA,BBAADD
125,AAAACD,AABAAD,DDDACC,DDDCAB,DDDDAB,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDCCAA,AAAADD,AABACD,AABACD,AAADDB,AAACCD,DDAADC,BBDDAA,AACDAD,AAABBD,DDDDAA
126,AAAADD,BBDDDA,DDDDAA,DDDADB,DDDBAB,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AAAADD,AAABCD,DDDDAA,DDDDAA,DDBAAC,AAACDD,DDDAAD,AAACDD,AAAADD,DCCAAD,BCCDAA,DCBDAB,AACDCC,BCDDAD,DDDDBA
127,AAABDD,CCADAC,AADDDA,DDCDAA,AADADB,DDDCAA,DDDDAA,CBAABD,AAAADD,AAAADD,AABADD,AADABD,BBBDDA,DDDBAA,BBDADA,DDDDAA,DDDDAA,BBAADD,AAAADD,AAAADD,AADABD,DDACAB,DDDAAA,DDDDAA,DDAADA
128,CDDDAA,DDDBAA,BBAADC,AAADDB,CCAADC,BBCADD,BBABAD,CCAABD,ABABDA,CCDDAA,AAABDD,ABDDDA,AABADD,AAABDC,AAADDB,DDDDAA,CCDDAA,BCCDAA,CCDAAD,CCBAAD,DDAADA,BBDADB,AAAADD,CCCDAA,AAAADD
129,AAABDD,DDDDAA,DDDDAA,DCBBAD,AAAADD,AABADD,AACDDC,DDDDAA,CCBAAD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDCAA,DDDDAA,AAAADD,AAAADD,AAADDD,DDDBAA,DDDDAA,DDCDAA,AADABD,AABADD,AAABDD
130,AAAADD,AAAADD,AABADD,BBDADD,AAABDB,DDDADA,DDDCAA,DDDCAA,AAAADD,AAAADD,AAABDD,DDDDAA,AAAADD,DDCBAA,AAADDD,DDDDAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAADDC,DDDAAA,DDBBDA,CCCDDA,DDCACA
131,AAAADD,DDDDAA,DDDDAA,DDBDAA,DDCADA,AAAADD,AACADD,AAACDD,AAABBD,AAAADD,DDCDCA,DDCAAB,AAAADD,DDDCAA,BBAADD,BBBDAA,DDDCBA,DDDDAA,DDDDAA,DDCDBA,ABDBAC,BAAADD,AAABDD,AAAADD,AAACDD
132,AABADD,AACADD,BBADBB,BAADDC,BBAADA,DDADAA,DDCDAA,DDDAAC,AAAADD,AAAADD,AAABDD,AACDAD,DDDDAA,DDDCAA,DDDACA,DDDDAA,AAADAD,AAAADD,AAAADD,AABADD,DDDDAA,AABBAD,BBAADD,DDDAAC,DDDDAA
133,DDDDAB,CCDDAA,AAAADD,DDDBAA,AAAADD,CBAADD,DDDCAC,AAAADD,DDDDAB,CBAABD,DDDDAA,DCAAAD,DDCAAD,DDDAAC,CDDDAB,AAAADD,DDDCAA,AAAADD,DDDDAA,AAAADD,DDDDAA,AAAADD,DDDDAA,AAAADD,BAAADD
134,AAAADD,AACDCD,DDDDAA,DDDCAA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AACADD,DDDCAA,DDDDAA,BBAADD,BBAAAD,AAAADD,AABADD,CDDDBA,DDDDAA,DDDDAA,DDDCAB,AAAADD,AAAADD,AAAADD,AAAADD,DDDDCA
135,AAADDC,DDDDAA,DDDDAA,DDCDAA,DDDDAA,AAADBC,DDDACA,AAAADD,AAAADD,AAADCD,CDDDAA,CCAABD,BBBDDA,DDDCAA,AAAADD,CCDDAA,DDCDAA,CCCDDA,CCDDAA,DDADBA,CBADAD,AAABDD,AABBDD,AAABDD,DDDADA
136,AABADC,BBAADD,AADDCB,DCADAC,CCBCAD,DDADBA,DDDDAA,DDDCAA,DDCAAD,AAAADD,AAAADD,AAAADD,AAAADD,DDDCAA,DDDDBA,DDDDAA,DDDDAA,CCAACD,BBAAAD,BBABCD,BBDAAD,CCADAD,AABADC,CCBDAA,CCDDAC
137,AAAADD,AAABDD,AAAADD,DDCBAA,ABDDBA,DDDDAA,CCCDCA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDAAC,AAAADD,AAAADD,AABADD,DDAADB,DDBADA,AADAAD,DDDCAA,DDDDAA
138,AAAADD,AAACAD,DDADAC,DDCDAA,DDDADB,DDCDBA,DDDCAA,DDBBAC,AAAADD,AAABDD,AAADDD,CBADDA,AAAADD,DDBAAB,BBAADD,DDCDAA,DDDDAA,DDDDAA,AAABCD,AAAADD,AAAADD,AADADD,BBDAAD,DDBDCA,DDCDAA
139,AAAADD,AAADDC,AAACDC,DDDDAB,AAADDC,DDDDAB,DDDDAA,AAAADD,AAABDD,AAABDA,CBAACD,AAAADD,DDDDAA,DCCABD,AAAADD,AABDDA,DDDAAC,CBADDA,BBAACD,CCDDBA,CBAACD,AAABDC,CBAADD,CCCDBA,AACDAC
140,BCDDAA,CBBADD,AABDCD,AACDDA,AAADDB,AAABDB,ABDADA,DDDCBA,DDDDAA,DDDDAA,AAABDD,AAABDD,AAAADD,DDDDAA,DDDDAA,DDDDAA,DDDAAC,AAAADD,AAAADD,AAABDD,DDDDAA,DDDAAA,DDDCAA,DDDDAA,BBAADD
141,CCCAAD,DDADDA,DDCDAB,AAADDC,DDDCAA,AAAADD,DDDDAA,AAAADD,DCBADD,DDDDAC,AAAADC,BBAADD,DDDDAA,AABDDA,AABBAD,AAADDA,CCACDA,AAAADD,DDDCAB,BBAADD,CCDDBA,DDCABB,AAAADD,AAADDA,DDDDAA
142,CCADBA,DDBDAA,DDADAD,BBDADD,CDDADA,BBCADD,BBDADC,BBBADD,AAABDD,AAABDD,AAAADD,AAAADB,DDDCAA,BBAADD,AAAADD,CCCADC,DDDAAA,DDDDAA,DDDDAA,DDCBDA,DDDABC,AAADAD,ABDADA,DDADAB,AAAADD
143,AAABAD,AAABDD,AAADCD,BBDADA,CCDADA,CDDDAA,DDDCAA,DDCCAA,DDDDAA,AAABDD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDCAA,DDDDAA,DDDDAA,AAAADD,AAABDD,AAAADD,AAADDC,CDDAAD,DDDDAB,DDDDAA,DDDCBA
144,DDDDAA,CCADAD,AADDDA,DCAADD,AAADDD,DCCBAD,AACADD,DDDBAA,AABBAD,AAAADD,DDDAAC,AAAADD,CBADDC,AAABDD,AAADDD,DDCDAA,DDDDBA,DDCDAA,DDDDAA,DDDBAA,CCDCBA,BCCDCA,CCADAB,BCDADA,AAAADD
145,DDDDAA,DDCABD,AAABDC,AADDBC,CCBADD,DDDAAC,DDDADA,DDDBAA,BBABDD,AABADD,AAAADD,CCDADB,BBDADD,AAAADD,AAADDB,DDCDAA,DDDACA,DDDCAA,DDCCCA,CCCDAC,AACADD,DCADAD,DDADAB,BCDADA,BAAADD
146,AAADDD,DDDCAA,DDDDAA,DDDBAA,DDDDAA,AABADD,BBAADD,AABACD,AABCCD,AAAADD,DDAACB,DDCAAB,BBABDA,DDDDAA,AAABDD,AAABDD,DDDCAA,DDDCAA,DDCDCA,DDDDAA,BBADDA,DDDDAC,AABADD,AABDAD,AAAADD
147,AAACCD,ABCDAA,DDDDAA,AAABDD,DDDDAA,AAAADD,DDDBAA,DDCBBA,AAAADD,DDCDAA,DDDDAA,AAAADD,DDDDAA,DDDAAC,AAABDD,CCDDAA,DDDBDA,AAAADD,CCDDDA,BBDDDA,DDDDAB,AAAADD,DDDDAA,AAADCD,DDCADA
148,AAABDD,DDDDAB,DDCDAA,CCCCDA,BBAACD,AABDDB,DDDCAA,BBAADD,AAAADD,DDDDAA,DDDDAA,DDDAAC,BBBDDA,DCCAAD,AAAADD,AABDDA,DDDDAA,CCBDDA,AAAADD,AAAADD,CDDDAA,BBAADD,AAAADD,DDDDAB,AABDDB
149,DDADAA,DDAADA,AAABDD,AAABDD,AAACDD,AABADD,DDCDAA,DDDDAA,DDDCAA,AAABDD,AAABDD,AAACDD,ABBDDA,DDDCAA,DDDBAA,DDDDAA,DDDCAA,AAAADD,AAAADD,AAABDC,DDBDAA,DDBDAA,CDDCAA,BAAADD,AAAADD
150,DDADAB,AAAADC,AAAADD,CCDDAA,DDDDAB,DDDDAA,AABDBD,CDDADA,CCDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,CCCAAD,AAAADD,BBAABD,DCCAAD,CCDDAA,CCAADD,DDDDAB,BBAADD,DDDCAB,DDBAAC
151,AAAADD,AABADC,DDDDAA,DDDCAA,DDDDAA,DDCDAA,AAABAD,AAAADD,AAAADD,AAABDC,DDDCAA,DDDDAA,BBAADD,CBAAAD,AAAADD,AABACD,DDDBDA,DDDDAA,DDDDAA,DDDCAA,AAAADD,AAAADD,AAAADD,AAAADD,CCCDBA
152,AAADDC,AAAADD,DDDDAA,AAAADD,DDDDAA,DDDDAA,AAAADD,AACDDB,DDDCAA,AAAADD,AAAADD,AAAADD,ABBDDA,DDDDAA,AAACDC,BBCAAD,AACDDA,DDAAAD,DDDDAA,AAAADD,DDDBAB,AAAADD,DDDDAA,AAAADD,DDAAAC
153,CCDDBA,AADDDA,AAAADD,DDDDAA,DDDBAC,AAAADD,DDDDAA,DDCAAC,AAABDD,DDDAAC,AAAADD,BCDDDA,DDDDAA,DDDDAB,AAADDC,AAADAD,AAAADD,BBCDDA,DDDDAA,BAAADD,AAABDD,DDDDAA,AAAADD,DDDDAA,AAADDA
154,DDDDAA,DDCBAA,CCDDAA,AAADDC,DDBDAB,AABADB,DDDADB,CCDBDA,AAAADD,BBCACD,AAAADD,AAACAD,CCDDAA,DDDCAA,AACDDC,AAABDD,DDCDAA,DDCDAA,DDDABA,DDDCAA,AAABDD,AAACBD,CDDADA,CCADAA,BBBADD
155,AAAADD,AADBDB,DDDDAA,DDDCAA,DDDDAA,DDDDAA,BBAAAD,AAAADD,AAABDD,AAACDD,DDDDAA,DDDDAA,CBAADC,BBAADD,AAAADD,AAAADD,DDDCDA,DDDDAA,DDDDAA,DDDDAA,AAABDD,AAABCD,AAAADD,AAABDD,CCDDAA
156,BBDDCA,DDDADA,DCADBA,DCAADC,BCDDBA,AAABBD,AACBAD,AAABAD,AABADD,AABADD,DDDBAB,DDDCAA,DDDDAA,AAAADC,BCDDAB,ABDDAC,DDDCBA,DDDDAA,DDADAC,CCADDA,AADADC,CCDABD,ABDACD,BCDADC,DDDAAC
157,BBAADD,BBBADD,BBAADC,AABADD,AACBDA,BBDADB,DDDADA,DDDAAA,DDDCAA,BBDAAD,CCDADD,AABADD,AAAADD,BBDDAA,DDDDAA,DDDCAA,DDDCAA,DDBCAD,AACABD,AAAADD,CCBDDA,DDBCBA,DDDADA,CCDACA,CBAADC
158,CCDADA,CBAADC,DDBCDA,DDAADC,DDCDAC,DDCDAA,AAADDB,BAAADD,AAACDD,AAADDC,CCAADB,DDDBAA,DDDAAB,AAABDD,CDDDAB,DDCBAA,DDDDAA,DDDDAA,DDDAAB,DDDBAC,AADDAC,BBACDC,AABADC,DDDADA,DCAADD
159,AAABAD,AABADD,DDDBBA,DDDCAA,DDCDAA,CCADAD,BBADAD,AAABDD,AAABDD,CCDADA,AABBDD,DDAAAC,AAAADD,DDDCAA,DDDAAB,BBBDDA,DDDDAA,DDCDAA,CCDDBA,DDDACA,AAACDC,BBAADD,AAAADD,AAAADD,AADADC
160,BBAADD,AAABDD,BCDDAD,AADDDB,BBAADD,DDCDCA,CCDDBA,DDDDAA,DDDDAA,AAAADD,AAAADD,AAAADD,BBCDDA,DDDCAA,DDDDAA,DDDDAA,AAAADD,AAAADD,BBDAAD,AAAADD,CDDAAC,DDDDAB,DCAADA,CCCDBA,DDDCAA
161,CCDDDA,DDCABA,ABDDAC,BCDADB,AACDDB,AACBBD,CBABDC,BBABDD,AABBDD,AAADDD,CCDAAD,AAADDA,DDDDAA,AACABD,AAAADD,AAADAD,BBAADB,DDDDAA,DDDDAA,CCCDBA,BBACDA,CCDAAD,AACACD,AAADAD,AAAADD
162,AAACCD,BCDDBA,BCDDBA,DDCAAD,AABDDA,BBAADD,CCBACD,DCADAD,AAAADD,AAAADD,AAAADD,DDDDAA,DDDDAA,AAAADD,BBADAB,AAAADD,AAABDD,AAAADD,DDCAAD,BBCDDA,AAAADD,DDDDAA,AAAADD,DDDDAB,CCDAAB
163,CCADAD,DDDAAB,CCDDAA,DDDCAB,DDDDAA,AABDAD,BAAADD,DDCDBA,DDCDAB,CCCDCA,DDCDCA,AAAADD,AAAADD,DDDDAA,DDBAAD,AABBDD,AAACCD,BBAADC,CCDAAD,DDCAAD,DDDCBA,DDDAAB,AAADAD,AAAADD,AAAADD
164,DDDDAC,CCDDAA,AABDDA,DDCBAA,AAAADD,DDDDAA,DDCDAA,AAAADD,DDDABC,DDDCAB,BBDDDA,AAADDA,BBAACD,CCDDAA,AAAADD,DDCAAA,AAAADD,DDDCAA,BBAADD,CCDDAA,DDDDAB,AAAADD,CBAACD,BBAADD,CCDDAA
165,DDDDAA,AAAADD,DCADAD,AADADD,AABADC,AAADDC,DDCADA,DDDAAC,AAAADD,BBADDA,BBAADD,BBAADD,AAABDC,AAACCD,DDDACC,AADDAC,DDDDAB,DDDDAA,DDCBDA,DDCDAC,DDDDAA,BBAADC,AACADC,BCDDBA,BAAADD
166,DDDDCA,DDDABB,DDCBAA,CCBAAD,CBCAAD,DCABAD,BCDADA,AABDDC,DDDCAA,ABDDDA,DDDBAA,BBAACD,AAAADD,CCDDAA,DDDDAA,DDDDAA,DDDDAA,CCDBDA,AAAADD,AAABDC,AAAADD,DDDAAB,CDDAAC,AAABDD,AACDAC
167,DDDDBA,DDDDAA,AABABD,AAACDD,AAAADD,DDDAAD,AABDDC,DDDBAA,DDDDAA,DDDDAA,DDDAAC,AAAADD,AAAADD,DDDDAA,DDDDAA,CBBAAD,AAAADD,AAAADD,DDDAAA,DDDDBA,DDDBDA,DDDACA,DDDCAB,CCDADA,AAAADD
168,DDDDAA,BBAADB,DDDDAB,AABADD,AAADDC,DDDDAB,CCDDAA,AAAADD,DDDDAA,DDCDAA,AAAADC,CCAACD,DDDDAA,BAAADD,AADDCA,AAAADD,AAAADD,DDDDAA,DDBAAD,BCDDAB,AAABDB,DDDDAA,DDDCAA,AAAADC,AAADCD
169,AAAADD,CCDDAA,DDDDAA,DCAADB,AAAADD,AABBDB,DDDDAA,DDDAAB,AAAADD,AAAADD,AADADC,DDDCAA,AAAADD,DDDBAB,AAABDD,DDDCCA,DDDDAA,DDDDAA,AAAADD,AAAADD,DDDCAA,DDCAAD,AABADD,AABADD,BBDDDA
170,DDDDAA,DDDCAA,ABDADD,AAABDD,CBADBD,AABADD,AABDAD,AADADC,AABADD,DCBDBA,DDDDAA,DDDDAA,DDDAAB,AAAADD,AAABDC,DDDDAA,DDDDAA,AAAADD,AAACBD,DDCADA,DDADAB,ABDADA,AAAADC,DDDAAB,AAAADD
