,0,1,2,3,4,5
374,BGGDA,ECBDH,CGGEA,BBCGH,HGEBA,ABDGH
375,EEGCA,FCAGE,BHEBE,BBEGG,GEEFA,DBDFG
376,EACDH,DGGDA,DACFH,HECAE,ACEGG,HGECA
377,CGEGB,FGEAE,CGGDA,FHBBD,DBBFH,ACGDG
378,GGFCA,GEDAF,CGHCB,FGBAG,HEBCC,BBCEH
379,CADGG,HGCBB,ADFFH,CAEGG,HGDBA,FCBGE
380,DHGCA,FGGCA,ADFGF,DDBGF,GDACH,HEABF
381,AGGEB,FGGCA,ADFGG,ADFGG,HFBBE,EBBFH
382,ACFGG,HGDBA,DADGH,DHFDA,BADGH,BEHFB
383,BBBGH,CGFCD,BADGH,HFDBA,ACDFH,EFGEA
384,BCGHB,HCCCC,ACEFH,DACGG,GGEBA,CCCGG
385,FBFGB,DCCDH,ADEGG,BADGG,HGCBA,CBCFH
386,ADFGF,DFGEA,GCADG,GGEBA,ACEGH,GGEDA
387,GGEBA,DBBDH,DGGEA,AFFEF,HGDBA,BBCFH
388,ABFHF,FGFCA,ABEGG,FHECA,EBBFH,BBEHE
389,EHFCA,FBGGA,ABDGH,FHECA,DACFH,CCCGG
390,HEBBD,CACGH,HGDAC,HGDBB,ADGGF,GGFBA
391,DEHDB,HCBBG,BCDFH,BBEGH,HGEBA,BBCGH
392,DGFBC,ADEDH,GEGDA,GEEEA,AFCEG,CDHCD
393,BGGEB,GDBBG,BGGEB,ABDGH,HGEBA,ABDGH
394,HEBBE,DGFEA,DBBFH,HDBBG,BGGFA,GACFG
395,HFFCA,BBDEH,DGFEA,ABFGG,HGEBA,BBCFH
396,HCADF,ACEFH,HGEBA,AEHFC,ADGGF,HGCBB
397,FGFDA,GGECA,ABDGH,HFBBC,BFHCC,EBBDH
398,DBFHC,AFHEB,BHFBD,DHGCA,GEACG,GCAFF
399,BBGHD,GGCAD,GABEG,AGGEB,GFACG,FBGFB
400,FGCFA,ECAFH,CAFHC,BAGFG,HGCBC,CDGAG
401,ACEGG,GGECA,ABEGG,HFDCA,BBDGH,DGFEA
402,GGEBA,DBBEH,ADEGE,CADGH,GGEBA,CBBFH
403,HCCCD,FEFCB,ACEGH,FACGG,HGEBA,BBEGF
404,FDBHB,BGBCH,DEHBB,BEDFF,GEEEA,GBEFC
405,BDCEH,FABHE,ADEFG,HECCB,DGDAF,GFACF
406,GGFCA,EADEH,DGGAC,FACGG,FFEFA,DEAGG
407,GBBBH,ACEGG,HGEBB,EHFBB,ACFGG,GGFBA
408,CDGBG,GBBGD,ADEFG,HFBBC,ECFHA,CGFAF
409,AEEGF,CGHDA,EABFH,EHFBA,FCGGA,DCGAG
410,FFGCA,BCCFH,ADGGD,ACGGE,HFCBB,ACGGD
411,HEBCB,ABDHG,FDACH,GBAEH,HGDBA,CAEHE
412,CGGDA,FCBCH,BGGEA,BBCGH,HGEBA,ABDGH
413,BFGCE,CBHDE,GCBFD,BDECH,EFGAE,DCGBG
414,BGGEB,GDBBG,AGGFB,BBCGH,HGEBA,ABDGH
415,GDAGE,ABDGH,GGFCA,ACGGD,CACGH,DGFBC
416,CADHG,BBEHE,HBBDG,GGECA,ACFGG,CCGHA
417,BFGFA,GGFDA,ABEFH,EHCBD,EGHBA,EBBEH
418,FGFBA,BCHGC,ACDGH,HGDCA,DAFHC,FBCEF
419,BEGBG,BBHEE,AFDGF,AEEEG,HGEBA,EBFBH
420,FEGEA,HFECA,ABDFH,HDBCD,AGEFC,EBBGH
421,ACDFH,FGGCA,ABEGG,AFGFD,HDACG,FHFCA
422,EGFAC,CADFH,FGBBF,FACGF,GDADG,EAEGF
423,DHGCA,HGCCA,ACEEH,GGABE,HDFDA,EDBCH
424,ACFGG,FGFDA,HEBBC,ABFGG,HGDBB,ACFGF
425,BECHD,CGBDG,ADHDE,BECGE,DHDAF,FBGDB
426,CCHFA,EHCAE,HDBBE,GHEBB,EBEHB,ADHFD
427,EBBFH,GGFDA,BBEGH,HFDBB,ADFGG,FGGDA
428,DBFHB,ECBCH,ADEGF,HBBDE,GFFDA,DCCCH
429,ACDHG,CBBFH,FGGCA,FBAEH,ACEGG,EFGEA
430,BBCGH,FFGDA,CADGH,FHECA,BAEGG,CEGGA
431,BCGGD,GGFCA,ACEGG,HFDCA,CACGH,HDBEC
432,EGGCA,HEECA,ADEDH,HGBBC,AEFGD,EBCCH
433,ECCBH,GDDAF,HEFCA,EHEAC,BBGGC,FGGCA
434,DFCCG,BDHBF,HDFCB,AGDEF,GECGA,CGBCG
435,ACGGF,GGEBA,ACFGG,AGFFC,HEABF,ADEGF
436,DGEGA,AGGED,BGHCC,CHFBC,GGCEA,CGDBG
437,BCBFH,DBGFB,FABFH,HFDBB,ACEHE,FEGDA
438,HCDCC,ABDGH,ABGGG,EGGBA,HDBCE,FGBCC
439,FGFCA,DFHEA,ABEGG,HGDCA,FBBEH,GCCDE
440,BGGEA,GDBBG,AFGFC,BBCGH,HGEBA,BBDGH
441,HDCCB,BBDFH,ADHGC,GEFAC,HCBEC,GDFEB
442,HCDCC,GGECA,ABDGH,EADGG,HGDBA,ADGDF
443,GGFCA,FBBCH,BDEGD,ABDGH,GGEBA,CBDFH
444,GFFCA,CBCFH,AEFFD,ACHGE,HGDBA,ADGGF
445,DFCCG,BEGBG,GBGBD,FCAGE,EGADF,BFFBG
446,ADGFF,GGFCA,ADFGG,AFDGF,GDADG,GGDCA
447,FHFCA,FEDFB,AFFDG,GHDBB,FABFG,BBDFH
448,GFEDA,ADGGC,HFDBB,BHGDB,FBBDH,BAEFH
449,AEFGF,GGEBA,ADFGF,HCBDD,GDACG,BEFGB
450,CGGDA,DBBDH,DGGDA,BBCGH,HGEBA,ABDGH
451,HDBCD,ACGGE,GBBEG,HGDBB,ADFGF,HGCCB
452,GADFD,GDCCD,ACFGG,GABEF,HGDBA,BBDGH
453,FGGCA,ABEGH,FHDBB,HFBBE,ACGFG,CCEBH
454,DFGAD,EDACH,EFGDA,FGBBE,ECDBH,CAFFG
455,GFGCA,EBBDH,ADEGG,EACGG,GGECA,BECFG
456,BGGEA,EBBDH,CGGDA,BBCGH,HGDBA,ABDGH
457,HEBBD,CCCDH,ACFFH,HBBEE,HGEBA,HFCCB
458,ACEGH,GGFCA,ADFGG,CGCFC,GDACG,FGDDA
459,BCBFH,EDGFA,EACFH,GGECA,ACEFH,EFGFA
460,EAGFC,CCHEC,DHECB,EBBFH,EABGH,CFCHB
461,ECBDH,DCBHF,HGEAB,GGDAE,ADHFC,GHCAD
462,CBBGH,GGFDA,ABEGH,HFDCA,ACGGG,EBDHC
463,FDDFB,AECGG,GGEEA,GACGE,DGGCA,BFBDH
464,HDCCC,CBCGH,GGFCA,AEHFC,ACFFG,HBFDB
465,ECEBH,HDBEC,DCBFH,GDBBG,ADHFD,FGFBA
466,ACFGG,GGECA,ABEGG,GGECA,CACFH,BFFGA
467,ADGGD,HFCCC,ACEFH,HBCDF,HEECB,BBCFH
468,HGDBB,BBDGH,AEGEF,ABEGG,HFEBA,DBBFH
469,HGDBA,CCBEH,AEGFD,HCAFE,HGCBB,BBDFH
470,CGGDA,DBBEH,EGGDA,BBCGH,HGDBB,ABDGH
471,BCCFH,ECHEA,EACFH,GGECA,ADDGH,EGGDA
472,HFBBD,ACEGG,HFBBD,GGCAE,ADFGG,HFEBA
473,CCHDD,HDADF,BFHEA,ADGGE,GFCAF,FCBGC
474,EGFEA,AGGEC,HFBDC,ABGGE,HFABF,BGCDG
475,ACEGG,HDCBC,ACEFH,GBCEF,HGEBA,ADCHG
476,HFDCA,CACFH,ACDFH,FACFG,HGEBA,GEBCE
477,FHEDA,BBCGH,HDEBD,FHEBB,DBBFH,BBEFH
478,HGDBA,BBDFH,FGGCA,CBBHG,HGDBA,ABDGH
479,CGGDA,EBBDH,CGGDA,BBCGH,HGEBA,ABDGH
480,HEDBB,BCDEH,DGGEA,CCGGB,HFBBE,BCGEF
481,HDCBD,HECBC,ADEGG,EABGG,HGDBB,DEGFA
482,HBCCE,EHFCA,DBBFH,HFBAE,DGGCA,AEDHE
483,HEBDB,CBBFH,HGDAB,CHGDA,ABEFH,FDEGA
484,BBDFH,GGFCA,ACFGG,HFCCB,CACFH,HGDBA
485,FBBEH,EGGEA,HFBBC,DHFCA,ACFGG,HFEBA
486,FGFAD,ADDGG,GHDDA,ADHFE,GEADF,EADFG
487,CEGEB,HFEBB,BCDEH,HFBBD,EGGBB,EBBEH
488,BGGEA,BBDGG,HDECA,AFGED,HFCCB,BCCFH
489,GGECA,CBBFH,FGFEA,AHEED,HFEBA,BBCFH
490,HEDBB,CBCFH,BFHEB,CGGBD,HGCAC,CBEGG
491,AEGEE,DFGFA,GGECA,CHGCB,GDADG,BBDGH
492,HFECA,BBDFH,DGFEA,DAFCH,HGDBB,ABEGG
493,BCCFH,GGDEA,HBBDG,ADGGE,GBAFG,FEGFA
494,HGEBA,FCBCH,CFGGA,BBEGH,GGEBA,DCBEH
495,FADEG,BCCEH,ACEGG,HGECA,HCBDD,DEGEA
496,BCEGF,GFFDA,ACFGG,HECCB,ABEGH,CBFHC
497,EEHEA,HEDDA,ACFGG,BFBGE,HFDBB,BBCFH
498,DFGAE,GEABG,DACFH,HEBCC,GHBBD,BCHDD
499,FGFCA,CFHFA,ACFGG,HFCCA,CACGH,HEBBD
