,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
259,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDCBA,EECBA,BBBCE,ABCDE,ACDDD,EDCBA,EDBBA,ABDDD,BABDE,ADDCD,EDCBA,CABED,ECBBA,EDDCA,CEDBA,DDDCA,CABED,ECAAD,ABCDE,ADCBD,ABCDE,EECAA,CABCE,ABCDE,BBBDE,ABBDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE
260,EDBBA,EEDBA,AACED,ABCDE,EECAA,EDBAD,ABCDE,AABDE,ECBBB,DCDDA,ABCDE,ADDCC,EDCBA,CABCE,DECAB,DDBAD,ABCDE,CABDD,CBDEB,EBABE,ABDED,ECCCA,CECAC,ADEDB,ABDED,ABBDE,AABDE,ABDEB,AACEE,EEDBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
261,BEDBB,DDDCA,AACED,ABCDE,EECAB,EDBAD,ABCDE,ABBDE,ABCDE,EDBBA,EDCBA,ABCDE,DDDCA,EBABE,ACEDB,BABDE,ABDDE,AACEE,EABDD,AACEE,DDBAD,BBBCE,ECBBB,CBBBE,BBDEB,AABDE,BBBDE,CDBAE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,AACEE,ABCDE,ACBCE
262,EBBCB,EDCBA,EECAB,EDCBA,ACDDD,EDBAB,DDDCA,ABCDE,ABCDE,CCDDA,ACDDD,EEDBA,EDCBA,BABDE,AEECB,EDBAA,ECCCA,ADDCD,ACDDD,EDBAB,ECBBB,DDDBA,CDDCA,CCBAE,ACCCE,BCBBE,DDDCA,EBBCA,EBBCB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,DBDDA,DCDDA
263,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,CDDDA,DEDBA,ECBBC,ABCDE,ECBBB,EDCBA,EDBBA,EDBAC,CBBBE,ACDDD,ABDEE,EDDBA,EDCBA,CCDDA,EDDCA,EDCBA,CCDDA,AACEE,DDBAD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,BBBCE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,AACEE,ABCDE,ACBCE
264,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,AEDCB,EBBCB,BDEDA,ACDDD,ECBBB,DDDCA,ACDDD,EDCBA,DEDBA,ECAAD,AEDCC,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,EBCDA,EDCBA,EDBAB
265,ACDDD,EEDBA,EECAB,EDCBA,AACEE,EDBAD,ABCDE,DDDCA,ABCDE,ACDDD,EDCBA,EDBBA,AACEE,BABDE,ACDDE,ACCCE,BABDE,ABDDE,EBABD,ABCDE,CEDBA,ABDEE,BBDEC,DBABE,ABCDE,EDCBA,EDBAB,BABDE,ABCDE,ABBDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCCE
266,ECBBB,EDBAB,EDCBA,EDBAA,EEDBA,BEECA,ABCDE,ABCDE,ABCDE,ACDDD,ADEDB,DDDCA,EDBAB,EDCBA,EDBAB,CCEDA,AEDBC,BACEE,ECBBB,EECAA,ABCEE,CABED,BABDE,ECBBB,AACEE,ABCDE,ABBCE,EDDBA,BBBCE,BBBDE,ACDDD,ABCDE,ABCDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
267,EDCAA,EDCBA,AACED,ABCDE,DECAA,EDBAD,ABCDE,BBBDE,DAACE,DBCDA,ABCDE,EDCBA,EDCBA,CABCE,AEDCB,EDBAC,AEDBC,CDDDA,EDCAA,EECAA,BBBCE,DDBAD,DABDD,CCDDA,ADEDB,BBBDE,ABBDE,BDCBE,ABDDE,ECABD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE
268,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,EDCBA,CBABE,CDEDA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ABDDE,EDCBA,EDCBA,EDCAA,EEDBA,EDCBA,EDCAA,EDDCA,CABDE,DDBAD,ABCDE,ABCDE,ABBDE,ABCDE,ABCDE,ABCDE,ABBDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCCE
269,EECAA,DDDBA,AACED,ABCDE,EECAB,EDBAD,ABCDE,ABBDE,ECBBB,DCDDA,AACEE,ACDDD,EDCBA,CABCE,ACCDE,EBBBC,ACCCE,ABDEC,AEDBB,BBDEB,ABDED,EDCBA,AACEE,BBBDE,ABDEE,BABDE,ABCDE,DAACE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
270,ACDDD,EDCBA,EECAB,EDCBA,BBBCE,EDBAD,ABCDE,AACEE,ECBBB,ACDDD,EDCBA,EDCBA,ACDDD,BABDE,ACDDD,ABCDE,ABCDE,ABDDE,BABDE,AACDE,BACED,CEDBA,AEDCC,ABCDE,ADEDB,EDCBA,CBBCE,AACDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
271,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDBAB,ABCDE,ABBDE,ABCDE,ACDDD,EDCBA,EDBBA,BBBCE,BABDE,BEECA,ECBBC,ACDDD,ABBCE,EBABC,EECBA,EDCBA,EDCBA,CCDDA,BCBBE,ABDDD,AABDE,ABCDE,AACDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
272,EDBBA,EEDBA,AACED,ABCDE,EECBA,EDBAD,ABCDE,DDDCA,ABCDE,BBDEA,ABCDE,DEDBA,EDCBA,CABCE,BDEDA,CBBCE,ABDEC,DEDBA,ECBBB,CECAC,AACEE,ECBBB,ECBBB,AADEC,ACDDD,BABDE,BABDE,DACEB,ABDEE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
273,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDCBA,EECAB,ABBDE,EBBBC,ACDDD,EDCBA,EDBBA,BBBCE,ABBDE,ACDDD,EDCBA,EDCBA,EDCBA,EDCBA,EDBBA,EECAA,BEECA,EECBA,EDBAB,ABDDE,AABDE,ABCDE,ABCDE,ACCCE,ABBDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
274,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,EDCBA,CBABE,CDEDA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ABDDE,ACDDD,EDCBA,EDDBA,EDBAA,ECBBB,DDDBA,BDEDA,AACEE,CBACE,ABDEE,AACDE,ABBDE,DEDBA,EDBBA,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,AACED,EDCBA,DDBAD
275,ECBBB,EECBA,EECBA,EDBAA,CCDEA,DDDCA,ABCDE,ABCDE,ABCDE,ACDDD,ADECB,EDDBA,BBDEB,EDCBA,DDDCA,AACEE,CACEC,EECAA,AACEE,ADEDA,ADEDA,EBCDA,BABDE,BEDBB,ADCCE,EBCDB,ADDCD,EECBA,ECBBB,BCBBE,AACDE,AACEE,ABDDE,ABCDE,ACDDE,ABDEC,EDCBA,EDDCA
276,ACDDD,DEDBA,EECAB,EDCBA,EDDBA,EDBAB,ABCDE,ABBDE,ECBBB,ABDED,EDCBA,EDBBA,BBBCE,BABDE,BEDBB,ECABE,BBBCE,CDBAD,ECBBB,DDBAD,ACDDD,DDBAD,DEDBA,BCBBE,ABDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,AACEE,ABCDE,ACBCE
277,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ACDDD,EDCBA,EDBBA,EDBAC,BABDE,ADEDB,EDCBA,DDDCA,AACEE,ECBBB,EDCBA,EABDD,BBDEB,BBBCE,BBBBE,ACDDD,AABDE,ABCDE,ABCEE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
278,ACDDD,EEDBA,EDCBA,EDBAB,DEDBA,EDCBA,AACEE,ABCDE,ABCDE,EDBAA,EECBA,EDCBA,EDBAC,EEDBA,EAACE,EDBAB,AACDE,DECAA,EBBBC,ABDEE,ABDEC,ECCCA,ACDDD,DCDDA,DBDEA,AACDE,ADDCD,ACCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDCE,ABDEC,CDBAE,BCBBE
279,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDBAD,EDCBA,ECBAC,ECBBB,ACDDD,EDCBA,EDCBA,ACDDD,BABDE,ACDDD,BABDE,ABCDE,AACDE,ABCDE,ABCDE,ABCDE,AACEE,EBBCC,ABDED,BDEDA,EDCBA,ABCDE,AACDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
280,EDCAA,EDCBA,AACED,ABCDE,EECAA,EDBAD,ABCDE,ABBDE,DAACE,ECCDA,ABDEE,DEDBA,EDCBA,CABCE,ADCCE,ECBBB,CDDDA,ABCEE,EABDD,AACEE,CEDBA,BBDEB,CEDAB,ACCDE,ABDED,AABDE,ABCDE,ABCDE,ABCEE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
281,ACDDD,EDDBA,EECAB,EDCBA,BBBCE,EDBAB,ABCDE,ABBDE,ABCDE,ACDDD,EDCBA,EDBBA,ACDDD,BABDE,ADEDB,EDCBA,EBABE,AEDBB,ACDDD,BBDEA,CCDDA,DABDD,DABDD,DAACE,ABDDE,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
282,ADDCD,EDCBA,EECBA,EDCBA,EDBAB,EECBA,ABCDE,BABDE,ABCDE,ACDCE,EDBBB,EDCBA,EDBAC,EEDBA,EDBAB,ABCDE,AABDE,ECBBB,EBABD,ACBCE,ABCDE,ABDDE,EBCCA,DCDDA,DCDDA,ACDDD,ACDCE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACDDE,ABDEC,CDBAE,BCBBE
283,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ACDDD,EDCBA,EDBBA,EDBAC,ABDDE,ACDDD,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,BABDE,ABCDE,BBBCE,ABDDD,AABDE,ABBDE,EDCBA,EDCBA,BBBDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,AACEE,ABCDE,ACBCE
284,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,DDDCA,ACDDD,EDCBA,EDCBA,EDBAB,ACDDE,AEDCB,DEDBA,DABDD,EDBAC,BBDEB,BCEDA,EDCBA,EECAA,ACDDD,BBBBE,ADDCC,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,EBCDA,EDCBA,EDBAB
285,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ABBDE,EDCBA,EBABE,ABCDE,ACDEC,EDCBA,EDBBA,EDBAC,ABCDE,ABDDE,DDDCA,EECBA,EDCBA,EECBA,EDCBA,EDCBA,EDCBA,DEDBA,EBACE,ACDDD,AACDE,ABCDE,ABDED,ECBAD,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACED,EDCAA,DDBAD
286,EDBAA,DEDBA,EECAA,EDBAB,EECAA,ECBBB,ABCDE,ABCDE,ABCEE,ACDDD,ADEDB,EDDBA,EDCBA,EDCBA,ECBBA,DECAB,ABCDE,DDDCA,EBBBC,ABCDE,ABCEE,ECBBB,BABDE,CABDE,AACED,EBABE,ABCDE,ABCDE,AACEE,ABCDE,ABCDE,ABCDE,BBBCE,ABDDE,ADDCD,ABDEB,EDCBA,EDDCA
287,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDBAD,ABCDE,BBBDE,ABCDE,ACDDD,EDCBA,EDCBA,BDEDA,BABDE,ACDDD,ABCDE,BABEE,ABDEE,AABDE,ABCDE,ACDDD,ADCBE,AACEE,EBBCC,DDDBA,EDBAC,ABCDE,ABCDE,ABBDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
288,ECBBB,EECBA,EECAA,EDBAA,EECBA,BBDEB,ABCDE,ABBDE,ABCDE,ACDDD,BEDCA,EDCBA,EDCBA,BBBCE,ECBBB,AACEE,ACDDE,ABCDE,EABDD,EBABE,EBBCC,AACEE,BABDE,CBBCE,AADED,BBBDE,ACCCE,CEDBA,ECBBC,ABBCE,ABCDE,ABCDE,BBBCE,ABCDE,ABCDE,ABDED,EDCBA,EDCCA
289,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,EDCBA,CBABE,CDEDA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ABDDE,ADEDB,EDCBA,EDCBA,EDBAA,DDDCA,EECAA,EDCBA,EDCAA,ABCDE,ABCDE,AACDE,ABCDE,ABCDE,ACDDC,ABBDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACED,EDCAA,DDBAD
290,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ABDED,EDCBA,EDBBA,AACEE,BABDE,BEDBB,ECABE,ABDED,CDDCA,ECBBB,EECBA,BBBCE,EDCBA,DEDBA,ECAAD,ABDDD,AACDE,ABBDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,ACBCE
291,EBBCB,ECCCA,EDCBA,BABDE,DECAB,DDBAD,ECBBB,AABDE,ABDEE,BABDE,ADDCD,EEDBA,EDCCA,BABDE,AEDBB,BACED,CEDAA,DEDBA,BACED,ACDEC,ECCBA,EECAB,CDEDA,BCBBE,BCBBE,EECBA,EBBCB,ECCBA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,CBDEA
292,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,EDBAD,ABCDE,ABBDE,ECBBB,ACDDD,EDCBA,EDBBA,EDBAC,BABDE,ABCDE,ABCEE,ABCDE,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ACBCE,ACDDD,AABDE,ABCDE,EDCBA,EBABE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
293,EDCAA,DDDBA,AACED,ABCEE,DECAA,EDBAD,ABCDE,DCDDA,ABCDE,CCDDA,ABCDE,DDDBA,EDCBA,CABCE,ACDDD,EECAA,AACEE,EECAA,BECBD,AACEE,AADED,DEDCA,CEDAB,ADEDB,AACED,ABCDE,ABCDE,ACDEB,BBBCE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
294,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDCBA,CEBAD,ABBDE,ABCDE,ACDDD,EDCBA,EDBBA,ABDED,BABDE,AEECB,EDCBA,EDCBA,EBBDB,EDBAC,ECBBB,BBBCE,ECBBB,EECAB,ABCDE,ACCDE,ABCDE,EBABD,CABDE,ABCEE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
295,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,DDDCA,ACDDD,EDCBA,EDBBA,EDBAC,BABDE,ADEDB,CEDBA,EECAA,ABBCE,ACDDD,EECBA,ACDDD,EDCBA,ECBBB,BECBD,ABDED,AACDE,ABCDE,ABCEE,ABCCE,ABBDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
296,ECBBB,EECBA,EECAA,EDBAA,EECBA,CEDBA,ACCDE,ABCDE,AACEE,ACDDD,ADECB,EDCBA,EBBCA,ECBBB,ABCEE,ACDDD,ADEDA,DDDCA,ACDDD,ECBBB,ECBBB,DABDC,BABDE,ECBBB,AACED,AEDBC,ABBDE,BEDBB,BBBCE,DBACE,ABCDE,ABCDE,ABCDE,AACEE,BBDEB,ABDEC,EDCBA,EDDCA
297,ACDDD,EECBA,EECAB,EDCBA,EDDBA,EECAB,ABCDE,ABBDE,EECAA,ACDED,EDCBA,EDBBA,EDBAC,BABDE,AEDCC,EDBAB,BBBCE,CDBAD,CCDDA,EECBA,BEDBB,DDBAD,EECAA,BCBBE,ABDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
298,ECBBB,DEDBA,EDCBA,EDBAA,EECBA,ABDDD,ABCDE,ABCDE,ABDDE,ACDDD,ADDCC,EDDBA,EDCBA,DCDDA,EDCBA,DECAB,CDDDA,BACEE,EBBBC,DDDCA,ABCEE,DABED,BABDE,DDDCA,AACDE,ABCDE,ABBCE,AACDE,ABDEE,ABCDE,ABCDE,ABCDE,BBBCE,ACCDE,ABCDE,ABCDE,ABCDE,ABCDE
299,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,DDDCA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ABCDE,ABBDE,ABCDE,AACEE,CBBCE,ABCDE,ABBDE,ABCEE,AACEE,ACBCE,ACDDD,BABDE,ABCDE,EDCBA,EDBBB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
300,ECBBB,EDBBA,EDCBA,EDBAA,EECAB,EECBA,ABCDE,ABCDE,ABCDE,ACDDD,ADECB,EDCBA,EECBA,EDCBA,EDBAB,EBACD,ABCDE,ECBBB,EBBBC,ABCDE,EECAA,ECBBB,EECAA,ACDDD,AACEE,ABBCE,ACCDE,EECBA,BCBBE,ABCDE,BBBCE,ABDEE,ABCDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
301,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ACDDD,ABCDE,ABBDE,EECAA,ACDDD,EDCBA,EDBBA,EDBAC,BBBDE,ABDDE,ABCDE,AACED,ABDEE,ABCDE,ABCDE,ABDED,ABCDE,ABDDD,ABCDE,ABDED,BABDE,ABCEE,EDCBA,EBABE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
302,BDEDA,EECBA,EECAA,EDBAA,EECBA,CCDDA,ABCDE,ABCDE,ABBCE,ADDCD,AEECA,EDCBA,ECCDA,BBBCE,ECBBB,ADEDB,ADEDB,BBDEB,ACDDD,ABCDE,ECBBB,DABDC,BABDE,CABCE,AACED,BBBDE,CDDCA,BBDEA,ACDDD,ABCDE,ABDDE,ABCDE,AACDE,ABCDE,ACCDE,ABDEC,EDCBA,EDDCA
303,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,ABBDE,EDCBA,EBABD,ABCDE,ABDED,EDCBA,EDBBA,EDBAC,ABCDE,ABCDE,CEDBB,EDCBA,EECBA,ECAAD,EDCBA,ECBBB,DDDCA,CABDE,CEDAB,ABCDE,ABBDE,ABCDE,ABCDE,EDCBA,ABBDE,ABCDE,ABCDE,ABCDE,ECBBB,ABCDE,AACEE,ABCDE,ACBCE
304,ECBBB,DECAB,EDCBA,EDBAA,EECAA,DEDBA,ABCDE,ABCDE,ABCDE,ACDDD,ADDCC,EDDBA,EDBBB,EDCBA,EBABC,DECAB,EECAB,DDDCA,EBBBC,ADEDB,ABCEE,DDBAD,DABDD,DDBAD,ABCDE,AABDE,ACDDD,EECBA,EBCDA,ABCDE,ABBDE,ABCDE,ABCDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
305,BDBAE,EECBA,EECBA,EDBAB,EECAA,DECBA,ABCDE,ABCDE,AACEE,ACDDD,ADECB,EDDBA,EDCBA,EDBBA,EBABE,AACEE,ADDDD,ADDCC,BEDBB,DDBAD,ABDEE,DABDC,BABDE,ADCBE,AACED,BBBDE,BACED,ADDCB,EBABE,ABCDE,ABCDE,BBBCE,ABCDE,ABCDE,ACDDE,ABDEC,EDCBA,EDDCA
306,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDCBA,ACCCE,ABBDE,ABCDE,ACDDD,EDCBA,EDBBA,ACEEB,BABDE,ADDCC,EDDCA,EDCAA,EECAA,EECAA,DDDBA,CBDEA,EDBAC,AEDBB,ADCCE,ABCDE,AABDE,ABDEE,EBABD,BBBCE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
307,EDBAA,EDCBA,AACED,ABCDE,EECAA,EDBAD,ABCDE,BBBDE,DAACE,ECCDA,ABCDE,ADDDC,EDCBA,CABCE,ADCCE,EBACD,ABCDE,ABCEE,EBCDA,ABDEE,ADEDA,EECAA,DABDD,EEBAB,ABDED,BBBCE,ABCDE,EAACE,ABCDE,ABCDE,ABCDE,EECAA,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
308,ACDDD,EDDBA,EECAB,EDCBA,AACEE,EDCBA,ACCCE,DDDCA,ABCDE,ACDDD,EDCBA,EDBBA,ACDDD,BABDE,ADDDC,EDBAB,EDCBA,EBABE,EECBA,ADEDB,DECAB,ECBBB,EECAA,ABCDE,ACDDE,ABCDE,EBBCC,EBBBC,AACDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
309,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,DDDCA,ACDDD,EDCBA,EDBBA,EDBAC,ABCDE,ACDDD,ABCDE,ABCDE,ABCDE,ABCDE,AACDE,ABCDE,ABDDE,ABCDE,ACCCE,ABDDD,AABDE,ABCDE,EDCBA,EDBAA,ABBDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
310,BEDBA,EEDBA,AACED,ABDDE,EECAA,EDBAC,ABCDE,ABBDE,DDDCA,EDCBA,EDCBA,ABCEE,EDCBA,DBACE,AEDBB,EBCDB,ABCDE,ABCEE,BABEE,BEDBB,AACEE,AABDE,DDDCA,DDDBA,ABCEE,AABDE,ABCDE,ABCDE,ABCEE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
311,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,AACEE,ABCDE,ABBDE,DDDCA,ACDED,EDCBA,EDBBA,EDBAC,ABDDE,BBBDE,ABCDE,ABBDE,ABDEE,ABCDE,ACDDD,ABDDE,DABCE,ABCDE,ABBCE,ABDED,AABDE,ABCDE,EDCBA,EDCBA,BBBCE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCEE,ABCDE,ABCCE
312,ACDDD,EECBA,EECAB,EDCBA,BBBCE,EDCBA,CDBAE,DDDCA,ABCDE,ACDDD,EDCBA,EDCBA,ACDEC,BABDE,ADECB,EDCBA,DDDBA,BCDDA,EDCBA,BABDE,BACEC,ACCDE,AABDE,BBDEA,ABCDE,ABDEE,AACDE,AACDE,ABCCE,EECAA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
313,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,EDBAB,ABCDE,ABCDE,ECBBB,ABDED,EDCBA,EDBBA,EDBAC,BABDE,ADDDD,DABDD,ACDDD,AACEE,BDCBE,EECBA,EDCBA,EDCBA,DEDBA,CCDDA,ABDDD,AABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,AACDE,ABCDE,ACBCE
314,ECBBB,CEDBA,EDCAA,EDCAA,EECBA,BBDEB,ABCDE,ABCDE,ABCDE,ACDDD,CEDBA,EDCBA,EDCBA,BBBCE,ECBBB,ABCDE,DDBAE,BBBCE,EBBBC,EBABD,ABDEE,EBBDB,ACDDD,CBBCE,ABDED,BBBDE,ABBDE,AACED,DBABE,ABBCE,ABCDE,ABCEE,ABCDE,ABDED,ABCDE,ABDED,EDCBA,EDCBA
315,ACDDD,DEDBA,EECAB,EDCBA,BBBCE,EDCAA,EDCBA,BBBCE,ABCDE,ACDDD,EDCBA,EDCBA,ABDDD,BABDE,BEDBB,EECAA,DDDCA,DABDB,EDBAB,DCDDA,AACED,ABDED,ABCDE,ECAAD,ABCDE,EDBAB,AABDE,ABCDE,ADCBE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,AACED,EDCBA,DDBAD
316,ECBBB,EECBA,EECAA,EDCAA,BBDEB,DDDCA,ABCDE,ABCDE,ABCDE,ACDDD,BEECA,EDCBA,DEDAA,EDDBA,ABCDE,DDDDA,ADEDB,CBACE,ABDED,BDCBE,CCBBE,BACEE,ACDDD,ACEDB,ADEDA,ACCCE,EBABE,EDBBA,DDDCA,ABCDE,ACDDD,ABCDE,ABCDE,ABCDE,ABCDE,ABDEC,EDCBA,EDDCA
317,ECBBB,EDCBA,DDDCA,ABCDE,EECBA,BABDE,ABCDE,ABBDE,ABCDE,ACDDD,EDBBA,EDCBA,EDBAB,EDCBA,DBACE,ABCDE,AEDBC,ECBBB,EBBBC,ABCDE,EECAA,EBCDA,ABDEE,CABDE,AACED,BBBCE,ABBCE,AACEE,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ADDCD,ABDEB,EDCBA,EDDCA
318,ACDDD,EDCBA,EECAB,EDCBA,EECAA,EDBAB,ABCDE,EECAA,ABCDE,ACDDD,EDCBA,EDBBA,BDECA,BABDE,ADEDB,DDDCA,CDDDA,ABDEB,BBDEB,BBBCE,EDCBA,EDCBA,DEDBA,BCBBE,ABDDD,BABDE,ABCDE,ABCDE,ABCDE,ABCDE,DDDCA,ABCDE,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
319,ACDDD,EDDBA,EECAB,EDCBA,EDDBA,BBBDE,ABCDE,ABBDE,ABCDE,ACDDD,EDCBA,EDCBA,EDBAC,AABDE,ACDDE,ABCDE,ABCDE,ABCEE,BABDE,ABDEE,AACEE,AACEE,AACDE,ACCBE,ABCEE,AABDE,EECBA,EDCBA,ABBDE,ABCDE,ABCDE,ECBBB,ABCDE,ABCDE,ABCDE,AACEE,ABCDE,ACBCE
320,ACDDD,DDDCA,EECAA,EDCAA,EECBA,BBBCE,ECBBB,ABCDE,ABCDE,ACDDD,CEDBA,EDCBA,EDCBA,BBBCE,ECBBB,ABDEC,BEDBB,BBDEB,EECAA,CABDE,ABDEE,BBDEB,DABDD,EBABE,BCBBE,ADCBE,BABDE,ECABD,EECAB,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABCDE,ABDED,EDCBA,EDCCA
