,0,1,2,3,4,5
386,ACEEE,CDFDA,FCACE,EFDBA,ABDEF,EEDCA
387,FEDBA,CBBCF,CEEDA,AEEDE,FECBA,BBBEF
388,ABDFE,EEECA,ABDEF,EFDCA,DABDF,ABDFD
389,DFDCA,DBEEA,ABCEF,EFDCA,CABEF,BBBEF
390,FDABC,BACFF,FECAB,FFCBA,ACEEE,FEDBA
391,CDFCA,FCBBE,ABCEF,AADFF,FEDBA,ABCEF
392,CEEBB,ACDCF,EDECA,FDDDA,AECDF,BCFBC
393,AEEDB,FCABF,AEFDA,ABCEF,FEDBA,ABCEF
394,FDABD,CFEDA,CBBEF,FCABE,BEEDA,EACDE
395,FEDBA,BBCDF,CEEDA,ABEEE,FEDBA,BBBEF
396,FBACE,ABDEF,FEDBA,ADFDC,ACEED,FEBBB
397,DEECA,FEDBA,ABCEF,FEBBB,BDFBB,DBBCF
398,CBEFB,AEFDB,BFEBC,CFEBA,EDABF,FBADE
399,BBEFC,FECAC,EABDE,AEFDB,EDABE,DBEEB
400,EECEA,DCAEF,BAEFC,BAEDE,FEBAB,BCEAF
401,ABDEE,FEDBA,ABDEF,FECBA,ABCEF,CEDDA
402,FEDBA,CBBDF,ACDFD,BACEF,FFDBA,BABEF
403,FCBBC,EDEBB,ABDEF,EABEE,FEDBA,BBDEE
404,ECBFB,BEBBF,CDFBB,ADCED,FDDDA,EBDEB
405,ACCDF,EABFD,ACDEF,FDBCA,CFCAE,EEABE
406,EEDBA,DACDF,CEFAC,DABEF,DEDEA,CDAEE
407,EBBBF,ACDFE,FEDAA,DFDBA,ABDEE,FEDBA
408,BCFAE,EABFC,ACDEF,FEBAC,DBEFA,BFDAE
409,ADDFD,BEFCA,DABEF,DFEBA,EBEEA,CBFAE
410,EEEBA,BBBEF,ACEEC,ABFED,FECBA,ABEFC
411,FDBBB,ABCFE,ECACF,EBADF,FFCBA,BADFD
412,BFFCA,EBABF,BEFDA,BBBEF,FEDBA,ABCEF
413,AEEBD,CAFCD,FBBEC,BCDBF,DDEAD,CBFAE
414,AEFDA,FCABF,AEFDB,BBBEF,FEDBA,ABCEF
415,ECAED,ABCEF,EEDCA,ACFEC,CABFF,CFEAB
416,CACFE,ABDFD,FBACE,FEDBA,ACEEE,BCEFA
417,BEFEA,EEECA,ABDEF,DFBAC,DEFBA,DBADF
418,EFEBA,ABFEB,ABCEF,FECBA,CAEFC,EBCDE
419,BDEAE,BBFDD,AECED,ADDDF,FEDAA,DADBF
420,EDFDA,FEDBA,ABCEF,FCABC,AEDEB,DAAEF
421,ABCEF,DEECA,AADEF,AEEEC,FCABE,EFEBA
422,DFEAB,BACEF,EEABE,EACEE,FCACE,DADEE
423,CFECA,FECBA,ABDDF,FEABD,FCDCA,DCBBF
424,ABDEE,EEECA,FDBBC,ABDFE,FECAA,ABEFE
425,BDBFC,BFBCE,ACFCD,ADCFD,CFCAD,EBFCA
426,CBFEA,DFCAD,FCBBD,EFDBA,DBDFB,ACFEC
427,DABEF,EEECA,AADEF,FECBA,ACEEE,EEECA
428,CBEFB,DBACF,ACDEE,FBBCD,EDECA,CBBCF
429,ABCFE,CBBDF,DEECA,EBADF,ACDEE,DEEDA
430,BACEF,EEECA,BACEF,EFDBA,BADEF,BDEEA
431,BBEEC,FEEBA,ABDEF,FECBA,BABEF,FCBDB
432,DFEBA,FDDBA,ACDCF,FEBBB,ADEEC,DBBBF
433,DBCBF,FCCAE,FDDBA,DFDAB,BBFEC,DEEBA
434,CEBBF,BCFBD,FCEBB,AECDE,EDCFA,BFBBF
435,ACEEE,EFDBA,ABEEE,AEDEB,FDABD,ACDEE
436,CEDEA,AEEDC,AEFCB,BFDBB,FEBDA,BECAE
437,BBBEF,CBEEB,DABDF,FECBA,ACDFD,EDFCA
438,FBCCB,ABCEF,ABEEE,DEFBA,FCABD,EFBBB
439,EFDBA,CDFDA,ABDEF,FECBA,EBADF,FBBCD
440,BEFDA,FCABF,AEFDB,BBBEF,FEDBA,ABCEF
441,FCCBB,BACEF,ACFEB,EDEAC,FBBDC,ECDDA
442,FBCCC,FEDCA,ABCEF,DACEE,FECBA,ACECE
443,FEDBA,EBBBF,ACDEC,AACEF,FFDBA,BACEF
444,EEEBA,BBBDF,ADEEC,ABFED,FECBA,ACEED
445,CECBE,ADEBE,EBEBC,DCAFD,DEACE,ADDBF
446,ACEEE,EFDBA,ACEEE,ADCFD,ECACF,FECBA
447,DFEBA,EDCEB,ADECE,FFCAB,EABEE,BACDF
448,EEDCA,ACEFC,FDCBA,AFECB,EABCF,BADEF
449,ADEED,FEDBA,ACEEE,FCACC,ECACF,ADEFB
450,BFFCA,CBBCF,CFECA,BBBEF,FEDBA,ABCEF
451,FCBBC,ABFED,FBADE,FECBA,ACEEE,FFBBA
452,FACDC,FCCCC,ABEEE,FABDE,FECBA,ABCEF
453,DFEBA,ABDEF,EFCBB,FDABD,ABEDE,CCDBF
454,CEEAC,DCACF,DEFCA,EFBBD,DBCBF,BAEEE
455,EEEBA,DBBCF,ACDEE,DACEE,FEDBA,ADBEF
456,BEFDA,DBACF,BFECA,BBBEF,FECBA,ABCEF
457,FDBBC,BBBCF,ACDEF,FABDD,FEDBA,FDCBB
458,ABDEF,EEEBA,ACEEE,BEBEB,FCACF,EECCA
459,BBBEF,DCEDA,DABEF,EFDBA,ABDEF,DEEDA
460,DAFDB,BBFDB,CFDBB,DBBDF,DAAEF,BEBFB
461,DBACF,CBAFD,FEDAB,EFCAD,ACFEC,EFBAC
462,CABEF,EEDCA,ABDEF,FECBA,ABEEE,DACFC
463,ECCDB,ADCEE,EEDDA,EABFD,CFFBA,AEBCF
464,FCBBB,BABEF,EEDCA,ADFEB,ABDEF,FBECB
465,DBDAF,FCADB,CBAEF,FCABF,ACFEC,EFEBA
466,ABDEE,FEDCA,ABDEF,EFDBA,CACEF,BEEFA
467,ACFEC,FDBCB,ABDEF,FABCD,FDDBA,BBBEF
468,FECBA,BBCEF,ADFDD,ABDEF,FEDBA,CBBDF
469,FECBA,BBADF,ADFEC,FCADD,FECBA,ABCEF
470,BFECA,CBBDF,DFECA,BBCEF,FECAA,ABCEF
471,ACBEF,DCFDA,DABEF,FEDBA,ACCEF,DEFCA
472,FDBAC,ABDEF,FEBAC,FEBAD,ACDEE,FEDBA
473,CBFCC,FCACE,BDFDA,ACFED,FEBAD,EBBFC
474,DEEDA,AEEDB,FDACB,AAEFD,FDABD,BEBCE
475,ABDFE,FCBBC,ABDEF,FABDD,FEDBA,ACBFE
476,FECBA,BACEF,ABCEF,DACEE,FEDBA,FDBBD
477,EFDCA,BBCFF,FCDAC,EFDBA,CABEF,AADDF
478,FECBA,ABCEF,DEECA,BBBFF,FECBA,ABCEF
479,BFFCA,DBBCF,CFECA,BBBEF,FEDBA,ABCEF
480,FDCBB,ABCDF,CEEDA,BBFEB,FDAAD,ACEDE
481,FCBBC,FDBBB,ACDEE,DABEE,FECBA,CDEEA
482,FBBBD,DFEBA,CBADF,FDBAD,CEFBA,ADCFD
483,FDBCB,CABEF,FECAB,CFECA,ABDEF,ECDEA
484,ABCEF,EEEBA,ABDEF,FECBA,BABEF,FECBA
485,DABDF,DEEDA,FEBBC,CFECA,ABDEE,FEDBA
486,EEEAC,ACCEE,EFCCA,ACFED,EDACE,DACEF
487,CDFDA,FDDBA,ABCDF,FEBAC,DFFAA,DBADF
488,BFEDA,ABCEF,FCDCA,AEFDC,FECBA,ABCDF
489,FFDBA,BBBDF,EEEDA,AFDDC,FEDBA,BBBEF
490,FDCAB,BACDF,AEFDA,BEEBC,FEBAB,BBDEE
491,ADEDD,CDEEA,EEDBA,BFEBA,ECACE,ABCEF
492,FEDBA,BACEF,CEEDA,CAECF,FECBA,ABDFF
493,ACBDF,EECDA,FBACE,ACFED,EBAEE,EDEDA
494,FEDBA,EBBBF,BEEEA,AADEF,FEDBA,CBADF
495,EACDE,BCCDF,ABDEE,FEDBA,FCBCC,CDFDA
496,ABDEE,EEECA,ABDEF,FDCBA,ABDEF,BBDFC
497,DDFDA,FDCCA,ABEFE,BEAFD,FECBA,BBCEF
498,CEEAD,FDABE,CABEF,FDBBB,EFABC,BCFCC
499,EFEBA,BDFEA,ACDEE,FEBCA,BABEF,FDBAC
