,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
203,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CCBAA,ACBAB,CCCBA,AABCC,ABCCC,CCBAA,CCBAA,ABCCC,AAACC,ACCBB,CCBAA,CCCBA,CCBAA,CCBAA,CBBAA,CBAAC,CCBAA,ABBBC,AABBC,AABBC,ACCBB,AABCC,AABCC,BBAAC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
204,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,CCAAA,AABCC,AABCC,CBAAB,ABCCB,CCBAA,CCBAA,AAABC,AAABC,ACCBB,BCCBA,CBAAA,ACBBC,CBAAA,CCBAA,CCAAB,CCBAA,ABCCB,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABBC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABBC,ABBBC
205,CBAAA,CCBAA,CCBAA,CCBAA,BBCCA,BCCBA,ABBBC,AABCC,AABCC,ABCBB,BBCCA,CCBAA,CCBAA,CCBBA,ABCCC,CCBAA,CCAAC,AABCC,CCBAA,CCAAC,AABCC,CABCB,AABCC,BAABC,CABCA,AACCB,BBAAC,CBAAA,AACCA,AABCC,AABCC,AABCC,AABCC,ABCCC,ABBBC,AACCB,CCBAA,CBBBA
206,ABCCC,CCBAA,CCBAA,CCBBA,CCBBA,AABBC,CCBAA,CBAAC,AABCC,ABCCB,CCBAA,CCBAA,CCAAB,AABCC,ABBCC,ABCCA,CCBAA,CCBAA,CCBAA,CCBAA,CBAAB,CCCBA,CBBBA,AABBC,ABCCB,AABCC,AABCC,AABCC,ABBCC,CCAAB,AABCC,AABCC,AABCC,AABCC,CAABC,AABCC,AABBC,ABBBC
207,ABCBB,CCBAA,CCBAA,CCBAA,CBABA,CCBBA,AABBC,AABCC,AABCC,ABCCB,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,CCCAA,AABCC,CAABC,BAACC,BAACC,BBCCA,BABCC,AABCC,ACCBB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC
208,CBAAA,CCBAA,CCBAA,CCBAA,BBCCA,BCCBA,ABBBC,AABCC,AABCC,ABCCC,ACCBA,CCBBA,CBBAA,CCBAA,ABCCA,CCBAA,AABCC,AABCC,CBAAB,AACCA,AAABC,CAACC,ABCCC,CABCA,AABCC,BAACC,ACCAB,ABCBB,AAABC,ABBBC,AAABC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
209,ABCCC,CCBAA,CCBAA,CBBBA,CCBBA,AAABC,AABCC,AABCC,AABCC,AACCB,CCBAA,CCBAA,CCAAB,ABCCC,ABCCB,CCBAA,AABCC,ABCCC,ABCCC,CCBAA,CCBAA,BBCCA,BCBAA,BBAAC,ABCCC,AAABC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABBC,ABBBC
210,BACCA,CCBAA,CCBAA,CCBAA,CCBAA,BBCBA,ABBCC,AABCC,AABBC,ABCBC,BCBAA,CCBBA,CCBBA,CCBAA,ACCBA,CBAAB,AACCB,AABCC,CBAAB,AABCC,ACCAA,CABCB,AAACC,BAABC,AABCC,AAABC,AABBC,CAAAC,CBAAB,ABBBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCB,CCBAA,CBBBA
211,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,CBAAB,AABCC,AABCC,CBAAA,ABCCC,CCBAA,CCBAA,AABCC,AAABC,ABCCC,AABCC,AABCC,AABCC,AABCC,ABCCC,AABCC,AABCC,ABCBB,ABCBB,ABCCB,CCCBA,CCBAA,CBAAA,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
212,CABCA,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AABCC,AABCC,ABCBC,ABCCB,CCBAA,CBAAA,CCBAA,CCBAA,AABCC,CAABC,AABCC,CBAAB,CCBAA,CBAAA,BABCB,AAACC,BAACC,AABCC,AAABC,AABCC,CCBAA,AABCC,ABBBC,AAABC,ABBCC,AABCC,AABCC,ACCBC,AACCB,CCBAA,CBBBA
213,ABCCC,CCAAA,CCBAA,CCBAA,CCBAA,BCCAA,AABCC,AABCC,AABBC,ABCCC,BCCAA,CCBBA,CCBBA,CCBAA,BCCBA,AABCC,BAACC,CBAAC,CBAAA,ABCCA,CBAAA,CCBAA,CAACC,ACCCA,AABCC,BBAAC,AABCC,CCBAA,AABBC,AABCC,AABBC,AABCC,AABCC,AABCC,ABBCC,AACCB,CCBAA,CBBBA
214,ABCCC,CCBAA,BCCAA,CCBAA,CCBAA,CCBAA,ABCCC,AAABC,AABCC,ABCBB,ACCBB,CCBAA,AAABC,CBBAA,ACCBB,CAABC,CCBAA,BAABC,CCCBA,AAABC,ACBAC,AAABC,BCBAA,BAABC,AACCB,AAABC,ABBCC,BCCAA,BAABC,AABCC,ABBBC,AABCC,AABCC,AABCC,CCAAC,AACCB,CCBAA,CBBBA
215,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCAAB,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,AAABC,AAACC,ACCBA,ACBAB,CCBAA,AABBC,CAACC,CCAAB,CCBAA,CCCBA,AABCC,ABBAC,ABCCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
216,ABCCC,CBBAA,CCBAA,CCBAA,CCBAA,AACCA,AABCC,AABCC,AABCC,ABCBC,BCCBA,CCBAA,CCBBA,BCCAA,ACCCA,ABBCC,CABCA,AABCC,CAABC,ACCAA,AACCB,CABCB,AAACC,ACCCA,AABCC,BBAAC,BAABC,CCBAA,BBAAC,ABBBC,ABCCC,AABCC,AABCC,AABCC,ABBCC,AABCB,CCBAA,CBBBA
217,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,AABCC,CBBCA,AABCC,ABCCB,CCBAA,BAABC,ACCBA,BAABC,AABCB,AABCC,CBAAA,AABCC,AAABC,CBBBA,AABCC,CBBAA,AABCB,AAABC,AABBC,ABBCC,ABBBC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABBC,ABBBC
218,BAACC,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AAABC,AABCC,ABCBC,ACCBB,CCBAA,CCBAA,CCBAA,CBAAB,BBCCA,AABCC,CCBAA,CBAAB,CBAAA,CCBAA,BABCB,AAACC,BAACC,AABCC,AABCC,AABCC,CCAAC,BBAAC,AABCC,AABCC,AABCC,AABCC,BCCBA,CCBAA,CCBAA,CCBAA,CCBAA
219,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCC,CCBAA,CCBAA,CCAAB,AABCC,ACCBB,BCCAA,ABCCC,CCBAB,CBAAA,CCBAA,BBCCA,CCBAA,CBAAA,AABCC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABBC,ABBBC
220,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CBAAB,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,ABCCB,AAABC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABCCC,AABCC,CBAAB,BCBAB,ABCCA,CCBAA,CAABC,ABBCC,AABBC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
221,CCBAA,CCBBA,AABCC,AABCC,CCBAA,CBAAC,AABCC,AABBC,AABCC,CBAAA,CCBAA,AABCC,ACCBA,BAABC,ACCBB,ABCCB,AABBC,CBABB,CBAAB,ABCCC,AABCC,CBBBA,ACCCA,CCCBA,AABCC,AABCC,AABCC,AACCB,AABCC,AABCC,AABCC,AABCC,AABCC,CAABC,AABCC,AABCC,AABBC,ABBBC
222,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCBAA,CCBAA,AABBC,CAABB,ABCCB,CCBAA,CCBAA,AAABC,AABCC,ABCCC,CCBAA,CCBAA,CCBAA,CBBAA,CCBAA,CBBAA,ABBBC,CCCBA,BCBAB,ABBCC,AABCC,AABCC,CAABB,ABBBC,AABCC,AABBC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,ABBBC
223,CBAAA,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AABCC,AABCC,ABCBC,ACCCA,CCBAA,CBBBA,CCBAA,CCBAA,BBCCA,CCBAA,CBCBA,CCBBA,AABCC,AABCC,ACCAA,AAACC,CCCBA,AABCC,BAABC,AAABC,AABBC,ABBCC,AABCC,AABCC,ABBCC,ABCCC,ABCCC,CCBAA,CCBAA,CCBAA,CCBAA
224,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AAABC,AABCC,AABCC,AABCC,CABCA,CCBAA,CCBAA,CCAAB,AABCC,ABBCC,AABCC,AABCC,AABCC,AABCC,ABBCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AABCC,AABCC,CCBAA,CBAAB,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
225,ABCCB,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AAABC,AABCC,ABCBC,ACCBB,CCBAA,CBAAA,CCBAA,CBBBA,CCBAA,AABCC,CCBAA,CBAAB,AABCC,AABCC,BABCB,ABCCC,BAACC,AABCC,AAABC,CAABC,CCAAC,BBAAC,AABCC,AABCC,AABCC,AABCC,AABCC,ACCBC,AACCB,CCBAA,CBBBA
226,CBAAA,CCBAA,CCBAA,CCBAA,BBCCA,CCCBA,AABCC,AAABC,AABCC,ABCBC,BCCBA,AAABC,CBAAA,CCBAA,CCBAA,AABCC,AABCC,AABCC,BAABC,AABCC,AABCC,CBAAA,ACBAC,CAAAC,AABCC,BBCBA,BABCC,BBCCA,CCCBA,AABCC,AABCC,AABCC,AAABC,AABCC,ABBCC,AABCB,CCBAA,CBBBA
227,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CCBAA,CBBBA,BAABC,ABCCC,CCBAA,BAABC,ACCBA,CAACC,BAACC,ABCCC,BCBAA,AABCC,CBBBA,CAACC,BABCB,CAABC,AACCA,AABCC,AABBC,ACBAC,ABBCC,AABBC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
228,BBAAC,CCBBA,CCBBA,CBBBA,CBAAA,BCCBA,AABBC,AABCC,AABCC,BBCCA,BCBAA,CCBAA,CCBAA,CCBAA,CAAAC,CAABC,ABBBC,AABCC,CBABB,AACCB,ABBBC,ACCBA,CABCA,CBAAA,AABCB,ACBAC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC
229,CBAAA,CCBAA,CCBAA,CCBAA,CCBAA,BACCA,AABCC,AABBC,ABBCC,ABCBC,ACCBA,CCBAA,CBBBA,ACCBA,AABCC,ABCCA,CCBAA,ACCAA,AABCC,AABCC,CAAAC,CABCB,AACCA,AAABC,CBABB,ABBBC,AABBC,CBAAC,ACCAB,AABCC,AABCC,AABCC,AAABC,AABCC,ABBCC,AACCB,CCBAA,CBBBA
230,ABCCC,CCBAA,CCBAA,CCBAA,CCBAA,CBAAA,AABCC,AABCC,ABCCC,ABCBC,ACCBB,CCBAA,AAABC,CCBAA,CBAAB,AABCC,ABCCC,BCCBA,BAABC,AABCC,AACCA,CABCB,AABCC,CCCBA,BBCBA,AAABC,BBABC,CBBAA,ABABC,AABCC,AABCC,AABCC,ABCCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
231,ACCBB,CCBAA,CCBAA,CCAAB,AABCB,CCBAA,AABCC,AABBC,AABCC,CCCBA,CCBAA,CCBAA,CCAAB,CCBAA,CAABC,AABCC,CBAAB,AABCC,CBAAB,CCBAA,BABCA,CCBAA,AABCC,ABBBC,ABABC,ABABC,CAABA,CAACB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,BCAAC,ABAAC
232,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CBAAB,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,ABCCA,AAABC,ABBBC,AABCC,AABCC,AABCC,AABCC,AABCC,ACBAB,ABCCC,BBBAC,CCBAA,CCBBA,CBAAA,AABCC,AABCC,AABCC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
233,BCCBA,CCBAA,CCBAA,CCBAA,BBCCA,BCCBA,ABBCC,AABBC,AABCC,ABCBC,ACCBB,CCBAA,CCBAA,CCBAA,AABCC,CCBAA,ACCBB,CCBAA,ABBCC,CAABB,CAAAC,ACCBC,CAACC,ACCCA,ABCCC,ABCCB,ABCCB,CCBBA,AABCC,ABBBC,AABCC,AABCC,ABCCC,CCCBA,CCBAA,CCBAA,CCBAA,CCBAA
234,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCC,CCBAA,CCBAA,CCAAB,AABCC,ABCCC,AABCC,AABCC,AABCC,BAABC,ABBCC,AABCC,AABCC,ABBCC,BBAAC,ABCCC,AABCC,CCCBA,CBBAA,AABBC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABBC,ABBBC
235,CBAAA,CCBAA,CCBAA,CCBAA,CCBAA,CBAAA,ABBBC,AABCC,ABCCC,ABCBC,ACCBB,CCBBA,AAABC,CBBAA,CCBAB,CBAAA,CCCBA,CAACC,AAABC,AABCC,CAAAC,CABCB,AAACC,BAABC,AABCC,AAABC,CBAAC,CCBAA,AACCA,AABCC,AABCC,AABCC,ABCCC,CAABC,ABBBC,AACCB,CCBAA,CBBBA
236,ABCCC,CCCBA,CCBAA,CCBAA,AAABC,CCAAA,AABCC,AABCC,CBAAB,ABCCB,CCBAA,CCBAA,CCAAB,ABCCC,ACCBB,CABCB,BCCCA,ABCCC,BAABC,CCBAA,CCBAA,CCBAA,CBAAA,AABCC,ABBBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABBC,ABBBC
237,CBBBA,AAABC,ABBCC,CCBAA,CCBAA,CBAAC,CBAAA,AAABC,AABCC,ABCCC,ACCBA,CCBAA,CCBBA,BAABC,ACCBB,BAABC,CBAAC,CAABC,CBAAC,CCBAA,BAACC,CBBBA,CBCBA,ABBBC,ABBBC,ABBBC,CBABA,CBBBA,CAABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,BBCCA,CBCCA
238,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCB,CCBAA,CCBAA,CCAAB,ABBCC,ABCBB,CBBBA,ABCCC,CBAAB,ABCCC,CCBAA,CCBAA,BAABC,CCBAA,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABBC,ABBBC
239,ABCCC,CCBAA,CCBAA,CBBBA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCB,CCBAA,CCBAA,CCAAB,AABCC,ABCCC,BABCB,ABCCC,ABCCC,CBAAA,CBAAA,CBAAA,AABCC,BCBAA,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,CBAAC,ABBBC
240,CBAAA,CCAAB,CCBAA,CCBAA,CCBAA,CBABB,AABCC,AABCC,AABCC,ABCBC,ACCBB,CCBAA,CBBBA,CCBAA,CBBBA,CCCBA,CBABB,CCBAA,CBAAB,CBAAA,AABCC,CCCBA,AAACC,AACCA,AACCC,AABCC,AABBC,CCBAA,BBAAC,AABCC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC
241,ABCCC,CCBAA,CCBAA,CBBAA,AAABC,CCAAA,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,AAABC,AAABC,ACCBB,CBAAC,AAABC,ABCCC,CBAAA,CCBAA,CCBAA,BBCCA,CCBAA,BBAAC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
242,ABCCC,CBBBA,CCBAA,CCBAA,BBCBA,BCCBA,AABCC,AAABC,AABCC,ABCBC,ACCBB,CCBBA,BCBAA,CCBAA,CCAAB,BBAAC,BBAAC,BBAAC,CCAAC,CCBAA,CBAAC,ABCCB,AAACC,CAAAC,ABCCB,CBBCA,BAABC,BCBAB,BBAAC,BBAAC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
243,ABCCC,CCCBA,CCBAA,CCBAA,CCBBA,CCAAA,AABCC,AABCC,CBAAB,ABCCC,CCBAA,CCBAA,AAABC,AAABC,ACCBA,CBBBA,ABCCC,ABCCC,ABCCB,CCBAA,CCBAA,CCBAA,CCBAA,BAABC,ABCCC,AAABC,AABCC,AABCC,AABBC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
244,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCBAA,BCBAA,AABBC,AABCC,ABCCC,CCBAA,CCBAA,AABCC,AAACC,ACCBB,CCBAA,CCBAA,CCBAA,CBAAA,CCBAA,CBAAB,CCBAA,ABBCC,BAABC,AABCC,ABCCC,BAABC,AABCC,ABCCB,ABABC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,CCAAB
245,CBBAA,CCBBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AAABC,CCBAA,CBBBA,BAABC,ABCCC,CCBAA,CAABC,ABCCC,BAABC,AABCC,AABCC,CBAAB,AABCC,CCAAC,CBBBA,ACBAB,ACBAB,AACCC,AAABC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABBC,ABBBC
246,CBAAA,CCBAA,CCBAA,CCBAA,BAABC,CBBBA,ABBCC,AABCC,AABCC,ABCBC,ACCBA,CCBAA,CCBAA,CCBAA,AABCC,CCBAA,CCBAA,CAABC,ACBAB,CAABC,CCBAB,ABCCC,AAABC,ABCCB,AAACC,CAABC,ABBBC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC,AACCB,CCBAA,CBBBA
247,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CCAAA,AABCC,AABCC,AABCC,ABCCC,CCBAA,AAABC,CBBBA,AAABC,ACCBA,CCBAA,BCCBA,ABCCC,CBAAA,BCCAA,CAACB,CCBAA,CCBAA,AABCC,ABCCC,AABCC,AABCC,AABCC,ABBCC,AABBC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
248,CCAAA,CCBAA,CCBAA,CCBAA,CCBAA,AAABC,CBAAB,AABCC,AABCC,ABCCC,BCCAA,CCBAA,CCBBA,AAABC,CBAAA,CABCA,AABCC,AABCC,CBAAB,CAAAC,AABCC,CABCA,CBAAA,BAABC,BABCA,AABBC,AABBC,CCCBA,CBAAC,AABCC,ABBCC,ABBCC,AABCC,ABBCC,AABCC,CBABA,CCBAA,CCBBA
249,ABCCC,CCBAA,CCBAA,CBBBA,CCBBA,AAABC,AABCC,AABCC,AABCC,CBAAA,CCBAA,CCBAA,CCAAB,BAABC,CBAAA,CCBAA,AABCC,AABBC,CBAAA,AAABC,BCCAA,CCBAA,BCBAA,AABCC,ABCCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABBC,ABBBC
250,ABCCB,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,AABCC,AABCC,AABBC,ABCBC,ACCBA,CCBAA,CBBBA,CBBAA,CBAAA,CCBAA,CBABB,CCBAA,CBAAB,AABCC,ABCCC,CBAAA,AAACC,CBAAA,ABCCB,AAABC,AABBC,AABCC,ABCCC,AABCC,AABCC,AABCC,AABCC,ABCCC,ACBAC,CCBAA,CCBAA,CCBAA
251,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,AABCC,AABCC,AABCC,BCCBA,ABCCC,CCBAA,CCBAA,CCAAB,AABCC,ABBCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBCC,AABCC,AABBC,AACCC,AABCC,AABCC,CCBAA,CAABC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
252,ABCCC,CCBAA,CCBAA,CCBAA,ABCCC,CBAAB,AABCC,CCBAA,AABCC,ABCCC,CCBAA,CCBAA,ACCBA,AAABC,ABBCC,AABCC,AABCC,ABBCC,AABCC,BBAAC,CCBAA,AACCB,CBAAC,CCAAB,BCCBA,CCBAA,AAABC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,BBAAC
253,CCBAA,CCBAA,CCBAA,CCBAA,CCBAA,CBABB,AABCC,AABCC,AABCC,ABCCC,ABCCB,CCBAA,CBBBA,CCBAA,CBBBA,CCBAA,CAABB,CBCBA,CBAAA,AABCC,AABCC,BABCB,AAACC,BAACC,BBCCA,AAABC,AABCC,ABBCC,CAACC,AABCC,AABCC,AAABC,AABCC,AABCC,CCBAA,CCBAA,CCBAA,CCBAA
254,CCBAA,CCBBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AAABC,AABCC,CBBAA,CCBAA,ABBCC,CCCBA,CAABC,ABCCC,BAACC,BBCCA,AABCC,CBAAB,CABCA,ABCCC,AACCA,ACCAA,BBAAC,AABCC,AABCC,AABBC,AABCC,AABBC,AABCC,AABCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABBC,ABBBC
255,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCBAA,CCBAA,CCBAA,AABCC,ABCCC,CCBAA,AAABC,CBBBA,AAACC,BCCAA,CCBAA,CAAAC,CCBAA,ACCBA,CBBAA,ACCBB,BAABC,ABCBB,ABCCA,AABCC,CCBAA,BAABC,AAACC,ABBBC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
256,ABCCC,CCBAA,CCBAA,CCBAA,CCBAA,CCBBA,ABBCC,CBAAB,AABCC,ABCCB,CCBAA,BAABC,ABCCB,AAACC,ACCBA,CCBAA,ABBBC,CCBAA,BACCA,BAACC,CCBAA,ABCCB,CBAAC,CCBAB,AABCC,AABCC,BAABC,CAABB,ABBCC,AABCC,CCCBA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
257,ABCCC,CCBAA,CCBAA,CCBAA,AAABC,CCAAB,AABCC,AABCC,AABCC,ABCCC,CCBAA,CCBAA,AAABC,AAABC,ACCBA,CCBAA,CCBAA,BCCBA,CBAAA,CCCBA,CCCBA,AABCC,CCBAA,ACCBB,ABCCC,AABCC,AABBC,AABCC,AABCC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
258,ABCCC,CCCAA,CCBAA,CCBAA,CCBBA,ABCCC,AABCC,AABCC,BCCBA,ABCCB,CCBAA,CCBAA,CCAAB,ABBCC,ACCBA,CCBAA,BCCBA,CCBAA,BCCBA,BCCAA,CCCBA,CCBAA,CCBAA,BAABC,ABCCB,AAACC,AABCC,AABCC,AABCC,AABCC,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
259,ABCCC,CCBAA,CCBAA,CCBAA,BAABC,CCBAA,CCBAA,AAABC,AABCC,ABCCB,CCBAA,CCBAA,ABCCC,AAACC,ABCBC,CCBAA,BABCC,CBBBA,CCBBA,BCCBA,CCCBA,BABCC,CBAAC,AABCC,ACBAC,AABCC,CCBAA,BAABC,AABCC,AAABC,AABCC,CBAAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC
260,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABCC,CBAAB,CBCCA,ABBCC,ACCBB,CCBAA,BAABC,CCBAB,CCAAC,AABCC,BAACC,BABCA,CAAAC,AACCB,CBBBA,BCBAB,ACCBA,AABCC,AABBC,AABCC,AACCA,AABCC,CCBAA,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABBC,ABBBC
261,BCBAA,CCCBA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AABBC,AABCC,CBBAA,CCBAA,AABCC,CCCBA,CAABC,ABCCA,BAACC,ABBCC,AABCC,CAABB,AABCC,BCAAC,AAABC,CBAAA,BBAAC,AACCA,AABCC,AAABC,BBAAC,AABCC,AABBC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABBC,ABBBC
262,CBABA,CBBBA,CCBAA,CCBAA,ABCCC,CCAAB,CCCBA,AABCC,AABCC,BBCCA,ABCCC,CCBAA,CBBBA,AAACC,ACCBA,CCBAA,CBBBA,ACCBB,ABCCC,CCBAA,CBABA,CCCBA,BCCBA,BBAAC,ABBBC,ABBBC,CCCBA,CBBBA,CAABB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,BBCCA,CBCCA
263,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,BBCCA,BCCAA,CBAAB,AABCC,CBAAA,CCBAA,CCBAA,CCAAB,BBABC,ABCCC,AABCC,CCBBA,CCBAA,BBCCA,CCCBA,CCBAA,BBCCA,AABCC,CCBAB,AABCC,AABCC,AABCC,AABCC,AABCC,AAABC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,AABBC,ABBBC
264,ABCCC,CCBAA,CCBAA,CCBAA,CCBBA,ABCCC,AABCC,AABCC,CCBAA,ABCCB,CCBAA,CCBAA,CCAAB,AABCC,ACCBA,CBABA,BCCCA,ABCCC,CBAAA,CCCBA,ABCCB,CCBAA,CCBAA,CBAAB,ACCBB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,CBAAA,AABCC,AABCC,CBBBA,CCBAA,CCBAB
265,ABCCC,CCBAA,CCBAA,CCBAA,AABCC,CBAAB,AABCC,CCCBA,AABCC,ABCCB,CCBAA,CCBAA,AABCC,AAABC,ABBCC,ABBBC,AAACC,ABBCC,CBAAC,ABBBC,BCCAA,AABCC,AACCB,CAAAC,AABCC,CCBAA,CBAAA,AAABC,AABBC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,ABBBC
266,CBAAA,CCBAA,CCBAA,CCBAA,CCBAA,ACCBA,AABCC,AABCC,AABCC,ABCCC,ACCCA,CCCBA,CCBAA,CCBAA,CCAAB,BBCCA,ACCBB,AABCC,CBAAA,CCBAA,AABCC,BABCB,AAACC,CBAAA,AABCC,AABCC,AABBC,CCBBA,AAABC,AAABC,ABCCC,AABCC,AABCC,AABCC,ACCBC,AACCB,CCBAA,CBBBA
267,CCBAA,CCBAA,AABCC,AABCC,CCBAA,CBAAB,AABCC,AAABC,CAABC,CABCA,ABBCC,CCBAA,CCBAA,BAABC,ACCBA,CBAAB,ACCBB,BBCBA,CCBAA,CCBAA,AAABC,CCAAC,CAACC,BBCCA,ABCCB,AAABC,AABBC,ACBAC,ABBCC,CBAAB,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC,AABCC
