,0,1,2,3,4,5
389,CDCBA,CADDA,AABDD,CDCBA,BABCD,BBBDD
390,DCAAB,BABDD,DDBAB,DDBAA,ABDDC,DDCAA
391,BCDBA,DBAAD,ABBCD,AACDD,DDCAA,AABDD
392,BDCAB,ABCBD,DCDBA,DCCCA,ACBCD,BBDBB
393,ADDCA,DBAAD,ADDCA,AABDD,DDCAA,AABDD
394,DCAAC,BDCCA,BAACD,DBAAD,ADDCA,DABCD
395,DCCBA,AABCD,BDCCA,AACDD,DDCAA,AABCD
396,DBABC,ABCCD,DDCAA,ACDCB,ABDDC,DDBAA
397,CDCBA,DDCBA,AABDD,DCAAB,ACDBB,CAABD
398,BACDB,ACDCA,ADCAB,BDDBA,DCABD,DBACC
399,AADDB,DDBAB,DAACD,ADDCA,DCABD,CADCA
400,CDBCA,CBACD,BACDB,AADCD,DDBAB,BBDAD
401,ABCDD,DDCBA,AACDD,DCBBA,AABDD,BDCCA
402,DDCAA,BAACD,ABCDC,BABDD,DDCAA,BAACD
403,DBBBB,CCCBA,ABCDD,CABDD,DDCAA,AACDC
404,CBADA,ADABD,BCDAA,ACBCC,DCCCA,DACCB
405,ABBCD,CAADC,ABCCD,DCBBA,BDBAC,DCABC
406,DDCBA,CABCD,BDDAB,CABDD,CCCCA,BCADD
407,DAAAD,ABCDD,DDCAA,CDCAA,ABCDD,DDCAA
408,BBDAD,DAADB,ABCCD,DCAAB,CBCDA,BDCAC
409,ACCDC,BDDBA,CAACD,CDCAA,CBDDA,BBDAD
410,CCDBA,ABBCD,ABDDB,ABDDC,DCBAA,ABDDB
411,DCABA,AABDD,CBABD,DAACD,DDBAA,BACDC
412,BDDBA,CBABD,ADDCA,AABDD,DDCAA,AABDD
413,ACDBC,BADBC,DBACB,ABCBD,CCDAC,BBDAD
414,ADDCA,DBAAD,ADDCA,AABDD,DDCAA,AABDD
415,DBADC,AABDD,DDCBA,ABDDB,BABDD,BDCAB
416,BABDD,AACDC,DAABD,DDCBA,ABCDD,BBDDA
417,ACDCA,DDCBA,AACCD,CDBAB,CDDAA,CAACD
418,CDCAA,ABDDB,ABBDD,DDBBA,BACDB,CABCC
419,ACDAD,AADCC,ACBDC,ACCCD,DDCAA,CACAD
420,CCDCA,DCCBA,AABCD,DBABB,ADCCB,CAADD
421,ABBCD,CDDBA,AACDD,ACDCB,DBABD,CDCBA
422,CDCAB,BABCD,CDAAC,CABDC,DBABD,CACDC
423,BDDBA,DDBBA,ABCCD,DDAAC,DBCBA,CBABD
424,ABCDD,CDCBA,DCAAB,AACDD,DDBAA,ABCDC
425,ACBDB,BDABD,ABDBC,ACBDC,BDBAC,CADBA
426,BBDCA,CDBAC,DBAAC,DDCAA,CACDA,ABDCB
427,CAACD,DDCBA,AACDD,DCBAA,ABCDD,CDDBA
428,BACDA,CBABD,ABCDC,DAABC,DCCBA,BBBBD
429,ABBDD,BAACD,CDDBA,CAACD,ABCDD,CCDCA
430,AABDD,CCDBA,BABDD,CDCBA,AACDD,BCDDA
431,ABDDB,DDCBA,ABCDD,DCBBA,BABDD,DBACB
432,CDDBA,DCCBA,ABCBD,DDAAB,ACCDB,CABBD
433,CBBAD,DBBAC,DCCBA,CDCAB,AADDB,CDDBA
434,BCBBD,ABDAC,DBCBA,ADBCC,DCBDA,BDABD
435,ABDDC,DDCAA,ABCDD,ADCCB,DCAAC,ABCDC
436,BDCDA,ADDCB,ADDBB,BDCAB,DDBCA,BDBAD
437,ABACD,BADCA,CAACD,DCBAA,ABCDC,CCDBA
438,DBBBB,AABDD,AADDD,CDDAA,DBABC,CDABB
439,CDCBA,BCDCA,AACDD,DDBBA,CAACD,DBBBC
440,ADDCA,DBAAD,ACDCB,AABDD,DDCAA,AABDD
441,DBBBA,AABCD,ABDDB,DCCAB,DBACB,DBCCA
442,DBBBB,DDCBA,AABDD,CABDD,DDBAA,ABDBC
443,DDCBA,CAABD,ABCDB,AABDD,DDCAA,BABCD
444,DCCBA,BABCD,ACCCB,ABDDC,DDBAA,ABDDC
445,BCBBD,ACDAD,DADAB,CBADC,CDABC,ACCAD
446,ABDCC,DDCBA,ABCDD,ACBDC,DBABD,DDBBA
447,CDCBA,CCBCA,ACCBD,DDBAA,CAACD,AABCD
448,DCCBA,ABDDB,DCBAA,ADDBA,CAABD,AACCD
449,ACCDC,DDCAA,ABCDC,DBABB,DBABD,ACCDA
450,BDDBA,BAABD,BDDBA,AABDD,DDCAA,AABDD
451,DBABB,ABDDC,DAACD,DDBAA,ABCDC,DDBBA
452,DABCB,DBBBB,ABCDD,DAACC,DDBAA,AABDD
453,CDDBA,AACDD,CDBAA,DCAAC,ABDCD,BBCAD
454,BCDAB,CBABD,CCDBA,CDAAC,CBBAD,BACCD
455,DCDBA,CAABD,ABCDD,CABDD,DDCBA,ACBCD
456,ADDCA,CAABD,BDDBA,AABDD,DDBAA,AABDD
457,DCAAB,BBBBD,ABCCD,DAACC,DDCAA,DCBBA
458,ABCDD,DDCBA,ABCDD,BDBCB,DBABD,CDBBA
459,ABACD,CBDCA,CABCD,DDCBA,ABCCD,CCDCA
460,CADCB,BBDCB,BDCBA,CAACD,CAADD,BCBDA
461,CBABD,BBADC,DDCAA,DDBAC,ABDCB,DDBAB
462,BAADD,DDCBA,AACDD,DCBBA,ABDDD,CABDB
463,CBBCA,ACBDD,DDCCA,DABDC,BDDBA,ACABD
464,DBBBB,BABDD,DDCBA,ACDCB,ABCCD,DACBA
465,CBCAD,DBACB,BBACD,DBAAD,ABDCB,CDCAA
466,ABCDD,DDCBA,AACDD,DDCBA,BABCD,ACCDA
467,ABDDB,DCBBB,ABCCD,DABBC,DCCBA,AABCD
468,DDBAA,AABDD,ACDCC,AACDD,DCCAA,BAACD
469,DDBAA,BBACD,ACDCB,DBACC,DDBAA,AABCD
470,BDDBA,BAACD,CDDBA,AABDD,DDBAA,AABDD
471,ABBCD,CBDCA,CABCD,DDCBA,ABBDD,CDDBA
472,DCAAB,ABCDD,DCAAB,DDBAC,ABCDD,DCCAA
473,BBDBB,DBABC,ACDCA,ABDDC,DCBAC,CBADB
474,CDCCA,ADDCB,DCABB,AADDC,DCAAC,ADBBD
475,ABCDD,DBBAB,ABCCD,DABCC,DDCAA,ABBDD
476,DCBBA,BABCD,ABBCD,CABCD,DDCAA,DCABC
477,CDCBA,AABDD,DBCAB,CDCAA,BAACD,AACCD
478,DDBAA,AABCD,CDDBA,BAADD,DDBAA,AABDD
479,BDDBA,CAABD,BDDBA,AABDD,DDCAA,AABDD
480,DCBAA,ABBCD,BDDCA,BBDDA,DCAAC,ABDCC
481,DBBAB,DCBAB,ABCDD,CAADD,DDBAA,BCDCA
482,DABBC,CDCBA,BAACD,DCAAC,BDDBA,ACBDC
483,DCABA,BAACD,DDBAA,BDDBA,AACCD,CBCDA
484,AABCD,DDCBA,ABCDD,DCBBA,BABCD,DDBAA
485,CAACD,CDDCA,DCAAB,BDCBA,ABCDD,DCCAA
486,CDCAB,ABBDD,DDBBA,ABDCC,DCABC,CABCD
487,BCDCA,DCCAA,ABBCD,DCAAB,CDDAA,CAACD
488,ADDCA,AABDD,DBCBA,ACDCB,DCBBA,ABBCD
489,DDCBA,BAACD,CDCCA,ADCCB,DCCAA,AABCD
490,DCBAA,BABCD,ACDCA,BDDAB,DDBAB,BACDD
491,ACDCC,BCDCA,DDCBA,BDDBA,DBABD,AABDD
492,DCCBA,AABCD,BDCCA,BACBD,DDBAA,AACDD
493,ABBCD,DDBCA,DAABD,ABDDC,DAACD,CCDCA
494,DDCAA,CBABD,BCDDA,AACDD,DDCAA,BBACD
495,CABCD,ABBCD,ABCDD,DDCBA,DBABB,BCDCA
496,ABCDC,DCCBA,ABCDD,DCBBA,AACDD,BACDB
497,CCDCA,DCBBA,ABCDD,ACADC,DCBAA,AABCD
498,BCDAC,DCAAD,BABCD,DCABB,DDAAB,ABDBB
499,CDCBA,BCDCA,ABCDD,DCBBA,BABDD,DCAAB
