,0,1,2,3,4,5
298,FFDDCAA,ABCFDEE,FEEDBAB,ACFFDCA,EBABDDF,ACDCDEF
299,EECDBEA,EFEDCAA,BBBBDFF,EFFDBAA,AABDEEF,FFBBCBC
300,FECDCAA,BBCCCEF,ACEFEDB,DABCFED,FEBABCB,ABCCDEF
301,BBCBCFF,DAAEFDB,BEFEBBB,AADFEED,FEEDAAC,DFCACFC
302,FFDCBAB,ABBDEEF,FFECBAA,BEFDBAD,EFECCBA,FDCBACE
303,AEFFEBA,DBBBBEF,BEFEDBA,BBABEFF,FFEDBAA,AABCEFF
304,DCEEBAE,DCAACEF,FECBBBC,DFFDCAA,DEFECAA,ADFEACE
305,ECBABDF,EAACEFD,FEBABCD,EFEDBAA,AACEEEF,FEEEDBA
306,CBEEEDA,BECACFD,ADFCADD,BDAECCF,ECCFEAB,ECABEFC
307,CDEACFB,ABFEDCD,DFBCDBB,FACBBDF,EDCEFAA,DEBCFDA
308,EDABCDF,DEDCACE,AACDEEF,EAACFFD,FFECBAA,ABBDFEC
309,FFCBBBB,BBBBDFF,ACDEEEC,BBEFECA,FEDBBAC,FFEDBAA
310,DBBBBEF,FDCBAEB,FEBABDE,FFECBAA,AACEFDC,EEFEBAA
311,DACFDAD,FCACFCA,CFCCEDA,ABBEDEF,BEFCACD,CCFEABF
312,EFFDBAA,ABBCEFF,ECEFCBA,BFFDBBA,EAACCDF,BBBBDFF
313,ACCFFDB,FFDAADD,AADDDEF,DFEDCBA,EECAADF,ECABEFB
314,BBAEEDF,EEEECAA,AABCEFF,FFECBAA,AABDEEF,FFDCABB
315,CFFEDAA,BBABFFE,CEFFDAA,AAEFEDC,AABCEFE,CABDEFE
316,EFEDCAA,ACCCBEF,FFDBACC,CAACDFF,DCEFEBA,BDEBAEF
317,BEEFADC,EDABBDF,BCCACFF,FCABCEE,CDFDABE,DEBACEE
318,FFEDCAA,BBBBCEF,CEEEDBA,DCABEEF,FEEDBAA,ABBCEFF
319,AACEEFE,EEEECBA,AACDEFF,EFEDCBA,DBABDEF,ACBDEFD
320,FDABBCF,ACEDEDD,ABDEEEC,CABEFDD,ECCBDBE,FEEDCAA
321,DEEEDBA,BDAEDBF,EDCEEBA,BECABEF,FFCBBBC,DDEBADF
322,FFEDBAA,FDCBACE,ACEFFCA,DEBACFF,FFDCBBA,BBABDEF
323,DFEECAA,ABADDFF,FFEDBAA,ACFFECB,FFDBABB,AABCDFF
324,ABDFEEB,DDEEDCA,EBAADEF,BEFECBA,AABDEEF,FCDACEB
325,EFEBDAA,ADBCFEC,ECECABF,BBBBDFF,ECEFEBA,BBACEFE
326,AABEEEE,EEEDDAA,BABCEFF,FEDCBBA,AACDEFF,FEDCCCA
327,ACBCFFC,CEFEBAD,FCBEDAB,ABEFEDB,FEBABDE,CACFFCB
328,AABDDFF,EEEECBA,AACDEFF,EFECCBA,BAACDFF,FEEDCBA
329,FFEDBAA,AABCDEF,BDEEEBA,BAEEDEE,EFEDCBA,BBBCDFF
330,CACEEFB,EBABCEF,ABCCDFE,DAACEEF,FFECBBB,BBBCDFF
331,BEFFDBA,DBBBCEF,BEFEDBA,BBABDFF,FFECBAA,AABCEFF
332,FDABBEE,BABCEFF,FFDBABC,BEFECAA,AEFFDBA,EEAACED
333,FFCBBBB,AABDFFE,FFECAAB,DFFECAA,ABDEEED,FFECAAB
334,ABCDEEF,EEEDCAA,ABCEEEE,EFCCCCA,ECAACEF,FFECBBA
335,DFEEACA,ACEDDED,ABDFFDB,AAEECEF,EFCBDDA,BCACBFF
336,DBCBBDF,EBBAEFC,FEFCAAB,DFFDBAB,ACADEFC,DEEFDAA
337,FDBCCBB,ACCEEFD,FECBABD,FFDBABE,ABEEEED,FEDBBBC
338,FFECBAA,BBBCCDF,ABDEFEC,FFBABCD,FFEDBAA,CCBBBEF
339,AACEEEE,EFEDDBA,CABCEEF,DFEDCBA,DAACDFF,ACBEDFB
340,BBBBDFF,EEBCFCA,EBABDEF,EFEDCBA,AACDEEF,DDEEECA
341,FFDCBAA,ABBCDFF,ACEFEDB,EEFEBAA,BCEFEBA,CCCACEF
342,BBBCEFF,DADFDDA,FDAACDE,CEFECBA,AACEDEF,ECDEFCA
343,AACEEFE,DEEDEBA,EBABDEF,ACFEECB,DAABDEF,ACDCDFD
344,FFDDBAB,ACFEEEA,CBABDFF,FFDBBAB,AACEEEE,CCBBEDE
345,CEEEDCA,BFFDCBA,ABEFECA,AADFEDE,EFFDBAA,ACEDAEF
346,AEFFDBA,ECBABDF,BEFEDBA,ABBCEFF,FFECBAA,ABBCEFF
347,FEBDECA,FECAABE,ADEDCDD,BABDEFF,FEEDCAA,ABBCDEF
348,EEDDCDA,AFDCCBE,BCBACEF,FDBABDD,CCDDFEA,ADDACFE
349,BEEFDDA,ADFCADF,DDFDBBB,AABCFFE,EFECBAA,BCABEDF
350,AACDEFE,EEFECBA,CAACEFF,FEDCBBA,AABDEEF,ECAAEFC
351,FFCBBBB,BBBBDEF,DDEEEBA,ACFECBC,ACEFECB,FFDCBAB
352,FEBCCBB,BBCCCEF,ABEEFEC,EDFDBBB,FECBDCA,AACDDFE
353,DEEFBCA,AAEDCEF,ACEDEFD,DAACEFE,EEDEEBA,ADEBBEF
354,FFABDCB,ECABCEF,ABDEDEF,EAABEEE,FFEDBAA,CBBAEFF
355,FCADCDC,CAACEFF,FFECAAB,ADFEDBA,AACEEEF,CBABEFE
356,FFCBBBB,CDDDEDA,BAABEFF,EBAADEF,EEFCACC,AABCDFF
357,CBBDBDF,FDEBDCA,DAACDEF,FEDBBAC,ABCFEBE,EEFDBAB
358,AACEEEE,FEEDCBA,AACDEEF,CFFDCBA,EBABDEF,ADDEEEA
359,DBEFEBA,AEBCDCF,EDDEBDA,ECADECD,EEBAEFB,BEFBADE
360,FFDCBAA,ABBCDFF,AEEEECA,FDDEABC,FEBBBDB,BABCEFF
361,FBABCEE,ABDEEDE,ABEEEDE,ABFEBED,FEFDBAB,DFDDBBB
362,ECADFDB,ABEEDEB,CFDAEDB,CAAEDFE,FEBABEE,FCEBADE
363,FFEDBAA,ABBDEFE,FEDBABD,BEFEDBA,BAADEEF,DDBABEF
364,FFDCBAA,BBBCDFF,ABDEEED,FBEDCBB,EEEECAA,FEDBBBB
365,DDCEFBA,CBBBBEF,ABCDEFE,FBABDEE,FFECBAA,ABBBEFF
366,ABCFDCF,FDABEEB,AACDEFF,DFEDCAA,EECABEE,ABEFBDE
367,EECCBDB,BABCDFF,AACDEEE,FBBADEE,FFCABCC,CBABEEF
368,BBCBBEF,EDCAEEC,DCABDEF,FFDCBAA,ABCDEFE,DEEEEBA
369,FEBAEAE,CDFEDCA,CBABDFF,DFEDCBA,AABDEEF,FDBBBBE
370,CEEFCCA,FEDDBAA,ABDDCEF,FFDBABC,DEFEBAA,CCABCFF
371,FEAABCD,ABCEFEB,FFDBABC,EFEDBAA,ABDEEEE,EFEEBAA
372,FFCBBBC,ABBCDFF,ACEEEDB,ABEFEDA,FECCBBB,EEEEDBA
373,FECCCAB,AABCDFF,ABDFEEC,ECEFCAA,FFECBAB,EFEDCBA
374,AEFFDBA,ECBABEF,AEFEDCA,BBABEFF,FFECBAA,AABCEFF
375,EBFFDAA,EDAAEFC,ADFDBBD,BABDEFE,EDDDECA,DACCDDF
376,EBACCEF,CEEFDBA,CBABDFF,FECBAAD,ABCDEEF,FEEDBBA
377,BDEDDEA,DFEDABD,BEFFDAA,DFEBACC,CBABCFF,AADECEF
378,EFEECAA,EEDCABE,BDFFDAB,DFDBABE,FECBBBB,BBBCCFF
379,CBACEEF,FFDCAAB,ABCDEEF,CABDEFE,FFECBBA,DCBBEFB
380,BEFEDAA,EEEECAA,ABDEEEE,BEAADFD,FDBABDF,FECAACE
381,ADFFECA,EEEEDAA,ABDEEEE,ABDDEEE,FEDAABD,DBAACFF
382,AACEEFE,FFECCAA,CAACEFF,BFFECBA,BABCEEF,BCEFECA
383,BABBDFF,CBFECCB,CABCEFF,FFDCBAA,AACCEEF,DEEEEBA
384,BBCEFEB,FDCBBBC,ABCDDEF,DAACEFE,FFEDBBA,BBBCDFE
385,ECBDFDA,EADBCDF,ABCDDFD,BAACEFF,FFDCBBA,CABBDEF
386,AACEEEE,CDEFECA,FDBABDF,EFEDBBA,AACDDFF,EEEDCBA
387,FFEDBAA,CBBBBEF,BEEEEBA,ABEECEE,FFECBAA,BBBBDEF
388,ABBDFEE,EFEEDBA,AABDEFF,DFEDCBA,DBAADEF,ABBDEFD
389,CEFEBCA,ECBFFCA,AABCDFF,DFEDCBA,DAABEFF,BCBBFDF
390,FFCAABD,BAACEFF,FFECAAB,FFECBAA,ABDEEED,FEEEBAA
391,CCEFDAB,FDCBACF,ACBCDEF,AABDEFF,FFEDBAA,ABBCEFF
392,DCEDCAD,AAEDCDF,FDDFDAA,FEBDEBA,ACECBFE,BBDFDAD
393,AEFEECA,FDBAACF,ADFFECA,ABBCEFF,FFEDBAA,AABCEFF
394,FECABCD,CEFEDCA,CBABDEF,FDBAACE,ADFEECA,FBABDFE
395,FEDDCAA,BABCCEF,CEEEDCA,AADEEEE,FFEDCAA,BBBBDFF
396,FDAABDE,ABCDDFF,FEEDBAA,ABEFECC,ABDEEED,FFEBBAB
397,DEEECBA,FEEDBBA,ABBCEFF,FFCBBBC,BBFFCCB,DCBBBEF
398,CCAEFEB,ACFFECB,AEFEBBC,BEFECAA,EEBABDF,FDAACFD
399,BBAEFEC,EFECAAD,FCABDEF,ACFEECB,EECAADF,EACFFBB
400,DEEBECA,CDBACFF,CABEFEB,BABEEDF,FFDBABB,BBDFABF
401,AACDEFE,FFEDCBA,AACDEFF,FFDCBBA,AABCEFF,DEDECDA
402,FFEDCAA,CBBBBEF,ABCDEFC,CAACEFF,FFEDBAA,CBABDFF
403,FFABBCC,EECDCBB,AACDEEF,EBABDFE,FFEDBAA,BABDEFC
404,DEBBFDA,AEEBBDF,DCDFCAB,BAFCEDE,FECDEAA,EDADFBC
405,ABDCBFF,ECABFED,AADDDEF,FECBBBA,CEFCABE,EFCAADE
406,EEEDDAA,DBACDEF,CDFFBAC,EAABEFF,DEEDECA,BEBADFE
407,FCBBBCF,AACCFFE,FFEDBAA,CFFDBAB,ABCEEEE,FEEDCAA
408,BCCFBAF,FCABEEC,ABDDDEF,FFDBAAC,DBBEFDA,BDFDABE
409,AAEDEFD,BCFFDAA,DBABDEF,CFEEBAA,EBBEFBA,DADFBBF
410,EEEEDAA,BACBCEF,ABDEEEC,AADFEED,FFDCBBB,AACEFDC
411,FECBBBB,ABBCFFE,EDBABDF,FCAACEF,FFECBBA,CAADFFD
412,BEFFDBA,ECBABDF,ADFFECA,BBABEFF,FFEDBAA,ABBCEFF
413,BCEEEAE,CACFEBD,EEABDDD,ACCDAEF,DCFEAAE,DADFBBF
414,ADFFECA,FDBAACF,ADFFECA,BBABEFF,FFEDBAA,AABCEFF
415,FDBAEED,AABCEFF,EEEDCBA,AADFFEC,CBABEFF,CFEEBBB
416,CAACFFE,BABCFFC,FDAACDE,EFEDBBA,ABCEEEE,BBCFFDA
417,BDEFECA,EEEEDBA,AABDEEF,CFEBABC,DDFFBBA,DCAACEF
418,DFFECAA,ABCFFDB,AABCEFF,FFDCBBA,DABDFEC,ECBDAEE
419,ACDFBCE,CADFCED,ADDCEED,ABEDCEF,FFEDBAA,DCBEBEF
420,EDEFDBA,FFDDCAA,AABCDFF,FEBABCD,ADFDDEA,DBBADFF
421,ABBCDFF,DEEEDBA,AABDEFF,ABFEEDC,FEBABDE,DFEECAA
422,CEEECAB,BBACDFF,DFEAADD,FAACDEE,FEBABCF,EAADFDE
423,CEFECBA,FFECBBA,AACDDDF,EFDAACD,FEBDDBA,DCCBADF
424,ABCDEFE,EEEEDBA,FECBBBC,AABDFFE,FFECBAB,AACDEEE
425,BAEBEFB,AEEBAEE,ABEFDCD,BAEBEFC,CDFCAAE,FBCFEAB
426,CCCFFCA,CFECABE,FEBBBCD,DFEDBAA,DBBDFEA,ABDFFCC
427,DCABDFF,EEEECBA,BABDEFF,FFDCBBA,ABDEEEE,EEEECBA
428,CBBEFDA,DCBABDF,ABCDEFD,FCBBBDD,EEDEEAA,CCBBBDF
429,AACCFFE,CCAACEF,DEEECBA,EBAACEF,ABBDEFE,DDDEEBA
430,BBACEFF,EEEEDBA,CABCEFF,DFEDCBA,BABDEFF,BCDEFDA
431,ADBEEDC,FEEECAA,ABCDEEF,FFDCBBA,CBABDFF,FCCBCCC
432,DDFEDAA,FFCDCAA,ABCDDDF,FFDBABB,ABEEDFB,DDACAEF
433,EBCCAEF,EEBDAAF,FEDDCAA,CFFDBAC,ABCEFCC,EEFECAA
434,DBFBAEE,BAEFBBE,FBDEDBA,ABFCEDE,EDCBEEA,BEFAADF
435,ABCEEEE,EFEDBAA,AACEEEE,AEEDEEB,FEBAACE,ABDDFEE
436,CEEDEDA,ACFEDCC,ACFFDAC,BFFDBAC,FFDBDCA,BDFCACE
437,BBBADFF,CCAEFDA,EBABDEF,FFDCBAA,ABBDFFD,EDDFDBA
438,FDBCCBB,AABCEFF,AACEEEE,ECFFBBA,FDBBBCD,EFEBCCA
439,DFEDBBA,CCEFEBA,AACDEFF,FFDCCBA,ECAACEF,FDBBADE
440,AEFFDBA,FDBAACF,ADEFEDB,BBABDFF,FFEDBAA,ABBCEFF
441,FEBCCBB,BBBCDEF,ABEFFDB,EEDEACC,FDAAEDB,EDDDECA
442,FEBCCCB,FEEDCBA,ABBCEFF,EAACEEE,FFECBAA,ACDEECD
443,EFEEBBA,ECBBBDF,ABDDDFB,AABCEFF,FFEDBAA,BABCDFF
444,EEDECAA,BBABCFF,ACEEEDC,AADFEED,FFECBAA,ABDEEED
445,CBFBAEE,BAEEBCF,FBBFCAD,EDAAEEC,CFDAAED,ABFEACF
446,ABDEEEE,EEEDCAA,ABDEEEE,ADCCEFD,FDBABDF,FFEDBBA
447,DFFECAA,EDCCDEA,ABEEDBF,EFECABB,ECABEDE,BABCDEF
448,EFDDDBA,AAEEFDB,FEDCBAB,ADFEDBA,EBABBEF,BAADEEF
449,ABDEEED,FFEDBAA,ABDEEEE,FFAACDC,FDBABDF,ADDEEEA
450,AEFFDBA,DBBBCEF,BEFEDBA,BBABDFF,FFEDBAA,ABBCEFF
451,FEBBBCD,AACFEED,FCAACEF,FFDCBAA,ABDEEEE,FFEBBBA
452,FDADDDC,FDBCBCD,AACEEFE,FBABCEE,FFECBAA,BABCDFF
453,DEFECAA,ABBDEFF,DFFCBBA,FFCAADC,ABCEFBF,DADDAEF
454,BEEFBAC,DDBABEF,DDEFDAA,DFDBADD,DCBDAEF,CABEFDF
455,EEEECAA,DBBBCEF,ABDDDFE,EAABEEE,FFEDBBA,ABDBDEF
456,AEFFDBA,ECBABEF,BEFEDBA,BBABEFF,FFECBAA,AABCEFF
457,FFBBBBC,DACBCEF,AACDEEF,FCABCDD,FEEDBAA,FEDCCAB
458,ABCDEEF,EEEDCAA,ABDEEEE,BFCBDEB,FDBABDF,DFDCCCA
459,BBCBCFF,DEBEFCA,EAABDEF,EFEDCBA,AACCEEF,DEEEEBA
460,DACFDDC,CAEFEBC,BFEDDAB,EABBCFF,EBAADFF,BEDBEFA
461,DBBABEF,DBBAEFD,FEECAAB,EFECAAE,ABCFFBC,EFEBABC
462,BBABDFF,EEEDCBA,AABDEFF,FFDCBBA,AACEEEE,EAACFEB
463,EBECEAC,ABECDFE,EFDDEBA,ECABEFC,BDFFCAA,ADEBBFF
464,FECBCBB,BAABDFF,EEEDCBA,ABEFEDB,AACEEEF,FCBEDBA
465,ECBDACF,FECABDB,CCAADFF,FDBAADF,ABDFFBD,EEFECAA
466,AACDEFE,FFEDCBA,AACDEEF,EFEDCBA,CAACDFF,ADDEEEA
467,ABDFFEC,FFBCCBB,AACDEEF,FBBBCDD,FEDDBBA,BBBBDFF
468,FFECBAA,ABBCEEF,ABEFECE,AABDEFF,FEEDBAA,CBBBCFF
469,FFECBAA,CBBACEF,ACEFFCC,FEAADDC,FFECBAA,ABBCDFF
470,BEFEDBA,DBBBCEF,CEFEDBA,BBACEFF,FFECBAA,AABCEFF
471,ABCBDFF,DEBFEBA,DBABDEF,FFEDBBA,ABCCEFF,DEEFDBA
472,FECBBBD,ABCDEFE,FFDBABC,EFDBAAE,ABDDEEE,FEEDBBA
473,BCBFEAE,FEBABED,BCEFEBA,AADFEED,FEEBABE,EDABEFB
474,CEFECCA,ADEEECC,FFCABDB,AABEFED,FECABCD,ADFCAED
475,ABBDEFE,FEBBBBC,AACDEEF,FBABDDD,FFEDBAA,ABCBEFE
476,FFDCCAA,BBACEEF,ABCCDFF,EAACDEE,FFEDBAA,FECBCBD
477,DFEDCBA,BACBEEF,FDCDBAD,DFEDBAA,DABBCFF,ABBDDEF
478,FFDCBAA,BABCEFF,DEFEDBA,BBBBEFE,FFEDBAA,AABCEFF
479,BEFFDBA,DBBBBEF,BEFEDBA,BBABEFF,FFECBAA,ABBCEFF
480,FECCCAB,ABBCCEF,BEEEDBA,BBCFFCB,FECAABD,ACBEEDD
481,FEBBBBC,FECCBBC,ABDDEFE,EAABEEE,FFDCBAA,CCDFFBA
482,FDABBDD,DDFECAA,DBAACEF,FFDBABD,CEFFDAA,ABDCFFC
483,FECBCBA,CBABDFF,FFECAAB,BEFECBA,AABDEEF,FBDDEEA
484,AABCEEF,EEEECAA,AACDEEF,FFDCBBA,BAABDFF,FFDCBAA
485,EBABCEF,DDEEDBA,FFDBABC,CEFECBA,AACDEEF,FEEDBAA
486,DEEEBAC,BADCDFE,EEECDBA,AAEFEDD,EEBABDE,DAACEDF
487,CBEEFBA,FEDDBAA,ABBCCEF,FFDBABC,DEFFBAA,DCABBEF
488,AEFEDCA,AACCDFE,FECDCBA,ABFFECC,FFCCBBA,ABBCDEF
489,EFEDCAA,BBBBDEF,EEEEDAA,AEEDCEC,FEDCBAA,ABBBDFF
490,FECCBAB,CABCDFF,ADFFDCA,CCFEBBC,FFEBABB,CBBCFEE
491,ACCFFCC,CDEEFBA,EFEDCAA,BEFECBA,FDBABEE,ABBCDFF
492,FFDDCAA,BBBCDFF,BEEEDCA,DAAEDCF,FFECBBA,AABDEFF
493,ABCBCFF,EEDCEBA,FDAACDE,AADFEDC,ECAADEF,EDEEECA
494,FFEDCAA,ECBABDF,BDEEECA,AABCEFF,EFEDBAA,CCBACEF
495,EBACDEE,ACCCCEF,ABCCDFF,FFDDCBA,FEBABDC,DCEFEBA
496,ACBDEFD,EEEECBA,ABCDEEF,FECCBBA,AABDEFF,CBBEEFB
497,DDDFEBA,FFCCBBA,AACEEFE,AECAEEC,FEDCBAA,BABCDFF
498,CCFEBAE,FECAADF,DAABDEF,FECBBBB,EFEAACC,BADFEBD
499,EFFECAA,BCEFECA,AACEEEE,FFCBCBA,CAABDFF,FECBABD
