,0,1,2,3,4
238,HHECEEECBAA,ABCEEFGHGDB,ECAABCEGHHG,HFBAABDFFFG,BDDBFFCBCFH
239,HHGFEEBBBBB,AABBCEFGGHH,GFFDAAACFGH,GGGGGFDCBAA,BBABCDEGGHH
240,HDCCBBBEGGF,DDFGFGDBACH,HGDBABCDEFG,AADDHGGFEEC,GFFFGGFCBAA
241,HGEBAABDFGH,FFFGGGEDCAA,BAACDFHHGED,AABDEFFGGGG,HHGGFCAAACE
242,CFGHHGECBAA,BAABCDFGGHH,HHGDBBBABDG,GGGGGEDBAAA,AABBDEFGHHG
243,CGHEDGEDBBB,CEFCDBBBDGH,DFFGHHEBBAA,DDCBABCFGHH,FGFCEGFDBDA
244,GGFFDBAACFG,GECAABCEGHG,ECBAABEHHGG,DEGGDAABDGH,GCABEHHDBDE
245,ECCHGGFEBAB,CEGBABFHFDE,HHECFFBACDC,FECCDGHFBAC,FFBAAEFFGGE
246,HHGFEDCBBBA,AAABCDFGGHH,GFDBAABFGGG,HHGGFDCBAAA,BBBBBCEFGHH
247,EGGGEACGFBA,AABCCCEGHHG,HEDFGFBAADG,FHHGEBBBCDB,ABDFEACGFGG
248,FGHGGFDBBAA,AABBCEGGHGG,FEAAABEGGGG,HHGGECBBBBC,AABCDEFGGHG
249,CHHFGFDCCAA,GFGGECBAADH,ABDDEHHECCC,HHFCBABBDFF,BBBABDEGGGH
250,CDFFGEGGEBA,ACGHGEDDDCE,DCCBABDHHGF,EFGGHGFCBAA,BAADCEGEGHG
251,GGGFGFEBAAA,AABBCEFGGGG,GGFDBAABEHH,HGGGFEDBAAA,ABABCDFGHGG
252,CFGHHGECBAA,BBABCDFGHHH,HHGECBBABDF,GGGGGFDBAAA,AABBCEFGHHG
253,BABBBFHGGGF,FHGEBADGDBA,ABCEFHHGEDB,BAABCEFFGGH,FFGGGGEBABA
254,AABDFFGGFGG,HHGGFECBABB,ABDEGHHFDBA,EECAABDEGHH,FDFFGFGFEAA
255,BFGHHGECBAA,BBABBDFGHHH,HHFDBBBABEG,GGGGGFDCAAA,AABBCEFGHHG
256,DFGFGEACFDA,AAEGFDCEGGG,GECFGHCAACG,GHHFDDEBAAB,BCECADEEHGG
257,AABDEFGGGGF,HHGGFDCAABC,AABCEGHGGED,HHGDAAACDFF,CEEFGGGGDAA
258,FDCCCAADGHH,FEGGCCGGCAA,FGHHGECBAAB,AABDGHGDEGF,GHHGECABBBC
259,DGHGGEBABCC,FFDBAABDGHH,FGGGGGDAAAB,EEDCAABDFHH,HHGFEDCBBAA
260,DFGGEGFBABF,HECCAADFGGG,EEDBAACHHGG,FGGGGEDCBAA,BDEBADGEGGG
261,CHHGDEBCBBC,GGGGGFDBAAA,ABDEGHHFDBA,DBABBCDFGHH,DFDADGDHDDC
262,BABEDBEHHGE,DHGEDDAACFH,FGGHGECBBAA,AABCDDFGHGF,GGGGHFCABBA
263,GDAACDFGGGF,HHGDEDBABCE,BBBACDEGGHH,GGHGGECBAAA,EEGGDFFDAAG
264,HHGEDCBBCBB,ABEHHGGECCA,DEGGHGECBAB,ADFGGGGEBBB,CBBCBCDEFHH
265,HHCABCCCEFF,BABCBCEFGHH,EEHHHDABBCC,HHGGFDBABBA,FEDCBADHFCH
266,GHGGGFDBAAA,BCCCBBCFGHH,GGFBCGHDAAB,HHGGFDBBBBA,BBBBBDFGHHG
267,CBBABDGGGGG,GGGGFFECAAA,ACDFGHHECBA,BAABDGGGGGF,DCEFHFFBBAH
268,BAABDDGHGGG,FGGGFFEDBAA,GCAABDFHHFE,BAABDFGGGGG,GGGGGGDDBAA
269,FGGGFDFDAAB,HDBBBHFEECC,CCDECBACFHH,HFEFFEDDDAA,DCDEABGEGGG
270,GHGFFFDBBAA,AABBDEFGGGG,FFDCBAACGHG,HHHGECBBBBA,AAABCDFGGHH
271,HHGGEDCBBBA,ABCBCCDGGHH,GGFBCGHCAAE,HHHGFDDCBAA,BBBBCDEEGHH
272,HGFFFECBBBB,AABBDFFGGGG,GFDBAABEGHG,HGDCAACDEEE,BFECFFEFDAG
273,HHGEDCABBDE,AABCDEFFGHH,HGGDBABCEFG,GGGGGGDDBAA,FFFGCBABBFH
274,AABBGHGFGEF,GHGGEFEBAAB,BCEFHHGECBA,BAABDFFGGHG,FGGGGFDABBA
275,AADGHHGECCB,GFEFGGGCAAA,BBBBBBDHHHG,GGGGGFDCBAA,EDBBABCFGHH
276,EGHGGFDBAAA,CBBBBBDFGHH,FFGGGGDBAAA,GHHEBABBBEF,BABBCEFGHHF
277,FAFFBDHDBCH,EAAFHCCDHFD,BEDABDCHEGG,CFFDDHGAAFD,ADGDBFHCEGB
278,GEBABBCFGGH,FFGGGGFDCAA,EBBEGHHFDBA,AABCEFGGGGG,HGGGFDBBAAD
279,ECBAACEHGGH,GGGGFFECBAA,AABDEGHHFEC,BAABCFGGGGG,HHGEDCDCAAF
280,AABCDEFGGGH,HHGFCBABCDE,ABBBBDHGFGG,HHGFDBAACEF,EHHEDDEEDBA
281,EEFGGGEECAA,EGGGGFCAAAD,FGHHGDBAABD,ABCEGHHGECA,AABCCDFGHHG
282,BCDFCADHHFC,BAADGHHGFDD,ABBDCFHHFEC,EDCBABEGHHD,AACEGGCEGHB
283,HFAACFEGEDD,BBBBCCEFGHH,CEEBBBCGHFD,HHGFDCBBBBB,GGGFDEECAAD
284,HGCADEBHEEA,CBAABDFGGHH,DCCCBBBDHHH,HHGGFECBBAA,ADDEGHGFEAB
285,AACDCBCFHHH,HGEFGFECBAA,ABBBCCDFHHH,HHGFDBABCCC,DFGHHDABEDA
286,CFGHHGECBAA,AAABCDFGHHH,HHGDBBBABEG,GGGGGEDBAAA,AABBCEFGHHG
287,HHGEFEBBBBB,AABCDEFFFGH,EFGHHEAABCE,GGGGFEDCBAA,DCBBBCDEGGH
288,HHFCABEEBCD,FGGGGFFEBAA,ABCEFHHGECB,CBAABEFGGGH,GGGFEEBAACG
289,EEEFCFHGCAA,AGGEDBABEHH,BABBCEGFHHG,FGGFCBBABFG,EBACEGHHDCC
290,CECFBEHGDDB,AAACFGGFFGG,HGFDBAADGFF,HHFCBCCBCFB,ACCABEEGHHG
291,AAEEGHDAFGF,FCCFHHGDBAA,BBBBBCDFHHH,HGGGFDDBABB,BEFCADHGEFC
292,HHGGFECBBBA,ABBBCCEGHHH,GFGHGBAABCD,GGGGFECBBBA,BBABBCEGGHH
293,EHHGFEDBBAA,DCCBBBCDFHH,FEBAACGHFEF,GHGGFECCBAA,ABBBCDFGHGH
294,HHGFFFECBAA,BBBBCDFGHHH,HGGGDBAABDE,HGGGGEDBBAA,BBBBBDFFFGH
295,HGDABBBEGFG,EEFFGGGFCAA,BABDEGHHFDB,AABCDFGGGGG,HHGGDBBAACF
296,CCFCDFBAEHH,EBAABEGHHFE,BBBBBBDGHHH,HGGFFEBAACF,GGCAADGHFBD
297,HHHFEDBBABB,BGFGEFBABFG,FEDBBFHGDAB,GGFCAABFFEH,BBBBBCDFGHH
298,HHGFEDBABBD,CGHFFGEBBBA,BBBBBDGHHGF,HHFCAABCCEG,ABECCDEEGGH
299,EGFBECFCAEG,HHGFEDCBBBA,AACEFGHHFDB,BAABCDFGGHH,HHFBBDBDDCC
300,HHEEFEBBBBB,ABBBCDEGGHH,HHGFEBABBFE,HHHGEBABCCB,BBCCCCDDFGH
301,BBCEBCHHGEB,ADHHFCABEGF,CBBBBCDGHHH,HHGFEEDBABC,EGGBADGHBBB
302,HHGEDCBBBBD,AABDEGGHGFC,GDBABDHHGDB,ACFHHFEDCCB,FECCBBBDEHH
303,BFGHHGECBAA,AAABCDFGHHH,HHGDBBBABEG,GGGGGFDBAAA,AABBCEFGHHG
304,DDDHFBABGGE,BAACFHHGFED,AABBDGHHGEC,EDEFGHGDBAA,BEGHGBCFGAB
305,FDBAABCGHHG,FFFFGFFECAA,ABCEFHHGECB,BAABCEGGGGH,HGGGGFDBAAB
306,DBFGGGGBABG,EAACHFCCFHG,EDHHBEEAEEB,DGHECDGGBAB,GFAACGGGBBF
307,EDHFBCHGCAB,EFECABCGHEE,GHGEHDACCBB,EGGEDCFHDAA,EGDACHGBADG
308,EFBABCEEGGH,CBBBBBDEGHH,ACEGHEAADGG,HGGGFECBAAA,BCDDFHHGBAD
309,HHFCCCBBCCC,AABBDEFGGGH,GGFDBABEHED,HHGEDCBBBBC,GHFFFDBAABG
310,DCBBBBDFHHH,GGEEHGECCAA,ABDFGHHFDBA,AABCDEGHGEE,GGHHGDAABBC
311,ECAEHEBBGGD,BBGHEABEGDD,CFDAACDCHHG,EEBDHHDABED,DBEHEAADGFG
312,GHHGFDBAABB,BBDGHHGBACD,CBBABFHHGEC,HHFBABCCCEG,BBBBBCFGHHH
313,ABCCHHGCCFF,GDAAEGEDDGG,AACEEGHFEEC,FEEGGDAABFH,GFBADGHFBBC
314,BAABFEEEHGG,HHGFECBABBC,ABDFGHHFDBA,CBBBBCEGHHH,HHGFDBBBBBC
315,DHHGFFDABBB,AACFFFDCEGH,HGDABBBEGFE,CBBBBCEGHHG,CAABDEGGFHG
316,GHHFEEBAABE,BBAACGHHGFD,FGHHEBAABDF,FGECDFHGDAA,BCEEBADGGGH
317,CEGGHABGBEC,AABBCEGGHHG,FGHHGDBABBC,FECDGHFAADF,DGEAABFGGGF
318,HHGGFECBBBA,AAABCDFGHHH,GGECDGCAAFG,GGGGFFDCAAA,BBBBCDFGGHH
319,AABDFFGGGGG,HHGGECBAABC,ABDFGHHEECB,HGFCAABCEFH,DEEFFGGGFAA
320,HFBABBBEGHH,FDCEDDACDGH,FFFCCBABFHH,HHEEBDBCBDD,HGGFFDBAABE
321,EGGGGGDAABC,ABDCBCGHGFG,HHEBBEGDBBE,EGHHGCBBBBC,DCFFAACGFHG
322,HHGFFDCBBBA,BBBBBCDFGHH,HGDBDGFBABG,HGGGFDCBABA,CBBBBCDFGHH
323,FHHGGECBAAB,ACEFGHGEDBA,CBAABCFHHGF,HHHGFDBBABB,AABBCDFGHHG
324,ABDFHHHECCB,GGGGGEDCBAA,AABCDEHHGFE,DCBABCEGGHH,HFFECDGFCBA
325,GHGGDFCBBAC,FCFHHFDBABB,CCDFGDBBCEH,GGFDDFGFDAA,BBABCEGFFHH
326,AABDFGGGFGG,HHHGEDCBAAC,CEFGHHECBAA,AAABDEGGGGH,GGFGEFFDCAA
327,ACDBEHHGCBD,HHFBABFFDCE,DBAABCEHHHG,HGFFEBAACEF,DABEGHFBCFF
328,AABCDEFGGGH,HHGGECBABCD,ABDEFHHFDCB,EDCBABCEGHH,GGGGFEDCBAA
329,HHGFEDCBBBB,AABBCEFGGHH,HHFCDAAEFED,GGFGGFECBAA,BBBBCDEFGHH
330,ECCFGFHFDAA,AABBCDFGHHH,FGHHEBAABCD,GGGGGECBABA,ABBBDCFGGGH
331,CFGHGGECBAA,AAABCEFGHHH,HHGEBBBABDG,GGGGGEDBAAA,AABBCEFGHHG
332,HEBABBDFGGG,EEFGGGGECAA,AAACDEGHGFE,AABEGHHGEDC,EECBBCDECGH
333,HHFCBBCBCDE,CDEGGGFFEBA,BAACEFHHGEC,AAACEGGGGGF,GFGECBABBFH
334,ABBCDEEGGHH,HHGECAABCEF,ACEEEHHDBBC,GGFDBAABEGH,HHHFEECBBAA
335,FGHGGCDFBAB,FDBDFDBBCGH,HGECAABFGED,DEGHGDBDFDA,ADBADBEGHHG
336,DBBDBACGHHG,FCDGHGEBBDA,CAACEGHHFDB,AABEDDFGHGE,EGFGHFDAABB
337,HGBBCDBCCCG,FFGGGGFDBAA,BBDGHHGECAA,AABCEGGGGGF,HGFDBBBBDDG
338,HHGFECBBBBB,BBBBBCEGGHH,FGFDFHFAABC,FGGGGFECAAA,CCBBBBCFGHH
339,AABDFFGFGGG,HGGGFECBAAB,AABCEGHGFEC,HGEBAACDFGG,CEDEGFGHDBA
340,BBBCBCFGHGG,GEGHGFDDAAA,AABDEGHGFEC,DCBABEFFGGH,FEGGGGFBABA
341,HHGEECBBBCC,AABBDEFGGHH,HHGFECDEDAA,BCBCFGHHEBB,CCCBBBDFEHH
342,BABACFHGGGF,FGHGGEDDBAA,AABCDFHHGFE,ECBABDGFGGH,GEEGFGFCAAA
343,AABDGFGGFFF,HGGGFEDBAAA,AABCCDGHHGG,GGECAABDEGH,BEFFDFHFFCA
344,HHGFFCABCBC,GGGGGFDBBAA,CEFGHHFCBAA,AABBDFGGGGG,CCCABEDEDGH
345,DGGGFEEBABF,HGEEDCAABEH,GFDCAABEHHF,DEFGHHFBAAA,ABDFCADFFHH
346,BFGHHGECBAA,BBABCDFGHHH,HGFCBABBCFH,GGGGGFDBAAA,AABBCEFGHHG
347,GHFDFGEDBAA,CBBBBCEGHHH,EDEFBAABEHH,GGGGFFECBAA,BBBBCCEGGGH
348,FFEGDDGCABG,EBBBACFGHGF,DFGHHGCBAAC,FFDDDDEGHCA,ADFCACGGFGF
349,DFGGGFGDAAB,GFBACGGDDFE,CCCCCBCDFHH,GFFGHFDBAAA,ACCABFEFHHG
350,AABCEFGGGFG,HHGGFDCBAAB,DEFGHHECBAA,AABBCEFGGHH,GFEDEGGGEBA
351,HHFCBCCBCCC,AABCDEGGGHH,HHFDAADGFDB,AABDFGHGFED,GFECCCBBBGH
352,HHFCDDCBCCB,BBBBBCFGGHH,HHHFEBCECBA,HHGFECBDCBA,BACCEDFGFCH
353,FGGGGEDEBAA,BCBACCEFHHH,GGHGEBAABCD,EEFFFEFGEAA,ACEFAAEGFHH
354,HHEBDEDECCA,ABBBCDFGGHH,GFGHGCAABCF,GGGGGFECAAA,CCBBBDEFEGH
355,HGBCFDGDECA,ABCEGHHGFCA,BAABCDGHHGF,FCAAADFGGGH,CBABBEFGGGH
356,HHFCBCDBBDD,FGGGGFEBAAA,FGHHGDBAACE,BBEHHHEABEE,BBBCCCEEEGH
357,CBBCCBCFHHH,HFFGGEEBAAB,EFGGHGDCBAA,ABCCEFHHDDG,GGHHFDABDBB
358,AABDEFFGGGG,HHGFEDBABCD,AABCDFHGGFE,GGFDBAACFGH,DFFFGGGFDAA
359,FCBHGGEAACG,BADCAEGHGFG,HGHGDDBABEC,BCFHEBAEHGB,ADGFBACGEGE
360,HHGEECBABBC,AABCDEFGGGG,HHGGECCBDBA,GHHGDBBCBDB,BBABCFGGHFG
361,GCBACCFEFGG,DBDDCDAEEGH,ECCDCADHHDF,HHGEEFDBBAB,EHGDDBCABFF
362,GEBAFHHDBBD,EHFEGCACFDA,CGEBDEBAGFH,HFFHDAAADGE,HEEGCACHFAC
363,HHHFFDBABBC,ABEGGHGFDBB,AABBDEGHGGE,HFCBABEEFFG,DDCBBBCEGHH
364,HHGEDCBBBCC,AABBEEFGGGH,GHHGDDADCBB,FFFGGGGDBAA,HGFCBCBBBEH
365,FFFEHHEBBAA,BBBBBCEFGHH,GGHHFCBABBC,GGHGFEDBBAA,ABABCFHGGFF
366,ABAEGEBFHGE,DBFHHGCAACD,ABCDDFHGEEC,FEFGGBAADGG,BAEHHCCGFBC
367,FGGEDCFFCAA,AABBDEFGGGH,GHGGGDBAABD,HHGGFBABCBB,CCBBDEEFHHA
368,CBBCBBDGHHG,GDDHHFEDBAA,BDEGHHGDCAA,AABCEEFGGHG,FGGGHGEBAAA
369,HGDBBFCCFDG,GGGGGFCBAAA,AABDEGHGFED,DBAABCEGGHH,HFBBBBBEEGH
370,EFGHGFFCBAA,GGEBAABCEHH,BBCEGHHECBB,ACEFHHHEBBA,CCBABCEGGGH
371,HGCAABCEEFF,EFGGFEEFDAA,AABDFGHGFDB,AAACEFGGGGG,GGGFFCBAACH
372,HHFBBBBCDEE,ABBBCDEFGHH,EEEBBACGHGF,HHGFDCBBBBC,FFGFFGDBAAG
373,HHECCDCACCC,ABABDDEGGHH,HGGFDBBEFDA,HGGGFFCBBAA,GGHDEDBABCH
374,CFGHHGECBAA,BBABCDFGHHH,HHGDBBBABDG,GGGGGFDBAAA,AABBCEFGHHG
375,FCDHGFBABFF,BABFHFBCEHG,DBCEEAADGGH,HDFGEEEFEBA,FBBFDEGEHDA
376,ECAACCDFGGH,GGGGFFDBAAA,CEFGHHECBAA,AACDEFFFGGG,HGGFFCCAABE
377,BDFHEEHDACE,DCBABBDFHHH,HGBBCFHFCAB,FFECBAACGHG,BABEGDDGGGF
378,GHGGGECBAAA,CCBBBCDFGHH,GEBCEGHFCBA,FHHGECBBBBB,BBBBCCDFGHH
379,CBAADFGEHGG,FDCABBCDFHH,BACFGDACFGH,GGGGFECCBAA,FFECDGGFCAD
380,CGHHGFCBABB,FGGDBAACFGH,FGGDBEGAACG,GGGFDBAACFG,GFDBAABDFGH
381,ADGHHFEBBCE,HHHFCAAACEF,BBBBBBEGGHH,HHGGECAAACE,DCBAABEFGHH
382,AABDFFGGFFF,HGGGEFDBAAB,AABCDFHHGFE,FECAABDEGGH,EEFGGGFEDAA
383,BABBBEGHGGF,HGGFEGDBAAC,CEFGHHFCBAA,AAACDFEGGHH,FFGGGGEBAAA
384,DDDEHHHECBA,BCBBBBCFGHH,EFGHGBAABDF,GGGGFEECBBA,BBBBDDFHDEH
385,GFCFFHGDCAA,BBBBBCEFHHH,FFHGDBABCEF,HHGGGDCBBAA,CBABCDEGGGH
386,AACDGFGGFEG,GGHGGFDCBAA,ABCDFHHGFDB,BBABCDFFGHH,GGGFFFEDCAA
387,GHHGFDCBBAA,BBBBCDEGHHH,GGECAADGGEE,GGGGFEDCBAA,BBBBBDEGHHH
388,AABDDGGFEFH,HHGFDBAABCE,AACCEGHGFED,HGFCAAACEGH,DCDEFGHEFBA
389,DGHHFBEBAEC,EFHHGDBABCC,AACDDGHGFED,HGEBAABEFGG,BCCABGDFFHH
390,HHFCAABCEEE,BCDGGGGFFCA,EBBEGHHFDBA,AABCEFGGGGF,GGGFFCBAADH
391,EFFGGGEEDBA,BBBABDFGHGH,CDDEDAACEHH,GGGGGFDCBAA,AABBCEFGHHG
392,FBFGEDBAGFD,BCBABEHHEEH,HHFDDCCBBCB,AAACFGEDFHG,CBCFHFBBFHC
393,AEGHGGECBBA,BBBBBDEGHHH,HGECAACCDGH,GGGGGFDCBAA,AABBCEFGHHG
394,HHECBBCEECD,HGGGGEDBBAA,CEFGHGECBAB,AACEGGGGFEC,GCAACEEGDCH
395,HHGFFECBAAA,ABBBCEFGHHG,GGGECAADFFF,GGGGFEDCBAA,BBBBCDEFGHH
396,HFCAABCEFGH,DEFFGHGECAA,GDAABBDGHGF,AABCEFGGGGF,HGFEBBBBBDH
397,FGHGGEDBABA,HHFEDBABCDE,BCEFGHGDBAB,ACCCEHHECFB,DCBBBBCFGHH
398,DDCBGHHEBAD,FHHFCAABDFE,CAABCEGHHFD,EEFGFBAACFH,HGDABDGHDBC
399,ABBAGHGDCGG,HGDABFGFDBB,ABBCCCFHHGG,HGFFFCAACEG,GCBEHHEACCC
400,EGGGCFFAADE,DAAEHHGECCF,GHGECAABEFE,BEGHHECBBBC,CBCEGBAEHGH
401,AABDEFGGGGG,HHGFEDBAACD,CEFGHHFCBAA,EDBAACDFHGH,FFFFFFFEDBA
402,HHHGFECBABA,BBABCDFGGHH,GGHGDBABBDE,FGGGGGECAAA,CBABBDEGHHH
403,HHDBCBBCDGF,CCCBBBCFGHH,BCEFHGBABFH,GGGGGFDBAAA,BBBCDEFGCEH
404,FFEBBHHCABF,GCAADHGDDDF,HCBBEBBHEEG,DDGHEDEHDAA,FFBAEHDAEHD
405,ABCFCBGHGFC,AACGGECCEGH,EFGHHGDBAAB,DCCEGHEAADH,GHGDABEGFBB
406,GGGGFFBACDA,AACCDEFGGGH,GFEGGDAABEG,FFEFFEDGFAA,BEEAADFFGHH
407,FDBBBBBEGHH,EFFGGGFDBAA,GBABCFHHFDB,AABCDFGGGGG,HHGGFEBBAAB
408,BCCFGDAEHGD,AACGGECDFGG,DEEGHHGCBAA,DFFDBCFHHDA,BEGHEABEGFB
409,AAEGEFHGEBB,GHHEBACEDCC,ABBCDFHGGEC,GGGDBCEGFAA,FCDGHDBFGAA
410,GGGFHFBABBA,ABABDDFGGHH,CCCBBBBGHHH,HHGGEDCBBBB,BABEGHGEDCF
411,HHFDCCCBBCD,BDEGHGFFDBA,CEGHHFCAABE,BEGHHGDCBBA,CBABDEFDDGH
412,CFGHGGECBAA,BBABCDFGHHH,HHGDBBBABDG,GGGGGEDBAAA,AABBCEFGHHG
413,DBGEGGBEFBA,AEHEACDHGEE,CGFFDBEDHCB,FGEDDGGBABG,EABFGBAEGFG
414,BEGHHGFCBBA,BBBBBDEGHHH,HGFDBBBABFH,GGGGGFDCAAA,AABBCEFGHHG
415,HEDBAFGEEDE,AABDFGGGGFC,FECAABCEHHG,HGDBAABEFFF,EFGEGDCDCAG
416,DBAADGHGFEE,FFFGGGFDBAA,ABCEGHHFECB,BAABDFGGGGG,BCCDGHGBABH
417,CEGGHGFBBAA,HHHGDAABBCD,AABCEGHHFDD,EFEEFHHDBBA,CDBBBBDFGHH
418,FHHHGDABABC,BGHHEBBACDF,ACDEGHHECBA,HGEBABDGGDC,EDACDAEDFHH
419,CDFFHEBGGCA,AHHCFEBBEFE,BCCCAADHHGG,GGGGFFDBAAA,DEACFBCHFGG
420,GGEHGFFCBAA,HFGEBABBDFH,DEFGHHEBAAB,AABDGGFFGGC,DCABADFGGHG
421,ABBBCDEFGHH,HHHGEDBAABC,ABBBCDFHHGG,HHGFDBAACEF,GGHGGEDCBAA
422,EGHFGEBEBBA,AACCDFFGGGG,FGHHGCAABCD,GFGGEAABDDH,FBABDGEDGGG
423,DFHHGEDBBAA,HGFFECBAACE,BBBDFHHGDBD,DGHHDCEECAA,DCCBBBCEGHH
424,AABDEFGGGFG,GGGGFFDCBAA,BBBCCCCEGHH,HGGGFECBAAB,ABCFFGGGFDA
425,CAEFBEHFBCG,HDABGHDBCEF,GCBBEACHDEH,FDCDGHEBACG,GCBDGGBABFG
426,CDBFHHEBADG,GEBAADGHGED,AABDFGHGFDB,DDEDBBEHHEA,AADGHHECEFB
427,DDAABDFGGGG,HGGGFECAABC,DEFGHHECBAA,AAABEFGGGGG,FGGGGEEBAAC
428,EDDDGHHDBAA,BABBBDFGGHH,GGHHFCBBBBB,FFFFFEFGCAA,CCBCBBCFHHH
429,AABDCFHGFGG,AAABDEFGGHH,HHGFECBBBBC,AABCEEFGGHG,GFGFGGFDBAA
430,BBAACEGHGGG,GGHGFEDBAAB,AABDEGHGFED,EDCAABEGGGH,EEFFGHGEAAA
431,ADCCGEGBFGF,GGGEBAABDFH,BDEFGHGDBBA,FEDBAABEGHH,HEDDABFAEFF
432,EFHHGFCBAAA,FEGCBABDGGH,CCBDGHHFCAB,ABBBEGGEHGB,DEBBCADFHGH
433,ECBDBACFGHH,EDGBBGHFCBB,HDBACEHHFCA,AACEDFGHGEF,GFGHGECABCA
434,FCFGCAEHFBA,CHFAACHFCDD,HEBBCAEHDFF,CCFGEECFHCA,BDGFAACGGHD
435,AABEGGFFFFG,HHFDCAABDEG,ABBBBDHGGGG,HHGFDBAABCE,BCEFFHGGFBA
436,EFFGFFGDAAC,FHEBAABDFGH,DBABCEHHGFD,DFGHGEBDEBA,BDGHCABGGEE
437,BBCBADFHHGG,DEHHFEDEBAA,BDFGHHFDBAA,AABCEDFGHGF,FGFGHGDBABA
438,HHCCDCCCCCC,ABBCDDFFGGH,FFGGEBBGFDA,HHHFCBBBBCD,GHHEBDDFBBA
439,DHHFFCCBADE,FHHGDBAABDF,BDFFGHHDBBA,HGFDBAABDFH,GGBBCAFCGGG
440,CFGHHGECBAA,BBAABDFGHHH,HHGDBBBABEH,GGGGGFDCAAA,AABBCEFGHHG
441,HHEBDDCBBDD,AABBDEFFGHH,HHGEDDCCEAA,HHGFCAAEDCB,GFDFEGDDAAG
442,HHCCEDCEBDB,HGFECAABDFG,BFGGHCABCEG,GHGGFFCCBAA,ACCEDECFDHH
443,GHGGGEECBAA,BBBBCEFFGHH,EFHEBAABEGH,GGGGGFDCBAA,BBBBCDEGGHH
444,HGGEGFBABBB,AAABDEFGGGH,DCCCBABFHHH,HHGGFECCBAA,AACEFFGFDEH
445,ECFHCAEHEBA,CGDAAEHGCDF,HFDGGCDAACF,DCCGHEBAEHD,BCFHFBCGHCA
446,AACEGFFFFGG,HHFDBAABDFG,ACCBBCHFFGH,GGGFDBAACEG,GHGFFDEDCAA
447,FGHHGECBBBB,EDEEFEAADHH,CCBDFHHGDBA,FFFFBAAEGFG,BBABCDDGHHH
448,GHGFGFDDAAA,FGGHGEEDBAA,BBBBBDGHHGF,HHFCAABBCFG,BAABDEEFHHH
449,ABEFFGGFFEE,HHFDBAACEFG,GGGFFGDAAAC,HGGFDBAACEG,DFFFGGGFCAA
450,CFGHHGECBAA,AAABCDFGHHH,HHGDBBBABDG,GGGGGFDBAAA,AABBCEFGHHG
451,HHEBBBCCEEF,FGGGGGFDBAA,BCEGHHGECBA,AABDEFGGGGG,HHGFBCBABDG
452,HGBAFGFFCCA,BCBBCBDEGHH,GGHGFDBABBC,GGGGFECCBAA,BABBDEGHEEH
453,FGHHGECBAAB,AACDDEEFHHF,GGGGFFEBAAA,BBABCDGHFEH,DABECACGGHH
454,DFGFHEAECBD,BAAACFGGGGH,HGCBCFHECAB,GFECCBDBAGH,DAACFGDEGGG
455,GGGGGFDBBBA,BBBBCDEGGHH,GGHHECAABCD,GGGGGFDCBAA,ABCDBCEEFHH
456,CFGHHGECBAA,BAABCDFGHHH,HHFDBBBABEG,GGGGGEDBAAA,AABBCEFGHHG
457,HHFBBCBCEEC,BBBBBCEFGHH,FFGHHFBAABC,GGGGFEDCBAA,FFDCCDBBCEH
458,AABCDEFFGHH,HHGECAABCEF,ACCBBFHEDFG,HGGFDBAACEG,FGGFEFFDCAA
459,BBBCBCFHHGG,FFHHFEDCAAA,ABCDFHHGEDB,DCBABEEFGGH,FFGFGHEBAAA
460,FDAGHEGCFDA,BFECAACFHHF,HHFGGCABBBD,FFFDAAADGHG,CFGEDGHFAAB
461,ECBBABEGHGF,EBCGHGEDBCB,EBACFHHGECA,ABCCEFHHFDF,GGHGCABDDBB
462,CCAABEGHGFG,HHGGFEBAABD,CEFGHHFCBAA,BBAACEGGGGG,GDBCEHHFBAD
463,GDCHCHDAFCC,CBABEDDGHGD,HHFDDDBABDE,FECDGHHEBAA,ADGFBBFHFAC
464,HHDCCDBCCDC,AABCFGGGGFE,GECBAACGHGF,GCAABEFFFGH,GEBCFEBBAEH
465,DCBBDBBEGHH,GGDGHFEBCAA,FGGHGECBAAB,ABBBEFHHFDF,GGHHFDBABBC
466,AABCEGGGGGG,HHGGECBAABD,ABCDFHHGEDC,FFDBAABEFHH,DFFFGGGEDAA
467,ABCGHHGEDBB,DBCCBBCEGHH,FGGHGDBBBBB,GGGFDDEBBCA,BBBBCEGHGFE
468,HHHFDCBBBBC,AABCCCEFGHH,GEDGAAACFGH,GGGGFEECBAA,CCBBBBEFGHH
469,HHHFDCBBBBB,BBABCDEGGHH,GFDDFHFAACF,HHGGFDCBBAA,ABBBCDEFGHH
470,CFHHGGECBAA,AAABCEFGHHH,HHGDBBBACDF,GGGGGEDBAAA,AABBCEFGHHG
471,AACCBCFHGGG,FGHGFDFCBAA,ABCEGHHFDCB,CBAACEEGGHH,EGGGHGDBBBA
472,HHFCBAABEFG,EEFGGGFECAA,BBCEGHHFDBA,AACEFFFFGFG,HGGEECCBABG
473,BCBBHFBAGHG,DAABGGEDEGH,ECBABBDGHHH,HGGFEECAACE,FGDACGHGABD
474,EFGHFEFCAAD,GEFEAACHGEC,CCDCCBADGHH,HGGGEBAABED,ABFGBAEGDGF
475,ACCBFGHGFFC,CBBBBCDEGHH,CEGHHDBBBCD,GGGGGEDCBAA,BBCECFHHFDA
